,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
159,NCT01075672,OfficialTitle+BriefSummary,Outcomes of Cognitive Behavioral Therapy (CBT) Interventions Provided by Unlicensed Professionals in a General Hospital Setting | To examine the effectiveness and clinical care outcomes of cognitive-behavioral therapy interventions at Massachusetts General Hospital (MGH).,"[(12, 40, 'BEHAVIOURAL', 'Cognitive Behavioral Therapy'), (42, 45, 'BEHAVIOURAL', 'CBT'), (189, 217, 'BEHAVIOURAL', 'cognitive-behavioral therapy')]","[(12, 40), (42, 45), (189, 217)]",[],"[(12, 40, 'BEHAVIOURAL'), (42, 45, 'BEHAVIOURAL'), (189, 217, 'BEHAVIOURAL')]"
160,NCT05746104,OfficialTitle+BriefSummary,"Intraoperative Molecular Imaging of Central Nervous System Tumors Using Same Day Second Window Imaging With Indocyanine Green (TumorGlow™ - CNS) | The study is being conducted to determine if a same-day, low-dose intravenous (into a vein) injection of indocyanine green (ICG) (FDA-approved dye) being detected by using an imaging system can be a useful tool in identifying and differentiating tumor tissue from normal tissues.","[(36, 65, 'CONDITION', 'Central Nervous System Tumors'), (108, 125, 'OTHER', 'Indocyanine Green'), (127, 136, 'OTHER', 'TumorGlow'), (252, 269, 'OTHER', 'indocyanine green'), (271, 274, 'OTHER', 'ICG'), (393, 398, 'CONDITION', 'tumor')]","[(36, 65), (108, 125), (127, 136), (252, 269), (271, 274), (393, 398)]","[(36, 65, 'CONDITION'), (393, 398, 'CONDITION')]","[(108, 125, 'OTHER'), (127, 136, 'OTHER'), (252, 269, 'OTHER'), (271, 274, 'OTHER')]"
161,NCT01553149,OfficialTitle+BriefSummary,"A Phase II Randomized Trial of Lenalidomide (NSC # 703813) in Pediatric Patients With Recurrent, Refractory or Progressive Juvenile Pilocytic Astrocytomas and Optic Pathway Gliomas | This randomized phase II trial studies how well low-dose lenalidomide works compared with high-dose lenalidomide in treating younger patients with juvenile pilocytic astrocytomas or optic nerve pathway gliomas that have come back (recurrent), have not responded to treatment (refractory), or are growing, spreading, or getting worse (progressive). Lenalidomide is classified as an immunomodulatory drug as it boosts the immune system. It has other potential anti-tumor effects, for example, it may stop the growth of tumor cells by blocking blood flow to the tumor. It is not yet known whether low-dose lenalidomide is more or less effective than high-dose lenalidomide in treating patients with juvenile pilocytic astrocytomas or optic nerve pathway gliomas.","[(31, 43, 'DRUG', 'Lenalidomide'), (86, 154, 'CONDITION', 'Recurrent, Refractory or Progressive Juvenile Pilocytic Astrocytomas'), (159, 180, 'CONDITION', 'Optic Pathway Gliomas'), (240, 252, 'DRUG', 'lenalidomide'), (283, 295, 'DRUG', 'lenalidomide'), (330, 361, 'CONDITION', 'juvenile pilocytic astrocytomas'), (365, 392, 'CONDITION', 'optic nerve pathway gliomas'), (531, 543, 'DRUG', 'Lenalidomide'), (700, 705, 'CONDITION', 'tumor'), (742, 747, 'CONDITION', 'tumor'), (786, 798, 'DRUG', 'lenalidomide'), (840, 852, 'DRUG', 'lenalidomide'), (879, 910, 'CONDITION', 'juvenile pilocytic astrocytomas'), (914, 941, 'CONDITION', 'optic nerve pathway gliomas')]","[(31, 43), (86, 154), (159, 180), (240, 252), (283, 295), (330, 361), (365, 392), (531, 543), (700, 705), (742, 747), (786, 798), (840, 852), (879, 910), (914, 941)]","[(86, 154, 'CONDITION'), (159, 180, 'CONDITION'), (330, 361, 'CONDITION'), (365, 392, 'CONDITION'), (700, 705, 'CONDITION'), (742, 747, 'CONDITION'), (879, 910, 'CONDITION'), (914, 941, 'CONDITION')]","[(31, 43, 'DRUG'), (240, 252, 'DRUG'), (283, 295, 'DRUG'), (531, 543, 'DRUG'), (786, 798, 'DRUG'), (840, 852, 'DRUG')]"
162,NCT05265377,OfficialTitle+BriefSummary,"Safety and Usability of the STELO Exoskeleton in People With Acquired Brain Injury and Spinal Cord Injury | Gait impairment in people with acquired brain injury (ABI) and spinal cord injury (SCI) can be very heterogeneous. For this reason, STELO has been developed: a new concept of exoskeleton based on modular technology for gait assistance. It allows a personalised configuration according to the functional capacity of each patient, as the therapist can choose which robotic joints to use depending on the therapeutic goal and on the patient recovery phase. The objective is to analyse the usability of the STELO modular exoskeleton in people with ABI and SCI.","[(28, 45, 'OTHER', 'STELO Exoskeleton'), (61, 82, 'CONDITION', 'Acquired Brain Injury'), (87, 105, 'CONDITION', 'Spinal Cord Injury'), (108, 123, 'CONDITION', 'Gait impairment'), (139, 160, 'CONDITION', 'acquired brain injury'), (162, 165, 'CONDITION', 'ABI'), (171, 189, 'CONDITION', 'spinal cord injury'), (191, 194, 'CONDITION', 'SCI'), (240, 245, 'OTHER', 'STELO'), (283, 322, 'OTHER', 'exoskeleton based on modular technology'), (611, 636, 'OTHER', 'STELO modular exoskeleton'), (652, 655, 'CONDITION', 'ABI'), (660, 663, 'CONDITION', 'SCI')]","[(28, 45), (61, 82), (87, 105), (108, 123), (139, 160), (162, 165), (171, 189), (191, 194), (240, 245), (283, 322), (611, 636), (652, 655), (660, 663)]","[(61, 82, 'CONDITION'), (87, 105, 'CONDITION'), (108, 123, 'CONDITION'), (139, 160, 'CONDITION'), (162, 165, 'CONDITION'), (171, 189, 'CONDITION'), (191, 194, 'CONDITION'), (652, 655, 'CONDITION'), (660, 663, 'CONDITION')]","[(28, 45, 'OTHER'), (240, 245, 'OTHER'), (283, 322, 'OTHER'), (611, 636, 'OTHER')]"
163,NCT01555983,OfficialTitle+BriefSummary,"The Effect of Vaporized Cannabis on Neuropathic Pain in Spinal Cord Injury | This study will demonstrate that vaporized marijuana results in antinociception when compared to placebo in subjects with spinal cord injury. To further evaluate potential benefits and side effects, the effect of different strengths of cannabis on mood, cognition, and psychomotor performance will also be measured.","[(24, 32, 'OTHER', 'Cannabis'), (36, 52, 'CONDITION', 'Neuropathic Pain'), (56, 74, 'CONDITION', 'Spinal Cord Injury'), (120, 129, 'OTHER', 'marijuana'), (174, 181, 'CONTROL', 'placebo'), (199, 217, 'CONDITION', 'spinal cord injury'), (313, 321, 'OTHER', 'cannabis')]","[(24, 32), (36, 52), (56, 74), (120, 129), (174, 181), (199, 217), (313, 321)]","[(36, 52, 'CONDITION'), (56, 74, 'CONDITION'), (199, 217, 'CONDITION')]","[(24, 32, 'OTHER'), (120, 129, 'OTHER'), (174, 181, 'CONTROL'), (313, 321, 'OTHER')]"
164,NCT03617497,OfficialTitle+BriefSummary,"Prevalence of Epilepsy and Sleep Wake Disorders in Alzheimer Disease | Alzheimer disease is the most common of the neurodegenerative diseases. Epilepsy and sleep wake disorders are co-morbid conditions of Alzheimer disease. The investigators propose a prospective study using long-term EEG monitoring in combination with polysomnography to determine prevalence of epilepsy and sleep wake disorders in Alzheimer disease, and correlate these findings with clinical data, Alzheimer disease biomarkers and imaging studies (MRI and amyloid/tau-PET). In selected patients, the investigators will perform EEG studies with foramen ovale electrodes. The ultimate goal is to improve the outcome of patients with Alzheimer disease by early treatment of epilepsy and restoring sleep-wake disturbances.","[(14, 22, 'CONDITION', 'Epilepsy'), (27, 47, 'CONDITION', 'Sleep Wake Disorders'), (51, 68, 'CONDITION', 'Alzheimer Disease'), (71, 88, 'CONDITION', 'Alzheimer disease'), (143, 151, 'CONDITION', 'Epilepsy'), (156, 176, 'CONDITION', 'sleep wake disorders'), (205, 222, 'CONDITION', 'Alzheimer disease'), (364, 372, 'CONDITION', 'epilepsy'), (377, 397, 'CONDITION', 'sleep wake disorders'), (401, 418, 'CONDITION', 'Alzheimer disease'), (469, 486, 'CONDITION', 'Alzheimer disease'), (702, 719, 'CONDITION', 'Alzheimer disease'), (742, 750, 'CONDITION', 'epilepsy'), (765, 788, 'CONDITION', 'sleep-wake disturbances')]","[(14, 22), (27, 47), (51, 68), (71, 88), (143, 151), (156, 176), (205, 222), (364, 372), (377, 397), (401, 418), (469, 486), (702, 719), (742, 750), (765, 788)]","[(14, 22, 'CONDITION'), (27, 47, 'CONDITION'), (51, 68, 'CONDITION'), (71, 88, 'CONDITION'), (143, 151, 'CONDITION'), (156, 176, 'CONDITION'), (205, 222, 'CONDITION'), (364, 372, 'CONDITION'), (377, 397, 'CONDITION'), (401, 418, 'CONDITION'), (469, 486, 'CONDITION'), (702, 719, 'CONDITION'), (742, 750, 'CONDITION'), (765, 788, 'CONDITION')]",[]
165,NCT04502927,OfficialTitle+BriefSummary,"Measurements of Displacement Amplitude and Angular Velocities During Passive Extension of the Wrist and Hand Complex in Stroke Patients | The main objective of this monocentric prospective study is to evaluate the amplitudes and angular velocities of extension of the hand and wrist joints during passive mobilization by a physiotherapist in healthy subjects and stroke patients with spastic hands.

Secondary objectives:

To compare amplitude and angular velocity values between the group of stroke patients and the group of healthy volunteers,
To compare amplitude and angular velocity values according to the two types of mobilization (i,e, thumb or fifth finger),
To assess pain due to mobilization in stroke patients.","[(120, 126, 'CONDITION', 'Stroke'), (363, 369, 'CONDITION', 'stroke'), (384, 391, 'CONDITION', 'spastic'), (493, 499, 'CONDITION', 'stroke'), (678, 682, 'CONDITION', 'pain'), (706, 712, 'CONDITION', 'stroke')]","[(120, 126), (363, 369), (384, 391), (493, 499), (678, 682), (706, 712)]","[(120, 126, 'CONDITION'), (363, 369, 'CONDITION'), (384, 391, 'CONDITION'), (493, 499, 'CONDITION'), (678, 682, 'CONDITION'), (706, 712, 'CONDITION')]",[]
166,NCT03540602,OfficialTitle+BriefSummary,"Polyphenol Rich Supplementation on Markers of Recovery From Intense Resistance Exercise | Strength training is commonly used as an intervention to increase muscle mass, thus improving a person's ability to undertake activities of daily living, or enhance athletic performance. The strength training regimen itself, while ultimately having beneficial effects, causes muscle fibers to be damaged, which the body has to recover from. As the body recovers, it rebuilds the muscle tissue and after multiple consecutive bouts of strength training, the muscle eventually becomes larger and stronger. Thus, it is the recovery from strength training exercise that ultimately determines how well the body adapts. Where inadequate recovery could eventually lead to overtraining and/or injury, optimizing the recovery process from strength training could maximize strength training adaptations. This concept of optimizing recovery has led to development of many supplements, including antioxidants, which may reduce the damage associated with strength training activities and therefore enhance positive adaptations. The purpose of this study is to assess the ability of a polyphenol rich supplementation to aid the recovery process from a demanding bout of resistance exercise","[(0, 10, 'DRUG', 'Polyphenol'), (1160, 1170, 'DRUG', 'polyphenol')]","[(0, 10), (1160, 1170)]",[],"[(0, 10, 'DRUG'), (1160, 1170, 'DRUG')]"
167,NCT03167697,OfficialTitle+BriefSummary,"Evaluating the Efficacy of PKU Synergy in Patients Expressing Phenylketonuria or Hyperphenylalaninemia | This study centres around a new one-a-day phenylalanine-free protein substitute for phenylketonuria patients. Fifty eligible adults (≥ 16 years) with proven phenylketonuria or hyperphenylalaninemia will be recruited and randomly allocated to one of two intervention arms (n = 25 per arm). Following a 3-day baseline period, and in addition to routine nutritional management, patients will receive either one sachet of the new protein substitute daily (intervention) or continue their usual dietary and/or protein substitute regimen (maximum of 1 protein substitute per day (equal to 20g protein equivalent) control) for 28 days.","[(27, 38, 'OTHER', 'PKU Synergy'), (62, 77, 'CONDITION', 'Phenylketonuria'), (81, 102, 'CONDITION', 'Hyperphenylalaninemia'), (147, 184, 'OTHER', 'phenylalanine-free protein substitute'), (189, 204, 'CONDITION', 'phenylketonuria'), (262, 277, 'CONDITION', 'phenylketonuria'), (281, 302, 'CONDITION', 'hyperphenylalaninemia'), (448, 478, 'OTHER', 'routine nutritional management'), (531, 549, 'OTHER', 'protein substitute'), (589, 636, 'CONTROL', 'usual dietary and/or protein substitute regimen')]","[(27, 38), (62, 77), (81, 102), (147, 184), (189, 204), (262, 277), (281, 302), (448, 478), (531, 549), (589, 636)]","[(62, 77, 'CONDITION'), (81, 102, 'CONDITION'), (189, 204, 'CONDITION'), (262, 277, 'CONDITION'), (281, 302, 'CONDITION')]","[(27, 38, 'OTHER'), (147, 184, 'OTHER'), (448, 478, 'OTHER'), (531, 549, 'OTHER'), (589, 636, 'CONTROL')]"
168,NCT04934371,OfficialTitle+BriefSummary,"Treatment of Tinnitus With Noninvasive Neuromodulation and Listening Therapy: A Double-blind, Sham-controlled, Crossover Study | The goal of this study is to use non-invasive transcranial direct current stimulation (tDCS) combined with active listening therapy to treat tinnitus and hyperacusis and related conditions.","[(13, 21, 'CONDITION', 'Tinnitus'), (27, 54, 'OTHER', 'Noninvasive Neuromodulation'), (59, 76, 'OTHER', 'Listening Therapy'), (94, 98, 'CONTROL', 'Sham'), (162, 214, 'OTHER', 'non-invasive transcranial direct current stimulation'), (216, 220, 'OTHER', 'tDCS'), (236, 260, 'OTHER', 'active listening therapy'), (270, 278, 'CONDITION', 'tinnitus'), (283, 294, 'CONDITION', 'hyperacusis')]","[(13, 21), (27, 54), (59, 76), (94, 98), (162, 214), (216, 220), (236, 260), (270, 278), (283, 294)]","[(13, 21, 'CONDITION'), (270, 278, 'CONDITION'), (283, 294, 'CONDITION')]","[(27, 54, 'OTHER'), (59, 76, 'OTHER'), (94, 98, 'CONTROL'), (162, 214, 'OTHER'), (216, 220, 'OTHER'), (236, 260, 'OTHER')]"
169,NCT03092570,OfficialTitle+BriefSummary,"Assessment of Cerebellar Stimulation Effect on Motor Learning in Ageing Population and Stroke Patients | This study will assess the putative advantages of cerebellar stimulation on motor learning abilities of stroke patients. In order to have a control group to refer to, the effect of cerebellar stimulation on healthy young and old participants will also be assessed.","[(14, 36, 'OTHER', 'Cerebellar Stimulation'), (87, 93, 'CONDITION', 'Stroke'), (155, 177, 'OTHER', 'cerebellar stimulation'), (209, 215, 'CONDITION', 'stroke'), (286, 308, 'OTHER', 'cerebellar stimulation')]","[(14, 36), (87, 93), (155, 177), (209, 215), (286, 308)]","[(87, 93, 'CONDITION'), (209, 215, 'CONDITION')]","[(14, 36, 'OTHER'), (155, 177, 'OTHER'), (286, 308, 'OTHER')]"
170,NCT00701363,OfficialTitle+BriefSummary,"A Prospective, International, Multi-centric, Open-label Study to Assess the Efficacy of an Extended Injection Interval Schedule of Lanreotide Autogel 120 mg in Acromegalic Subjects Who Are Biochemically Controlled on the Long Term Treatment With Octreotide LAR 10 or 20 mg | The purpose of the study is to assess the efficacy of an extended injection interval schedule of lanreotide Autogel 120 mg in acromegalic subjects who are biochemically controlled on long term treatment with octreotide LAR 10 or 20 mg","[(131, 141, 'DRUG', 'Lanreotide'), (160, 171, 'CONDITION', 'Acromegalic'), (246, 256, 'DRUG', 'Octreotide'), (372, 382, 'DRUG', 'lanreotide'), (401, 412, 'CONDITION', 'acromegalic'), (483, 493, 'DRUG', 'octreotide')]","[(131, 141), (160, 171), (246, 256), (372, 382), (401, 412), (483, 493)]","[(160, 171, 'CONDITION'), (401, 412, 'CONDITION')]","[(131, 141, 'DRUG'), (246, 256, 'DRUG'), (372, 382, 'DRUG'), (483, 493, 'DRUG')]"
171,NCT04055376,OfficialTitle+BriefSummary,"Chronic Treatment of Alzheimer's Disease With Gamma Frequency Stimulation | In this trial, the safety and effect of daily exposure to light and sound stimulation on people with mild Alzheimer's Disease (AD) will be studied.

COVID-19 Amendment: Due to the ongoing suspension of all in-person humans subject research across MIT in response to the COVID-19 pandemic, all enrolled participants who have not completed their 6-month visit will have their visit postponed to 9 months with a follow up at 18 months. Subjects who have completed their 6-month visit will still be instructed to continue and return at Month 12 for an evaluation.

OPTIONAL: If the subject would like to come in for an evaluation between Month 9 and 18, we will invite participants to come on Month 12 to complete cognitive testing and EEG.","[(21, 40, 'CONDITION', ""Alzheimer's Disease""), (46, 73, 'OTHER', 'Gamma Frequency Stimulation'), (116, 161, 'OTHER', 'daily exposure to light and sound stimulation'), (177, 201, 'CONDITION', ""mild Alzheimer's Disease""), (203, 205, 'CONDITION', 'AD')]","[(21, 40), (46, 73), (116, 161), (177, 201), (203, 205)]","[(21, 40, 'CONDITION'), (177, 201, 'CONDITION'), (203, 205, 'CONDITION')]","[(46, 73, 'OTHER'), (116, 161, 'OTHER')]"
172,NCT02998021,OfficialTitle+BriefSummary,"Effect of Vibration Exercise on Upper Limb Strength, Function, and Pain | The primary purpose of this study is to explore the benefits of vibration dumbbell resistance training over standard dumbbell resistance training for improving upper limb strength, function and pain among manual wheelchair users with paraplegia.","[(10, 28, 'PHYSICAL', 'Vibration Exercise'), (67, 71, 'CONDITION', 'Pain'), (138, 176, 'PHYSICAL', 'vibration dumbbell resistance training'), (182, 219, 'CONTROL', 'standard dumbbell resistance training'), (268, 272, 'CONDITION', 'pain'), (308, 318, 'CONDITION', 'paraplegia')]","[(10, 28), (67, 71), (138, 176), (182, 219), (268, 272), (308, 318)]","[(67, 71, 'CONDITION'), (268, 272, 'CONDITION'), (308, 318, 'CONDITION')]","[(10, 28, 'PHYSICAL'), (138, 176, 'PHYSICAL'), (182, 219, 'CONTROL')]"
173,NCT04159805,OfficialTitle+BriefSummary,"A Phase 2, Randomized, Placebo-Controlled Study to Evaluate Safety, Tolerability, and Efficacy of TAK-079 in Patients With Generalized Myasthenia Gravis | Myasthenia gravis is an autoimmune condition that causes muscle weakness. Autoimmune means the body makes antibodies that attack its own cells and tissues. These types of antibodies are also known as autoantibodies. People with generalized myasthenia gravis have a weakness in many muscles.

TAK-079 is a medicine to help people with generalized myasthenia gravis.

The main aim of this study is to check if people with generalized myasthenia gravis have side effects from 2 doses of TAK-079. Other aims are to learn if TAK-079 improves their clinical condition and lowers their autoantibody levels.

At the first visit, the study doctor will check if each person can take part. For those who can take part, participants will continue with their standard medicines for this condition during the study. Each participant will have a check-up by the study doctor.

Then, the participants will have 1 of 3 treatments:

A low dose of TAK-079.
A high dose of TAK-079.
A placebo. In this study, a placebo looks like TAK-079 but does not have any medicine in it.

Participants will not know which treatment they received, nor will their study doctors. This is to help make sure the results are more reliable.

For each treatment, participants will receive injections just under the skin, once a week for 8 weeks. The study doctors will check for side effects from the study treatments. The study doctors can stop or delay the injections in each participant if needed.

Then, the study doctors will continue to check for side effects for up to 24 weeks after treatment. They will also check the clinical condition of the participants, including their autoantibody levels.","[(23, 30, 'CONTROL', 'Placebo'), (98, 105, 'DRUG', 'TAK-079'), (123, 152, 'CONDITION', 'Generalized Myasthenia Gravis'), (155, 172, 'CONDITION', 'Myasthenia gravis'), (383, 412, 'CONDITION', 'generalized myasthenia gravis'), (447, 454, 'DRUG', 'TAK-079'), (489, 518, 'CONDITION', 'generalized myasthenia gravis'), (575, 604, 'CONDITION', 'generalized myasthenia gravis'), (639, 646, 'DRUG', 'TAK-079'), (675, 682, 'DRUG', 'TAK-079'), (1084, 1091, 'DRUG', 'TAK-079'), (1108, 1115, 'DRUG', 'TAK-079'), (1119, 1126, 'CONTROL', 'placebo'), (1145, 1152, 'CONTROL', 'placebo'), (1164, 1171, 'DRUG', 'TAK-079')]","[(23, 30), (98, 105), (123, 152), (155, 172), (383, 412), (447, 454), (489, 518), (575, 604), (639, 646), (675, 682), (1084, 1091), (1108, 1115), (1119, 1126), (1145, 1152), (1164, 1171)]","[(123, 152, 'CONDITION'), (155, 172, 'CONDITION'), (383, 412, 'CONDITION'), (489, 518, 'CONDITION'), (575, 604, 'CONDITION')]","[(23, 30, 'CONTROL'), (98, 105, 'DRUG'), (447, 454, 'DRUG'), (639, 646, 'DRUG'), (675, 682, 'DRUG'), (1084, 1091, 'DRUG'), (1108, 1115, 'DRUG'), (1119, 1126, 'CONTROL'), (1145, 1152, 'CONTROL'), (1164, 1171, 'DRUG')]"
174,NCT03592420,OfficialTitle+BriefSummary,"Efficacy of a Multifactorial and Personalized Program for Fall Prevention in Community-dwelling Elderly in Comparison to the Usual Care: a Randomized Controlled Trial | Randomized Controlled Trial (RCT) aiming at assessing the efficacy of an interdisciplinary multi-component and personalized multi-factorial intervention for reducing falls at one year post-enrolment in comparison to the usual care in a sample of community dwelling elderly (age ≥65 years), with or without Parkinson's Disease and/or previous Stroke.","[(14, 73, 'BEHAVIOURAL', 'Multifactorial and Personalized Program for Fall Prevention'), (242, 321, 'BEHAVIOURAL', 'interdisciplinary multi-component and personalized multi-factorial intervention'), (475, 494, 'CONDITION', ""Parkinson's Disease""), (511, 517, 'CONDITION', 'Stroke')]","[(14, 73), (242, 321), (475, 494), (511, 517)]","[(475, 494, 'CONDITION'), (511, 517, 'CONDITION')]","[(14, 73, 'BEHAVIOURAL'), (242, 321, 'BEHAVIOURAL')]"
175,NCT01641900,OfficialTitle+BriefSummary,"Sleep-dependent Memory Processing in Schizophrenia | The investigators will test the hypothesis that the sleep medication, eszopiclone, can normalize brain activity during sleep and improve memory in patients with schizophrenia. The investigators will do this by measuring sleep and memory performance on two conditions separated by one week: taking 3 mg of eszopiclone and taking placebo. The investigators will study healthy subjects and chronic, medicated outpatients with schizophrenia.","[(37, 50, 'CONDITION', 'Schizophrenia'), (123, 134, 'DRUG', 'eszopiclone'), (214, 227, 'CONDITION', 'schizophrenia'), (358, 369, 'DRUG', 'eszopiclone'), (381, 388, 'CONTROL', 'placebo'), (476, 489, 'CONDITION', 'schizophrenia')]","[(37, 50), (123, 134), (214, 227), (358, 369), (381, 388), (476, 489)]","[(37, 50, 'CONDITION'), (214, 227, 'CONDITION'), (476, 489, 'CONDITION')]","[(123, 134, 'DRUG'), (358, 369, 'DRUG'), (381, 388, 'CONTROL')]"
176,NCT05132543,OfficialTitle+BriefSummary,"Studying Human Cognition and Neurological Disorders Using ÂµECoG Electrodes | The overall purpose of this study is to better understand human cognition and human epilepsy by working with patients undergoing clinical treatment for pharmacologically resistant epilepsy. The investigators will investigate human cognition by conducting controlled experiments that focus on sensory, motor, and cognitive phenomena such as sensory processing, memory, and language. The investigators will also examine the neural underpinnings of epilepsy during both sleep and wakefulness to better understand both the foundations of epilepsy and how epilepsy affects cognition. The investigators hope to use these data to have a better understanding of cognition, epilepsy, and how the two interact. This will potentially lead to better markers for seizure onsets as well as epilepsy more generally. For this research, the investigators will use μECoG arrays manufactured by commercial partners. These arrays have passed all major ISO 10993 bio-compatibility tests. Based on this characterization and use in the intraoperative setting (limited duration and supervised usage), these devices pose a minimal risk to participants. Data will be analyzed and protected using the Duke SSRI protected research data network.",[],[],[],[]
177,NCT00183625,OfficialTitle+BriefSummary,The Effectiveness of Supplementing Supported Employment With Behavioral Skills Training | This study will compare employment support with behavioral skills training to employment support alone in schizophrenia patients taking either risperidone or olanzapine to determine which is more effective in helping the patients maintain a job.,"[(35, 87, 'BEHAVIOURAL', 'Supported Employment With Behavioral Skills Training'), (114, 164, 'BEHAVIOURAL', 'employment support with behavioral skills training'), (168, 186, 'CONTROL', 'employment support'), (196, 209, 'CONDITION', 'schizophrenia'), (233, 244, 'DRUG', 'risperidone'), (248, 258, 'DRUG', 'olanzapine')]","[(35, 87), (114, 164), (168, 186), (196, 209), (233, 244), (248, 258)]","[(196, 209, 'CONDITION')]","[(35, 87, 'BEHAVIOURAL'), (114, 164, 'BEHAVIOURAL'), (168, 186, 'CONTROL'), (233, 244, 'DRUG'), (248, 258, 'DRUG')]"
178,NCT04308577,OfficialTitle+BriefSummary,"Diet Induced Ketosis for Brain Injury - A Feasibility Study: A Ketogenic Diet With MCT Supplementation as a Potential Treatment for Brain Injury in Adults | Each year, approx. 100 patients with severe brain injury is admitted to the Clinic for Neurorehabilitation/TBI Unit, Rigshospitalet. Severe brain injury results in local oxygen deficiency and acid formation in the brain, which together destroys brain cells. The purpose of this study is to investigate whether it is possible to carry out a ketogenic diet therapy for patients with severe brain injury for six weeks. Ketosis has been shown to be neuroprotective during and after severe brain injury.","[(0, 20, 'OTHER', 'Diet Induced Ketosis'), (25, 37, 'CONDITION', 'Brain Injury'), (63, 77, 'OTHER', 'Ketogenic Diet'), (83, 102, 'OTHER', 'MCT Supplementation'), (132, 144, 'CONDITION', 'Brain Injury'), (194, 213, 'CONDITION', 'severe brain injury'), (290, 309, 'CONDITION', 'Severe brain injury'), (497, 519, 'OTHER', 'ketogenic diet therapy'), (538, 557, 'CONDITION', 'severe brain injury'), (573, 580, 'OTHER', 'Ketosis'), (635, 654, 'CONDITION', 'severe brain injury')]","[(0, 20), (25, 37), (63, 77), (83, 102), (132, 144), (194, 213), (290, 309), (497, 519), (538, 557), (573, 580), (635, 654)]","[(25, 37, 'CONDITION'), (132, 144, 'CONDITION'), (194, 213, 'CONDITION'), (290, 309, 'CONDITION'), (538, 557, 'CONDITION'), (635, 654, 'CONDITION')]","[(0, 20, 'OTHER'), (63, 77, 'OTHER'), (83, 102, 'OTHER'), (497, 519, 'OTHER'), (573, 580, 'OTHER')]"
179,NCT03130608,OfficialTitle+BriefSummary,"Comparison of Inspiratory Muscle Training and Usual Care in Individuals Post-Liver Transplant | Individuals with chronic liver disease develop significant muscle wasting that remains post-liver transplant. The transplant surgery additionally challenges respiratory mechanics. Respiratory muscle strength has been measured to be impaired in individuals post liver transplant. This study proposes an 8 week intervention designed to increase respiratory muscle strength and pulmonary function that we hypothesize will correlate to improved functional performance and quality of life post-liver transplant.

Pre-test post-test design, that will randomize subjects into an experimental group that will receive the inspiratory muscle strengthening exercise in addition to usual post-liver transplant care and a control group that will only receive the usual post-transplant care.

Up to 50 subjects will be recruited from the Post-Liver Transplant Outpatient Clinic at the Miami Transplant Institute.

The subjects will have repeated measurements of respiratory muscle strength, pulmonary function, functional mobility performance, and quality of life at baseline, 4 weeks, and 8 weeks.","[(14, 41, 'PHYSICAL', 'Inspiratory Muscle Training'), (46, 56, 'CONTROL', 'Usual Care'), (72, 93, 'CONDITION', 'Post-Liver Transplant'), (113, 134, 'CONDITION', 'chronic liver disease'), (183, 204, 'CONDITION', 'post-liver transplant'), (352, 373, 'CONDITION', 'post liver transplant'), (580, 601, 'CONDITION', 'post-liver transplant'), (709, 750, 'PHYSICAL', 'inspiratory muscle strengthening exercise'), (766, 798, 'OTHER', 'usual post-liver transplant care'), (842, 872, 'CONTROL', 'the usual post-transplant care'), (920, 941, 'CONDITION', 'Post-Liver Transplant')]","[(14, 41), (46, 56), (72, 93), (113, 134), (183, 204), (352, 373), (580, 601), (709, 750), (766, 798), (842, 872), (920, 941)]","[(72, 93, 'CONDITION'), (113, 134, 'CONDITION'), (183, 204, 'CONDITION'), (352, 373, 'CONDITION'), (580, 601, 'CONDITION'), (920, 941, 'CONDITION')]","[(14, 41, 'PHYSICAL'), (46, 56, 'CONTROL'), (709, 750, 'PHYSICAL'), (766, 798, 'OTHER'), (842, 872, 'CONTROL')]"
