entity_token,in_test_frq,entity_class,in_train_frq,evaluation,model
dietary advice,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
tele-nutrition,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
tele-nutrition program,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
youate,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
peripheral neuropathy,2,condition,4,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
plantar vibration,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
vibration of the plantar surface of the,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
vibration of the plantar surface of the foot,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
pd,7,condition,79,"{'tp': 7, 'fp': 0, 'fn': 0}",biobert-v1.1
rhythmic auditory cueing,2,other,2,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
beathealth,3,other,0,"{'tp': 2, 'fp': 0, 'fn': 1}",biobert-v1.1
gait auto - rehabilitation program,2,physical,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
parkinson ' s disease,10,condition,0,"{'tp': 0, 'fp': 10, 'fn': 0}",biobert-v1.1
auditory cueing,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
beathealth device,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
musical stimulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
physical activity,1,physical,6,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
gait auto-rehabilitation program,2,physical,0,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
parkinson's disease,8,condition,83,"{'tp': 0, 'fp': 0, 'fn': 8}",biobert-v1.1
ttm,12,other,3,"{'tp': 12, 'fp': 0, 'fn': 0}",biobert-v1.1
trichotillomania,2,condition,3,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
loss,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
habit reversal,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
in,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
stepped care,6,behavioural,0,"{'tp': 0, 'fp': 4, 'fn': 2}",biobert-v1.1
wait list control,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
hair - pulling,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
wait list /,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
pulling,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
- help treatment,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
web - based self - help,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
self,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
interactive website,2,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 1}",biobert-v1.1
wait list,2,control,0,"{'tp': 0, 'fp': 1, 'fn': 1}",biobert-v1.1
delayed start,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
psychological,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
web-based self-help,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
wait list/delayed start,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
depression,2,condition,28,"{'tp': 1, 'fp': 0, 'fn': 1}",biobert-v1.1
psychological treatment,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
stepped care model,2,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
in-person habit reversal training,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
anxiety,2,condition,23,"{'tp': 0, 'fp': 1, 'fn': 1}",biobert-v1.1
waiting list,1,control,1,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
treatment - as - usual ( sleep - hygiene based educational course,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
group treatment for,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
ins,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
cbt - i,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##omnia,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
sleep-hygiene based educational course,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
insomnia,1,condition,7,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
treatment-as-usual,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
group treatment,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
istradefylline,2,drug,2,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
levodopa,2,condition,12,"{'tp': 0, 'fp': 1, 'fn': 1}",biobert-v1.1
advanced parkinson ' s disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
kw - 6002,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
kw-6002,1,drug,1,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
advanced parkinson's disease,1,condition,1,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
rm,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
simulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##razepa,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##m,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
emerge,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
diazep,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
midazola,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
educational quality improvement program,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
emergent seizure,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
educational program,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
simulation training model/mannequin for rectal diazepam administration,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
caregiver education in a simulation setting,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
educational video reviewing rm administration,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
post covid syndrome,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
left ear transcutaneous vagus nerve stimulation,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
vagus nerve stimulation,2,other,0,"{'tp': 1, 'fp': 0, 'fn': 1}",biobert-v1.1
post covid - 19 syndrome,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
prolonged covid symptoms,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
bilateral,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
vagal stimulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
auricular transcutaneous vagus nerve stimulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
t - vns method,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
post covid-19 syndrome,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
vagal stimulation with the t-vns method,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
bilateral auricular transcutaneous vagus nerve stimulation,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
prolonged covid,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
ophthalmic surgery,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
remimazolam,4,drug,0,"{'tp': 2, 'fp': 0, 'fn': 2}",biobert-v1.1
emergence agitation,2,condition,3,"{'tp': 1, 'fp': 1, 'fn': 0}",biobert-v1.1
ben,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
se,2,drug,2,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
##voflurane,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
flumazenil,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##mimazolam,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
##diaze,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##zodiazepine,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
sevoflurane,2,drug,3,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
benzodiazepines,2,drug,0,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
agitation,4,condition,2,"{'tp': 3, 'fp': 0, 'fn': 1}",biobert-v1.1
meningiomas,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
tumor,9,condition,18,"{'tp': 6, 'fp': 3, 'fn': 0}",biobert-v1.1
phn,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
postherpetic neuralgia,2,condition,6,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
ngx - 4010,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
ngx-4010,2,drug,0,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
coronary bypass surgery,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
percutaneous coronary intervention,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
cas,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
ischemic stroke,2,condition,6,"{'tp': 1, 'fp': 1, 'fn': 0}",biobert-v1.1
paroxysmal arrhythmia,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
cerebral artery stenosis,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
cad,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
cerebral embolism,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
arrhythmia,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
coronary artery disease,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
pci,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
cabg,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
paroxysmal atrial fibrillation,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
##bol,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
decline,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
post - cabg,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
cognition decline,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
co,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
##hyth,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
perioperative arrhythmia,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
24-hour simultaneous recorder of electrocardiograph and electroencephalography,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
post-cabg neurological complications,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
prevention of ischemic stroke and cognition decline,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
flavonoids,2,drug,0,"{'tp': 1, 'fp': 1, 'fn': 0}",biobert-v1.1
dmd,1,condition,7,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
epa,1,drug,4,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
lgmd,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
fshd,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
omega3s,1,drug,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
inflammation,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
muscular pain,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
dha,8,drug,0,"{'tp': 3, 'fp': 1, 'fn': 4}",biobert-v1.1
weakness,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
disorders,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
md,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
dha-,1,drug,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
flavonoids-,1,drug,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
mds,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
general recommendations,2,control,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
sarcopenic,3,condition,1,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
resistance exercise program,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
sarcopenia,3,condition,8,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
resistance exercise,5,physical,1,"{'tp': 3, 'fp': 2, 'fn': 0}",biobert-v1.1
program of,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
program of resistance exercise,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
spinal cord injured,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
isms,2,other,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
intraspinal micro - stimulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
paralyzed,2,condition,1,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
intraspinal micro-stimulation,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
focal activation of intraspinal circuitry,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
postdural puncture headache,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
dexamethazone,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
dexamethazzoe,1,drug,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
bupivaca,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##al anesthesia,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
aneth,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
heavy bupivacaine,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
lower abdominal and lower,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
lower abdominal and lower limb surgeries,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
partial seizures,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
pregabalin,2,drug,4,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
transcranial direct current stimulation,2,other,20,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
tdcs,2,other,34,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
rtp,2,physical,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
unilateral spatial neglect,2,condition,0,"{'tp': 1, 'fp': 0, 'fn': 1}",biobert-v1.1
arm rehabilitation training,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
unilateral spatial neglect post stroke,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
rehabilitation training sessions,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
repetitive task - specific practice,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
non - invasive brain stimulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
task - specific practice,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
task-specific practice,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
non-invasive brain stimulation,1,other,3,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
repetitive task-specific practice,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
epileptic,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
lactobacillus,2,other,0,"{'tp': 1, 'fp': 1, 'fn': 0}",biobert-v1.1
drug resistant epilepsy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
lactobacillus probiotic,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
probiotics,1,other,2,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
dre,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
lac,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
refractory form,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
probiotic,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
dysbiosis,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
probiotic treatment,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
lactobacillus population,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
probiotic bacteria,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
conventional gait training,5,control,0,"{'tp': 1, 'fp': 2, 'fn': 2}",biobert-v1.1
ndt,3,physical,0,"{'tp': 1, 'fp': 1, 'fn': 1}",biobert-v1.1
robotic assisted locomotor training,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
lokomat,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
stroke attack,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
daily,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
robotic - assisted gait therapy,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
non - ambulatory hemiplegic,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
ho,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
subacute post - stroke,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##pulmonary dysfunction,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
congestive heart failure,1,condition,1,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
robot - assisted locomotor training,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
conventional gait training with,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
n,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
first - ever stroke,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##eurodevelopmental treatment,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
first-ever stroke,1,condition,1,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
robot-assisted locomotor training,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
subacute post-stroke non-ambulatory hemiplegic,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
neurodevelopmental treatment,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
robotic-assisted gait therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
multiple sclerosis,4,condition,47,"{'tp': 4, 'fp': 0, 'fn': 0}",biobert-v1.1
exercise and educational classroom program,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
comprehensive fall prevention,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
educational classroom program,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
exercise,6,physical,16,"{'tp': 5, 'fp': 0, 'fn': 1}",biobert-v1.1
minor ischemic stroke,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
early supervised aerobic exercise program,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
supervised aerobic exercise program,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
hearing loss,3,condition,7,"{'tp': 1, 'fp': 0, 'fn': 2}",biobert-v1.1
"symmetric, sensorineural hearing loss",1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
presbyacusis,7,condition,0,"{'tp': 0, 'fp': 7, 'fn': 0}",biobert-v1.1
presbycusis,1,condition,2,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
age - related hearing loss,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
age related hearing loss,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
nature connections park visit program,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
park,8,physical,0,"{'tp': 0, 'fp': 8, 'fn': 0}",biobert-v1.1
stress,1,condition,3,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
nature - based activities,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
visits,8,other,0,"{'tp': 0, 'fp': 8, 'fn': 0}",biobert-v1.1
nature,2,physical,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
- based,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
activities,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
- based park visit program,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
nature-based park visit program,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
park visits,8,other,0,"{'tp': 0, 'fp': 0, 'fn': 8}",biobert-v1.1
nature-based activities,2,other,0,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
weekly telephone/internet support meetings,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
mbsr,1,behavioural,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
mindfulness meditation,1,behavioural,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
mindfulness based stress reduction,1,behavioural,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
program,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
primary central nervous system tumors,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
cancer,2,condition,14,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
central nervous system tumors,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
blz - 100,3,drug,0,"{'tp': 0, 'fp': 3, 'fn': 0}",biobert-v1.1
blz-100,3,drug,0,"{'tp': 0, 'fp': 0, 'fn': 3}",biobert-v1.1
traditional opiate based analgesia,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
cardiac surgery,2,condition,2,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
multimodal analgesia,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
conventionel,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
multimodal opiate - sparing analgesia,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
opiod analgesia,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
medication,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
multimodal opiate-sparing analgesia,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
conventionel opiod analgesia,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
early to moderate hd,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
hd,9,condition,4,"{'tp': 7, 'fp': 1, 'fn': 1}",biobert-v1.1
huntington ' s disease,4,condition,0,"{'tp': 0, 'fp': 4, 'fn': 0}",biobert-v1.1
stem cell - derived neurons,1,surgical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
huntington's disease,4,condition,3,"{'tp': 0, 'fp': 0, 'fn': 4}",biobert-v1.1
ms,4,condition,48,"{'tp': 4, 'fp': 0, 'fn': 0}",biobert-v1.1
intensive and progressive exercise bouts,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
normal,1,control,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
endurance training sessions,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
chronic progressive or relapsing - remitting disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
intensive training,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##cise training,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##ms,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
exer,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
higher training intensities,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
intensive training intensities,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
reduced physical activity,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
impaired functional capacity,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
exercise training,1,physical,2,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
training modalities,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
drug resistant partial epilepsies,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
epilept,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
