entity_token,nct_id,evaluation,target,entity_class,predicted,model
self,NCT01118637,fp,"{""(1443, 1452, 'control', 'wait list')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1499, 1511, 'behavioural', 'stepped care')"", ""(2313, 2316, 'condition', 'ttm')"", ""(0, 12, 'behavioural', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(619, 637, 'behavioural', 'stepped care model')"", ""(1225, 1232, 'condition', 'anxiety')"", ""(1916, 1919, 'condition', 'ttm')"", ""(401, 419, 'behavioural', 'stepped care model')"", ""(855, 878, 'control', 'wait list/delayed start')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(320, 343, 'behavioural', 'psychological treatment')"", ""(700, 703, 'condition', 'ttm')"", ""(1410, 1429, 'behavioural', 'web-based self-help')"", ""(347, 350, 'condition', 'ttm')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1213, 1223, 'condition', 'depression')"", ""(819, 838, 'behavioural', 'interactive website')"", ""(1022, 1055, 'behavioural', 'in-person habit reversal training')"", ""(2063, 2066, 'condition', 'ttm')"", ""(1801, 1804, 'condition', 'ttm')""}",other,"{""(152, 156, 'condition', 'loss')"", ""(1032, 1046, 'physical', 'habit reversal')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1022, 1024, 'other', 'in')"", ""(2313, 2316, 'condition', 'ttm')"", ""(619, 631, 'other', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(1916, 1919, 'condition', 'ttm')"", ""(737, 738, 'other', 'i')"", ""(1801, 1804, 'condition', 'ttm')"", ""(1443, 1460, 'control', 'wait list control')"", ""(1969, 1981, 'condition', 'hair - pulling')"", ""(855, 865, 'control', 'wait list /')"", ""(401, 413, 'other', 'stepped care')"", ""(87, 94, 'condition', 'pulling')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(796, 811, 'behavioural', '- help treatment')"", ""(1410, 1429, 'other', 'web - based self - help')"", ""(792, 796, 'other', 'self')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(700, 703, 'condition', 'ttm')"", ""(819, 838, 'other', 'interactive website')"", ""(0, 12, 'other', 'stepped care')"", ""(900, 909, 'control', 'wait list')"", ""(347, 350, 'condition', 'ttm')"", ""(1047, 1055, 'other', 'training')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1499, 1511, 'other', 'stepped care')"", ""(865, 878, 'other', 'delayed start')"", ""(2063, 2066, 'condition', 'ttm')"", ""(320, 333, 'other', 'psychological')""}",biobert-v1.1
interactive website,NCT01118637,fp,"{""(1443, 1452, 'control', 'wait list')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1499, 1511, 'behavioural', 'stepped care')"", ""(2313, 2316, 'condition', 'ttm')"", ""(0, 12, 'behavioural', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(619, 637, 'behavioural', 'stepped care model')"", ""(1225, 1232, 'condition', 'anxiety')"", ""(1916, 1919, 'condition', 'ttm')"", ""(401, 419, 'behavioural', 'stepped care model')"", ""(855, 878, 'control', 'wait list/delayed start')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(320, 343, 'behavioural', 'psychological treatment')"", ""(700, 703, 'condition', 'ttm')"", ""(1410, 1429, 'behavioural', 'web-based self-help')"", ""(347, 350, 'condition', 'ttm')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1213, 1223, 'condition', 'depression')"", ""(819, 838, 'behavioural', 'interactive website')"", ""(1022, 1055, 'behavioural', 'in-person habit reversal training')"", ""(2063, 2066, 'condition', 'ttm')"", ""(1801, 1804, 'condition', 'ttm')""}",other,"{""(152, 156, 'condition', 'loss')"", ""(1032, 1046, 'physical', 'habit reversal')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1022, 1024, 'other', 'in')"", ""(2313, 2316, 'condition', 'ttm')"", ""(619, 631, 'other', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(1916, 1919, 'condition', 'ttm')"", ""(737, 738, 'other', 'i')"", ""(1801, 1804, 'condition', 'ttm')"", ""(1443, 1460, 'control', 'wait list control')"", ""(1969, 1981, 'condition', 'hair - pulling')"", ""(855, 865, 'control', 'wait list /')"", ""(401, 413, 'other', 'stepped care')"", ""(87, 94, 'condition', 'pulling')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(796, 811, 'behavioural', '- help treatment')"", ""(1410, 1429, 'other', 'web - based self - help')"", ""(792, 796, 'other', 'self')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(700, 703, 'condition', 'ttm')"", ""(819, 838, 'other', 'interactive website')"", ""(0, 12, 'other', 'stepped care')"", ""(900, 909, 'control', 'wait list')"", ""(347, 350, 'condition', 'ttm')"", ""(1047, 1055, 'other', 'training')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1499, 1511, 'other', 'stepped care')"", ""(865, 878, 'other', 'delayed start')"", ""(2063, 2066, 'condition', 'ttm')"", ""(320, 333, 'other', 'psychological')""}",biobert-v1.1
stepped care,NCT01118637,fp,"{""(1443, 1452, 'control', 'wait list')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1499, 1511, 'behavioural', 'stepped care')"", ""(2313, 2316, 'condition', 'ttm')"", ""(0, 12, 'behavioural', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(619, 637, 'behavioural', 'stepped care model')"", ""(1225, 1232, 'condition', 'anxiety')"", ""(1916, 1919, 'condition', 'ttm')"", ""(401, 419, 'behavioural', 'stepped care model')"", ""(855, 878, 'control', 'wait list/delayed start')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(320, 343, 'behavioural', 'psychological treatment')"", ""(700, 703, 'condition', 'ttm')"", ""(1410, 1429, 'behavioural', 'web-based self-help')"", ""(347, 350, 'condition', 'ttm')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1213, 1223, 'condition', 'depression')"", ""(819, 838, 'behavioural', 'interactive website')"", ""(1022, 1055, 'behavioural', 'in-person habit reversal training')"", ""(2063, 2066, 'condition', 'ttm')"", ""(1801, 1804, 'condition', 'ttm')""}",other,"{""(152, 156, 'condition', 'loss')"", ""(1032, 1046, 'physical', 'habit reversal')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1022, 1024, 'other', 'in')"", ""(2313, 2316, 'condition', 'ttm')"", ""(619, 631, 'other', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(1916, 1919, 'condition', 'ttm')"", ""(737, 738, 'other', 'i')"", ""(1801, 1804, 'condition', 'ttm')"", ""(1443, 1460, 'control', 'wait list control')"", ""(1969, 1981, 'condition', 'hair - pulling')"", ""(855, 865, 'control', 'wait list /')"", ""(401, 413, 'other', 'stepped care')"", ""(87, 94, 'condition', 'pulling')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(796, 811, 'behavioural', '- help treatment')"", ""(1410, 1429, 'other', 'web - based self - help')"", ""(792, 796, 'other', 'self')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(700, 703, 'condition', 'ttm')"", ""(819, 838, 'other', 'interactive website')"", ""(0, 12, 'other', 'stepped care')"", ""(900, 909, 'control', 'wait list')"", ""(347, 350, 'condition', 'ttm')"", ""(1047, 1055, 'other', 'training')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1499, 1511, 'other', 'stepped care')"", ""(865, 878, 'other', 'delayed start')"", ""(2063, 2066, 'condition', 'ttm')"", ""(320, 333, 'other', 'psychological')""}",biobert-v1.1
wait list,NCT01118637,fp,"{""(1443, 1452, 'control', 'wait list')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1499, 1511, 'behavioural', 'stepped care')"", ""(2313, 2316, 'condition', 'ttm')"", ""(0, 12, 'behavioural', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(619, 637, 'behavioural', 'stepped care model')"", ""(1225, 1232, 'condition', 'anxiety')"", ""(1916, 1919, 'condition', 'ttm')"", ""(401, 419, 'behavioural', 'stepped care model')"", ""(855, 878, 'control', 'wait list/delayed start')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(320, 343, 'behavioural', 'psychological treatment')"", ""(700, 703, 'condition', 'ttm')"", ""(1410, 1429, 'behavioural', 'web-based self-help')"", ""(347, 350, 'condition', 'ttm')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1213, 1223, 'condition', 'depression')"", ""(819, 838, 'behavioural', 'interactive website')"", ""(1022, 1055, 'behavioural', 'in-person habit reversal training')"", ""(2063, 2066, 'condition', 'ttm')"", ""(1801, 1804, 'condition', 'ttm')""}",control,"{""(152, 156, 'condition', 'loss')"", ""(1032, 1046, 'physical', 'habit reversal')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1022, 1024, 'other', 'in')"", ""(2313, 2316, 'condition', 'ttm')"", ""(619, 631, 'other', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(1916, 1919, 'condition', 'ttm')"", ""(737, 738, 'other', 'i')"", ""(1801, 1804, 'condition', 'ttm')"", ""(1443, 1460, 'control', 'wait list control')"", ""(1969, 1981, 'condition', 'hair - pulling')"", ""(855, 865, 'control', 'wait list /')"", ""(401, 413, 'other', 'stepped care')"", ""(87, 94, 'condition', 'pulling')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(796, 811, 'behavioural', '- help treatment')"", ""(1410, 1429, 'other', 'web - based self - help')"", ""(792, 796, 'other', 'self')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(700, 703, 'condition', 'ttm')"", ""(819, 838, 'other', 'interactive website')"", ""(0, 12, 'other', 'stepped care')"", ""(900, 909, 'control', 'wait list')"", ""(347, 350, 'condition', 'ttm')"", ""(1047, 1055, 'other', 'training')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1499, 1511, 'other', 'stepped care')"", ""(865, 878, 'other', 'delayed start')"", ""(2063, 2066, 'condition', 'ttm')"", ""(320, 333, 'other', 'psychological')""}",biobert-v1.1
training,NCT01118637,fp,"{""(1443, 1452, 'control', 'wait list')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1499, 1511, 'behavioural', 'stepped care')"", ""(2313, 2316, 'condition', 'ttm')"", ""(0, 12, 'behavioural', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(619, 637, 'behavioural', 'stepped care model')"", ""(1225, 1232, 'condition', 'anxiety')"", ""(1916, 1919, 'condition', 'ttm')"", ""(401, 419, 'behavioural', 'stepped care model')"", ""(855, 878, 'control', 'wait list/delayed start')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(320, 343, 'behavioural', 'psychological treatment')"", ""(700, 703, 'condition', 'ttm')"", ""(1410, 1429, 'behavioural', 'web-based self-help')"", ""(347, 350, 'condition', 'ttm')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1213, 1223, 'condition', 'depression')"", ""(819, 838, 'behavioural', 'interactive website')"", ""(1022, 1055, 'behavioural', 'in-person habit reversal training')"", ""(2063, 2066, 'condition', 'ttm')"", ""(1801, 1804, 'condition', 'ttm')""}",other,"{""(152, 156, 'condition', 'loss')"", ""(1032, 1046, 'physical', 'habit reversal')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1022, 1024, 'other', 'in')"", ""(2313, 2316, 'condition', 'ttm')"", ""(619, 631, 'other', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(1916, 1919, 'condition', 'ttm')"", ""(737, 738, 'other', 'i')"", ""(1801, 1804, 'condition', 'ttm')"", ""(1443, 1460, 'control', 'wait list control')"", ""(1969, 1981, 'condition', 'hair - pulling')"", ""(855, 865, 'control', 'wait list /')"", ""(401, 413, 'other', 'stepped care')"", ""(87, 94, 'condition', 'pulling')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(796, 811, 'behavioural', '- help treatment')"", ""(1410, 1429, 'other', 'web - based self - help')"", ""(792, 796, 'other', 'self')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(700, 703, 'condition', 'ttm')"", ""(819, 838, 'other', 'interactive website')"", ""(0, 12, 'other', 'stepped care')"", ""(900, 909, 'control', 'wait list')"", ""(347, 350, 'condition', 'ttm')"", ""(1047, 1055, 'other', 'training')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1499, 1511, 'other', 'stepped care')"", ""(865, 878, 'other', 'delayed start')"", ""(2063, 2066, 'condition', 'ttm')"", ""(320, 333, 'other', 'psychological')""}",biobert-v1.1
stepped care,NCT01118637,fp,"{""(1443, 1452, 'control', 'wait list')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1499, 1511, 'behavioural', 'stepped care')"", ""(2313, 2316, 'condition', 'ttm')"", ""(0, 12, 'behavioural', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(619, 637, 'behavioural', 'stepped care model')"", ""(1225, 1232, 'condition', 'anxiety')"", ""(1916, 1919, 'condition', 'ttm')"", ""(401, 419, 'behavioural', 'stepped care model')"", ""(855, 878, 'control', 'wait list/delayed start')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(320, 343, 'behavioural', 'psychological treatment')"", ""(700, 703, 'condition', 'ttm')"", ""(1410, 1429, 'behavioural', 'web-based self-help')"", ""(347, 350, 'condition', 'ttm')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1213, 1223, 'condition', 'depression')"", ""(819, 838, 'behavioural', 'interactive website')"", ""(1022, 1055, 'behavioural', 'in-person habit reversal training')"", ""(2063, 2066, 'condition', 'ttm')"", ""(1801, 1804, 'condition', 'ttm')""}",other,"{""(152, 156, 'condition', 'loss')"", ""(1032, 1046, 'physical', 'habit reversal')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1022, 1024, 'other', 'in')"", ""(2313, 2316, 'condition', 'ttm')"", ""(619, 631, 'other', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(1916, 1919, 'condition', 'ttm')"", ""(737, 738, 'other', 'i')"", ""(1801, 1804, 'condition', 'ttm')"", ""(1443, 1460, 'control', 'wait list control')"", ""(1969, 1981, 'condition', 'hair - pulling')"", ""(855, 865, 'control', 'wait list /')"", ""(401, 413, 'other', 'stepped care')"", ""(87, 94, 'condition', 'pulling')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(796, 811, 'behavioural', '- help treatment')"", ""(1410, 1429, 'other', 'web - based self - help')"", ""(792, 796, 'other', 'self')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(700, 703, 'condition', 'ttm')"", ""(819, 838, 'other', 'interactive website')"", ""(0, 12, 'other', 'stepped care')"", ""(900, 909, 'control', 'wait list')"", ""(347, 350, 'condition', 'ttm')"", ""(1047, 1055, 'other', 'training')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1499, 1511, 'other', 'stepped care')"", ""(865, 878, 'other', 'delayed start')"", ""(2063, 2066, 'condition', 'ttm')"", ""(320, 333, 'other', 'psychological')""}",biobert-v1.1
delayed start,NCT01118637,fp,"{""(1443, 1452, 'control', 'wait list')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1499, 1511, 'behavioural', 'stepped care')"", ""(2313, 2316, 'condition', 'ttm')"", ""(0, 12, 'behavioural', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(619, 637, 'behavioural', 'stepped care model')"", ""(1225, 1232, 'condition', 'anxiety')"", ""(1916, 1919, 'condition', 'ttm')"", ""(401, 419, 'behavioural', 'stepped care model')"", ""(855, 878, 'control', 'wait list/delayed start')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(320, 343, 'behavioural', 'psychological treatment')"", ""(700, 703, 'condition', 'ttm')"", ""(1410, 1429, 'behavioural', 'web-based self-help')"", ""(347, 350, 'condition', 'ttm')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1213, 1223, 'condition', 'depression')"", ""(819, 838, 'behavioural', 'interactive website')"", ""(1022, 1055, 'behavioural', 'in-person habit reversal training')"", ""(2063, 2066, 'condition', 'ttm')"", ""(1801, 1804, 'condition', 'ttm')""}",other,"{""(152, 156, 'condition', 'loss')"", ""(1032, 1046, 'physical', 'habit reversal')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1022, 1024, 'other', 'in')"", ""(2313, 2316, 'condition', 'ttm')"", ""(619, 631, 'other', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(1916, 1919, 'condition', 'ttm')"", ""(737, 738, 'other', 'i')"", ""(1801, 1804, 'condition', 'ttm')"", ""(1443, 1460, 'control', 'wait list control')"", ""(1969, 1981, 'condition', 'hair - pulling')"", ""(855, 865, 'control', 'wait list /')"", ""(401, 413, 'other', 'stepped care')"", ""(87, 94, 'condition', 'pulling')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(796, 811, 'behavioural', '- help treatment')"", ""(1410, 1429, 'other', 'web - based self - help')"", ""(792, 796, 'other', 'self')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(700, 703, 'condition', 'ttm')"", ""(819, 838, 'other', 'interactive website')"", ""(0, 12, 'other', 'stepped care')"", ""(900, 909, 'control', 'wait list')"", ""(347, 350, 'condition', 'ttm')"", ""(1047, 1055, 'other', 'training')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1499, 1511, 'other', 'stepped care')"", ""(865, 878, 'other', 'delayed start')"", ""(2063, 2066, 'condition', 'ttm')"", ""(320, 333, 'other', 'psychological')""}",biobert-v1.1
psychological,NCT01118637,fp,"{""(1443, 1452, 'control', 'wait list')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1499, 1511, 'behavioural', 'stepped care')"", ""(2313, 2316, 'condition', 'ttm')"", ""(0, 12, 'behavioural', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(619, 637, 'behavioural', 'stepped care model')"", ""(1225, 1232, 'condition', 'anxiety')"", ""(1916, 1919, 'condition', 'ttm')"", ""(401, 419, 'behavioural', 'stepped care model')"", ""(855, 878, 'control', 'wait list/delayed start')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(320, 343, 'behavioural', 'psychological treatment')"", ""(700, 703, 'condition', 'ttm')"", ""(1410, 1429, 'behavioural', 'web-based self-help')"", ""(347, 350, 'condition', 'ttm')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1213, 1223, 'condition', 'depression')"", ""(819, 838, 'behavioural', 'interactive website')"", ""(1022, 1055, 'behavioural', 'in-person habit reversal training')"", ""(2063, 2066, 'condition', 'ttm')"", ""(1801, 1804, 'condition', 'ttm')""}",other,"{""(152, 156, 'condition', 'loss')"", ""(1032, 1046, 'physical', 'habit reversal')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1022, 1024, 'other', 'in')"", ""(2313, 2316, 'condition', 'ttm')"", ""(619, 631, 'other', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(1916, 1919, 'condition', 'ttm')"", ""(737, 738, 'other', 'i')"", ""(1801, 1804, 'condition', 'ttm')"", ""(1443, 1460, 'control', 'wait list control')"", ""(1969, 1981, 'condition', 'hair - pulling')"", ""(855, 865, 'control', 'wait list /')"", ""(401, 413, 'other', 'stepped care')"", ""(87, 94, 'condition', 'pulling')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(796, 811, 'behavioural', '- help treatment')"", ""(1410, 1429, 'other', 'web - based self - help')"", ""(792, 796, 'other', 'self')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(700, 703, 'condition', 'ttm')"", ""(819, 838, 'other', 'interactive website')"", ""(0, 12, 'other', 'stepped care')"", ""(900, 909, 'control', 'wait list')"", ""(347, 350, 'condition', 'ttm')"", ""(1047, 1055, 'other', 'training')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1499, 1511, 'other', 'stepped care')"", ""(865, 878, 'other', 'delayed start')"", ""(2063, 2066, 'condition', 'ttm')"", ""(320, 333, 'other', 'psychological')""}",biobert-v1.1
web-based self-help,NCT01118637,fn,"{""(1443, 1452, 'control', 'wait list')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1499, 1511, 'behavioural', 'stepped care')"", ""(2313, 2316, 'condition', 'ttm')"", ""(0, 12, 'behavioural', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(619, 637, 'behavioural', 'stepped care model')"", ""(1225, 1232, 'condition', 'anxiety')"", ""(1916, 1919, 'condition', 'ttm')"", ""(401, 419, 'behavioural', 'stepped care model')"", ""(855, 878, 'control', 'wait list/delayed start')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(320, 343, 'behavioural', 'psychological treatment')"", ""(700, 703, 'condition', 'ttm')"", ""(1410, 1429, 'behavioural', 'web-based self-help')"", ""(347, 350, 'condition', 'ttm')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1213, 1223, 'condition', 'depression')"", ""(819, 838, 'behavioural', 'interactive website')"", ""(1022, 1055, 'behavioural', 'in-person habit reversal training')"", ""(2063, 2066, 'condition', 'ttm')"", ""(1801, 1804, 'condition', 'ttm')""}",behavioural,"{""(152, 156, 'condition', 'loss')"", ""(1032, 1046, 'physical', 'habit reversal')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1022, 1024, 'other', 'in')"", ""(2313, 2316, 'condition', 'ttm')"", ""(619, 631, 'other', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(1916, 1919, 'condition', 'ttm')"", ""(737, 738, 'other', 'i')"", ""(1801, 1804, 'condition', 'ttm')"", ""(1443, 1460, 'control', 'wait list control')"", ""(1969, 1981, 'condition', 'hair - pulling')"", ""(855, 865, 'control', 'wait list /')"", ""(401, 413, 'other', 'stepped care')"", ""(87, 94, 'condition', 'pulling')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(796, 811, 'behavioural', '- help treatment')"", ""(1410, 1429, 'other', 'web - based self - help')"", ""(792, 796, 'other', 'self')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(700, 703, 'condition', 'ttm')"", ""(819, 838, 'other', 'interactive website')"", ""(0, 12, 'other', 'stepped care')"", ""(900, 909, 'control', 'wait list')"", ""(347, 350, 'condition', 'ttm')"", ""(1047, 1055, 'other', 'training')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1499, 1511, 'other', 'stepped care')"", ""(865, 878, 'other', 'delayed start')"", ""(2063, 2066, 'condition', 'ttm')"", ""(320, 333, 'other', 'psychological')""}",biobert-v1.1
wait list,NCT01118637,fn,"{""(1443, 1452, 'control', 'wait list')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1499, 1511, 'behavioural', 'stepped care')"", ""(2313, 2316, 'condition', 'ttm')"", ""(0, 12, 'behavioural', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(619, 637, 'behavioural', 'stepped care model')"", ""(1225, 1232, 'condition', 'anxiety')"", ""(1916, 1919, 'condition', 'ttm')"", ""(401, 419, 'behavioural', 'stepped care model')"", ""(855, 878, 'control', 'wait list/delayed start')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(320, 343, 'behavioural', 'psychological treatment')"", ""(700, 703, 'condition', 'ttm')"", ""(1410, 1429, 'behavioural', 'web-based self-help')"", ""(347, 350, 'condition', 'ttm')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1213, 1223, 'condition', 'depression')"", ""(819, 838, 'behavioural', 'interactive website')"", ""(1022, 1055, 'behavioural', 'in-person habit reversal training')"", ""(2063, 2066, 'condition', 'ttm')"", ""(1801, 1804, 'condition', 'ttm')""}",control,"{""(152, 156, 'condition', 'loss')"", ""(1032, 1046, 'physical', 'habit reversal')"", ""(1725, 1728, 'condition', 'ttm')"", ""(1022, 1024, 'other', 'in')"", ""(2313, 2316, 'condition', 'ttm')"", ""(619, 631, 'other', 'stepped care')"", ""(1107, 1110, 'condition', 'ttm')"", ""(1916, 1919, 'condition', 'ttm')"", ""(737, 738, 'other', 'i')"", ""(1801, 1804, 'condition', 'ttm')"", ""(1443, 1460, 'control', 'wait list control')"", ""(1969, 1981, 'condition', 'hair - pulling')"", ""(855, 865, 'control', 'wait list /')"", ""(401, 413, 'other', 'stepped care')"", ""(87, 94, 'condition', 'pulling')"", ""(52, 68, 'condition', 'trichotillomania')"", ""(796, 811, 'behavioural', '- help treatment')"", ""(1410, 1429, 'other', 'web - based self - help')"", ""(792, 796, 'other', 'self')"", ""(33, 49, 'condition', 'trichotillomania')"", ""(700, 703, 'condition', 'ttm')"", ""(819, 838, 'other', 'interactive website')"", ""(0, 12, 'other', 'stepped care')"", ""(900, 909, 'control', 'wait list')"", ""(347, 350, 'condition', 'ttm')"", ""(1047, 1055, 'other', 'training')"", ""(70, 73, 'condition', 'ttm')"", ""(1529, 1532, 'condition', 'ttm')"", ""(1499, 1511, 'other', 'stepped care')"", ""(865, 878, 'other', 'delayed start')"", ""(2063, 2066, 'condition', 'ttm')"", ""(320, 333, 'other', 'psychological')""}",biobert-v1.1
