entity_token,nct_id,evaluation,target,entity_class,predicted,model
coronary artery disease,NCT00247533,tp,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(24, 75, 'other', 'prevention of ischemic stroke and cognition decline')"", ""(1633, 1669, 'condition', 'post-cabg neurological complications')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(664, 688, 'condition', 'perioperative arrhythmia')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(172, 250, 'other', '24-hour simultaneous recorder of electrocardiograph and electroencephalography')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')""}",condition,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(38, 53, 'condition', 'ischemic stroke')"", ""(58, 75, 'condition', 'cognition decline')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(410, 427, 'condition', 'cognition decline')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(1633, 1642, 'condition', 'post - cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(1789, 1797, 'condition', 'embolism')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')"", ""(678, 688, 'condition', 'arrhythmia')""}",BioLinkBERT-base
paroxysmal atrial fibrillation,NCT00247533,tp,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(24, 75, 'other', 'prevention of ischemic stroke and cognition decline')"", ""(1633, 1669, 'condition', 'post-cabg neurological complications')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(664, 688, 'condition', 'perioperative arrhythmia')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(172, 250, 'other', '24-hour simultaneous recorder of electrocardiograph and electroencephalography')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')""}",condition,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(38, 53, 'condition', 'ischemic stroke')"", ""(58, 75, 'condition', 'cognition decline')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(410, 427, 'condition', 'cognition decline')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(1633, 1642, 'condition', 'post - cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(1789, 1797, 'condition', 'embolism')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')"", ""(678, 688, 'condition', 'arrhythmia')""}",BioLinkBERT-base
cabg,NCT00247533,tp,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(24, 75, 'other', 'prevention of ischemic stroke and cognition decline')"", ""(1633, 1669, 'condition', 'post-cabg neurological complications')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(664, 688, 'condition', 'perioperative arrhythmia')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(172, 250, 'other', '24-hour simultaneous recorder of electrocardiograph and electroencephalography')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')""}",condition,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(38, 53, 'condition', 'ischemic stroke')"", ""(58, 75, 'condition', 'cognition decline')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(410, 427, 'condition', 'cognition decline')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(1633, 1642, 'condition', 'post - cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(1789, 1797, 'condition', 'embolism')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')"", ""(678, 688, 'condition', 'arrhythmia')""}",BioLinkBERT-base
stroke,NCT00247533,tp,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(24, 75, 'other', 'prevention of ischemic stroke and cognition decline')"", ""(1633, 1669, 'condition', 'post-cabg neurological complications')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(664, 688, 'condition', 'perioperative arrhythmia')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(172, 250, 'other', '24-hour simultaneous recorder of electrocardiograph and electroencephalography')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')""}",condition,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(38, 53, 'condition', 'ischemic stroke')"", ""(58, 75, 'condition', 'cognition decline')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(410, 427, 'condition', 'cognition decline')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(1633, 1642, 'condition', 'post - cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(1789, 1797, 'condition', 'embolism')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')"", ""(678, 688, 'condition', 'arrhythmia')""}",BioLinkBERT-base
ischemic stroke,NCT00247533,tp,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(24, 75, 'other', 'prevention of ischemic stroke and cognition decline')"", ""(1633, 1669, 'condition', 'post-cabg neurological complications')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(664, 688, 'condition', 'perioperative arrhythmia')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(172, 250, 'other', '24-hour simultaneous recorder of electrocardiograph and electroencephalography')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')""}",condition,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(38, 53, 'condition', 'ischemic stroke')"", ""(58, 75, 'condition', 'cognition decline')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(410, 427, 'condition', 'cognition decline')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(1633, 1642, 'condition', 'post - cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(1789, 1797, 'condition', 'embolism')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')"", ""(678, 688, 'condition', 'arrhythmia')""}",BioLinkBERT-base
cabg,NCT00247533,tp,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(24, 75, 'other', 'prevention of ischemic stroke and cognition decline')"", ""(1633, 1669, 'condition', 'post-cabg neurological complications')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(664, 688, 'condition', 'perioperative arrhythmia')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(172, 250, 'other', '24-hour simultaneous recorder of electrocardiograph and electroencephalography')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')""}",condition,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(38, 53, 'condition', 'ischemic stroke')"", ""(58, 75, 'condition', 'cognition decline')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(410, 427, 'condition', 'cognition decline')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(1633, 1642, 'condition', 'post - cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(1789, 1797, 'condition', 'embolism')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')"", ""(678, 688, 'condition', 'arrhythmia')""}",BioLinkBERT-base
cas,NCT00247533,tp,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(24, 75, 'other', 'prevention of ischemic stroke and cognition decline')"", ""(1633, 1669, 'condition', 'post-cabg neurological complications')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(664, 688, 'condition', 'perioperative arrhythmia')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(172, 250, 'other', '24-hour simultaneous recorder of electrocardiograph and electroencephalography')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')""}",condition,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(38, 53, 'condition', 'ischemic stroke')"", ""(58, 75, 'condition', 'cognition decline')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(410, 427, 'condition', 'cognition decline')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(1633, 1642, 'condition', 'post - cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(1789, 1797, 'condition', 'embolism')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')"", ""(678, 688, 'condition', 'arrhythmia')""}",BioLinkBERT-base
cad,NCT00247533,tp,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(24, 75, 'other', 'prevention of ischemic stroke and cognition decline')"", ""(1633, 1669, 'condition', 'post-cabg neurological complications')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(664, 688, 'condition', 'perioperative arrhythmia')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(172, 250, 'other', '24-hour simultaneous recorder of electrocardiograph and electroencephalography')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')""}",condition,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(38, 53, 'condition', 'ischemic stroke')"", ""(58, 75, 'condition', 'cognition decline')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(410, 427, 'condition', 'cognition decline')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(1633, 1642, 'condition', 'post - cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(1789, 1797, 'condition', 'embolism')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')"", ""(678, 688, 'condition', 'arrhythmia')""}",BioLinkBERT-base
coronary artery disease,NCT00247533,tp,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(24, 75, 'other', 'prevention of ischemic stroke and cognition decline')"", ""(1633, 1669, 'condition', 'post-cabg neurological complications')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(664, 688, 'condition', 'perioperative arrhythmia')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(172, 250, 'other', '24-hour simultaneous recorder of electrocardiograph and electroencephalography')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')""}",condition,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(38, 53, 'condition', 'ischemic stroke')"", ""(58, 75, 'condition', 'cognition decline')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(410, 427, 'condition', 'cognition decline')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(1633, 1642, 'condition', 'post - cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(1789, 1797, 'condition', 'embolism')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')"", ""(678, 688, 'condition', 'arrhythmia')""}",BioLinkBERT-base
paroxysmal arrhythmia,NCT00247533,tp,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(24, 75, 'other', 'prevention of ischemic stroke and cognition decline')"", ""(1633, 1669, 'condition', 'post-cabg neurological complications')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(664, 688, 'condition', 'perioperative arrhythmia')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(172, 250, 'other', '24-hour simultaneous recorder of electrocardiograph and electroencephalography')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')""}",condition,"{""(130, 154, 'condition', 'cerebral artery stenosis')"", ""(466, 489, 'condition', 'coronary bypass surgery')"", ""(38, 53, 'condition', 'ischemic stroke')"", ""(58, 75, 'condition', 'cognition decline')"", ""(326, 329, 'condition', 'cad')"", ""(92, 115, 'condition', 'coronary artery disease')"", ""(410, 427, 'condition', 'cognition decline')"", ""(1879, 1909, 'condition', 'paroxysmal atrial fibrillation')"", ""(888, 892, 'condition', 'cabg')"", ""(1633, 1642, 'condition', 'post - cabg')"", ""(399, 405, 'condition', 'stroke')"", ""(1727, 1742, 'condition', 'ischemic stroke')"", ""(491, 495, 'condition', 'cabg')"", ""(835, 838, 'condition', 'cas')"", ""(827, 830, 'condition', 'cad')"", ""(301, 324, 'condition', 'coronary artery disease')"", ""(1810, 1831, 'condition', 'paroxysmal arrhythmia')"", ""(1789, 1797, 'condition', 'embolism')"", ""(361, 364, 'condition', 'cas')"", ""(500, 534, 'condition', 'percutaneous coronary intervention')"", ""(703, 720, 'condition', 'cerebral embolism')"", ""(335, 359, 'condition', 'cerebral artery stenosis')"", ""(158, 168, 'condition', 'arrhythmia')"", ""(932, 935, 'condition', 'pci')"", ""(1984, 1990, 'condition', 'stroke')"", ""(896, 930, 'condition', 'percutaneous coronary intervention')"", ""(678, 688, 'condition', 'arrhythmia')""}",BioLinkBERT-base
