entity_token,in_test_frq,entity_class,in_train_frq,evaluation,model
sleep - hygiene based educational course,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
treatment - as - usual,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
insomnia,1,condition,7,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
sleep-hygiene based educational course,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
treatment-as-usual,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
group treatment,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
istradefylline,2,drug,2,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
kw - 6002,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
advanced parkinson ' s disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
levodopa,2,condition,12,"{'tp': 0, 'fp': 1, 'fn': 1}",BioLinkBERT-base
kw-6002,1,drug,1,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
advanced parkinson's disease,1,condition,1,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
seizure,4,condition,9,"{'tp': 3, 'fp': 1, 'fn': 0}",BioLinkBERT-base
education,1,behavioural,1,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
simulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
caregiver,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
caregiver education in a simulation setting,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
educational program,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
emergent seizure,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
educational quality improvement program,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
educational video reviewing rm administration,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
simulation training model/mannequin for rectal diazepam administration,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
vagus nerve stimulation,2,other,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
left ear transcutaneous vagus nerve stimulation,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
bilateral auricular transcutaneous vagus nerve stimulation,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
post covid syndrome,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
t - vns method,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
post covid - 19 syndrome,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
vagal stimulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
prolonged covid symptoms,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
prolonged covid,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
post covid-19 syndrome,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
vagal stimulation with the t-vns method,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
sevoflurane,2,drug,3,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
remimazolam,4,drug,0,"{'tp': 4, 'fp': 0, 'fn': 0}",BioLinkBERT-base
emergence agitation,2,condition,3,"{'tp': 1, 'fp': 1, 'fn': 0}",BioLinkBERT-base
ophthalmic surgery,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
benzodiazepines,2,drug,0,"{'tp': 1, 'fp': 0, 'fn': 1}",BioLinkBERT-base
propofol,1,drug,5,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
midazolam,1,drug,5,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
total intravenous anesthesia,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
agitation,4,condition,2,"{'tp': 3, 'fp': 0, 'fn': 1}",BioLinkBERT-base
meningiomas,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
tumor,9,condition,18,"{'tp': 6, 'fp': 3, 'fn': 0}",BioLinkBERT-base
postherpetic neuralgia,2,condition,6,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
phn,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
ngx - 4010,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
ngx-4010,2,drug,0,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
cerebral artery stenosis,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
coronary bypass surgery,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
cad,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
coronary artery disease,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
paroxysmal atrial fibrillation,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
cabg,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
ischemic stroke,2,condition,6,"{'tp': 1, 'fp': 1, 'fn': 0}",BioLinkBERT-base
cas,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
paroxysmal arrhythmia,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
percutaneous coronary intervention,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
cerebral embolism,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
arrhythmia,2,condition,0,"{'tp': 1, 'fp': 1, 'fn': 0}",BioLinkBERT-base
pci,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
cognition decline,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
embolism,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
post - cabg,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
post-cabg neurological complications,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
24-hour simultaneous recorder of electrocardiograph and electroencephalography,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
perioperative arrhythmia,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
prevention of ischemic stroke and cognition decline,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
dmd,1,condition,7,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
inflammation,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
flavonoids,1,drug,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
muscular pain,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
fshd,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
mds,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
lgmd,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
"flavonoids -, dha - and epa",1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
neuromuscular disorders,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
omega3s - based compound,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
weakness,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
dha-,1,drug,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
epa,1,drug,4,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
omega3s,1,drug,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
flavonoids-,1,drug,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
sarcopenic,3,condition,1,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
resistance exercise,5,physical,1,"{'tp': 3, 'fp': 2, 'fn': 0}",BioLinkBERT-base
sarcopenia,3,condition,8,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
general recommendations,2,control,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
resistance exercise program,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
program of,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
loss of muscle,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
program of resistance exercise,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
isms,2,other,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
paralyzed,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
spinal cord injured,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
##pinal neurop,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
intraspinal micro - stimulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
focal activation of intraspinal circuitry,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
intraspinal micro-stimulation,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
dexamethazone,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
dexamethazzoe,1,drug,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
postdural puncture headache,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
abdominal and lower limb surgeries,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
lower abdominal and lower limb surgeries,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
pregabalin,2,drug,4,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
partial seizures,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
arm rehabilitation training,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
rtp,2,physical,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
tdcs,2,other,34,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
transcranial direct current stimulation,2,other,20,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
unilateral spatial neglect following stroke,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
rehabilitation training sessions,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
task - specific practice,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
non - invasive brain stimulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
repetitive task - specific practice,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
unilateral spatial neglect post stroke,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
task-specific practice,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
repetitive task-specific practice,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
unilateral spatial neglect,2,condition,0,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
non-invasive brain stimulation,1,other,3,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
lactobacillus probiotic,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
lactobacillus,2,other,0,"{'tp': 1, 'fp': 1, 'fn': 0}",BioLinkBERT-base
dre,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
drug resistant epilepsy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
epileptic,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
dysbiosis,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
probiotics,1,other,2,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
refractory form,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
probiotic,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
probiotic treatment,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
probiotic bacteria,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
lactobacillus population,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
conventional gait training,4,control,0,"{'tp': 3, 'fp': 1, 'fn': 0}",BioLinkBERT-base
neurodevelopmental treatment,1,control,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
lokomat,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
ndt,3,physical,0,"{'tp': 1, 'fp': 1, 'fn': 1}",BioLinkBERT-base
robotic assisted locomotor training,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
robot - assisted locomotor training,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
first - ever stroke,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
robotic - assisted gait therapy,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
-,2,behavioural,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
subacute post - stroke,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
robotic-assisted gait therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
robot-assisted locomotor training,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
first-ever stroke,1,condition,1,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
subacute post-stroke non-ambulatory hemiplegic,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
multiple sclerosis,4,condition,47,"{'tp': 4, 'fp': 0, 'fn': 0}",BioLinkBERT-base
fall prevention and detection,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
exercise and educational classroom program,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
comprehensive fall prevention,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
educational classroom program,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
exercise,6,physical,16,"{'tp': 2, 'fp': 0, 'fn': 4}",BioLinkBERT-base
minor ischemic stroke,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
early supervised aerobic exercise program,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
supervised aerobic exercise program,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
presbyacusis,7,condition,0,"{'tp': 0, 'fp': 7, 'fn': 0}",BioLinkBERT-base
age related hearing loss,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
age - related hearing loss,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
presbycusis,1,condition,2,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
hearing loss,4,condition,7,"{'tp': 0, 'fp': 1, 'fn': 3}",BioLinkBERT-base
"symmetric, sensorineural hearing loss",1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
park visits,8,other,0,"{'tp': 5, 'fp': 0, 'fn': 3}",BioLinkBERT-base
park,3,other,0,"{'tp': 0, 'fp': 3, 'fn': 0}",BioLinkBERT-base
- based park visit program,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
connections park visit program,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
stress,1,condition,3,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
nature,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
nature - based activities,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
nature-based activities,2,other,0,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
nature connections park visit program,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
nature-based park visit program,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
weekly telephone/internet support meetings,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
mindfulness meditation,1,behavioural,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
patients - experts,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
mbsr ) program,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
mindfulness based stress reduction (,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
program,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
mindfulness based stress reduction,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
mbsr,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
cancer,2,condition,14,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
primary central nervous system tumors,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
central nervous system tumors,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
blz - 100,3,drug,0,"{'tp': 0, 'fp': 3, 'fn': 0}",BioLinkBERT-base
blz-100,3,drug,0,"{'tp': 0, 'fp': 0, 'fn': 3}",BioLinkBERT-base
cardiac surgery,2,condition,2,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
##od,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
analgesic medication,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
multimodal opiate - sparing analgesia,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
multimodal analgesia with,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
traditional opiate based analgesia,2,other,0,"{'tp': 0, 'fp': 1, 'fn': 1}",BioLinkBERT-base
conventionel opi,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
analgesia,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
multimodal opiate-sparing analgesia,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
conventionel opiod analgesia,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
multimodal analgesia,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
hd,8,condition,4,"{'tp': 8, 'fp': 0, 'fn': 0}",BioLinkBERT-base
early to moderate hd,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
huntington ' s disease,4,condition,0,"{'tp': 0, 'fp': 4, 'fn': 0}",BioLinkBERT-base
huntington's disease,4,condition,3,"{'tp': 0, 'fp': 0, 'fn': 4}",BioLinkBERT-base
exercise training,1,physical,2,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
intensive and progressive exercise bouts,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
ms,4,condition,48,"{'tp': 4, 'fp': 0, 'fn': 0}",BioLinkBERT-base
physiotherapy,1,physical,6,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
training,1,physical,1,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
intensive versus normal,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
##ms,9,condition,0,"{'tp': 0, 'fp': 9, 'fn': 0}",BioLinkBERT-base
intensive training,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
chronic progressive or relapsing - remitting disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
endurance training sessions,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
higher training intensities,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
reduced physical activity,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
normal,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
training modalities,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
impaired functional capacity,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
intensive training intensities,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
drug resistant partial epilepsies,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
epileps,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
epileptogenic,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
galantamine,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
psp,3,condition,1,"{'tp': 2, 'fp': 1, 'fn': 0}",BioLinkBERT-base
cbs,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
parkinsonism,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
tauopathies,2,condition,0,"{'tp': 1, 'fp': 0, 'fn': 1}",BioLinkBERT-base
synucleinopathy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
tauopathy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
parkinsonian tauopathies,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
progressive supranuclear palsy,1,condition,1,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
corticobasal syndrome,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
parkinsonian,1,condition,2,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
gypenosides,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
optic neuritis,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
acute optic neuritis,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
acr16,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
diazepam,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
diastat,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
refractory epilepsy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
drg,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
dzns,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
refractory ( drug - resistant ) epilepsy,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
refractory (drug-resistant) epilepsy,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
olanzapine,1,drug,2,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
employment,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
support,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
supported employment,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
employment support alone,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
behavioral skills training,2,behavioural,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
supported employment with behavioral skills training,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
employment support,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
employment support with behavioral skills training,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
saffron,3,other,0,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
chamomile,3,other,0,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
parkinson disease,1,condition,12,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
' s disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
oxidative stress,1,condition,3,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
didgeridoo,3,other,3,"{'tp': 2, 'fp': 0, 'fn': 1}",BioLinkBERT-base
##geridoo,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
did,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
airway collapsibility,2,condition,0,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
screening colonoscopy,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
entonox,4,drug,0,"{'tp': 4, 'fp': 0, 'fn': 0}",BioLinkBERT-base
mih,3,other,0,"{'tp': 1, 'fp': 1, 'fn': 1}",BioLinkBERT-base
cerebral edema,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
targeted temperature management,2,other,1,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
iph,3,condition,1,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
intracerebral hemorrhage,1,condition,4,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
mild induced hypothermia,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
hg,3,condition,0,"{'tp': 2, 'fp': 0, 'fn': 1}",BioLinkBERT-base
temperature modulation to hypothermia,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
hg ),1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
