,nct_id,canonical_unique_conditions,canonical_aact_conditions,canonical_BioLinkBERT-base_conditions,canonical_biobert-v1.1_conditions,canonical_gpt_conditions,canonical_gpt-4_conditions,eval_exact_match_BioLinkBERT-base,eval_exact_match_BioLinkBERT-base_tp_fp_fn,eval_exact_match_biobert-v1.1,eval_exact_match_biobert-v1.1_tp_fp_fn,eval_exact_match_gpt,eval_exact_match_gpt_tp_fp_fn,eval_exact_match_gpt-4,eval_exact_match_gpt-4_tp_fp_fn,eval_exact_match_aact,eval_exact_match_aact_tp_fp_fn,eval_majority_BioLinkBERT-base,eval_majority_BioLinkBERT-base_tp_fp_fn,eval_majority_biobert-v1.1,eval_majority_biobert-v1.1_tp_fp_fn,eval_majority_gpt,eval_majority_gpt_tp_fp_fn,eval_majority_gpt-4,eval_majority_gpt-4_tp_fp_fn,eval_majority_aact,eval_majority_aact_tp_fp_fn
29,NCT01118637,anxiety|depression|trichotillomania,trichotillomania,trichotillomania,hair-pulling|pulling|loss|trichotillomania,trichotillomania|repetitive pulling out of one's own hair|noticeable hair loss|distressing condition|interfering substantially with functioning and quality of life|ttm symptoms|depression|anxiety|quality of life|functional impairment,trichotillomania|noticeable hair loss|depression|anxiety|functional impairment,"{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.25, 'r': 0.33, 'f1': 0.29}","{'tp': 1, 'fp': 3, 'fn': 2}","{'p': 0.3, 'r': 1.0, 'f1': 0.46}","{'tp': 3, 'fp': 7, 'fn': 0}","{'p': 0.6, 'r': 1.0, 'f1': 0.75}","{'tp': 3, 'fp': 2, 'fn': 0}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.25, 'r': 0.33, 'f1': 0.29}","{'tp': 1, 'fp': 3, 'fn': 2}","{'p': 0.3, 'r': 1.0, 'f1': 0.46}","{'tp': 3, 'fp': 7, 'fn': 0}","{'p': 0.6, 'r': 1.0, 'f1': 0.75}","{'tp': 3, 'fp': 2, 'fn': 0}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}"
30,NCT05513794,,parkinson disease,,,,,"{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0, 'r': 0, 'f1': 0}","{'tp': 0, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}"
31,NCT03177967,insomnia,sleep initiation and maintenance disorders,,,insomnia|cbt-i|sleep-hygiene based educational course,insomnia,"{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0.33, 'r': 1.0, 'f1': 0.5}","{'tp': 1, 'fp': 2, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}","{'p': 0.33, 'r': 1.0, 'f1': 0.5}","{'tp': 1, 'fp': 2, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 1}"
32,NCT00455507,advanced parkinson's disease|parkinson disease|levodopa,parkinson disease,parkinson disease|advanced parkinson's disease|parkinson disease,parkinson disease|advanced parkinson's disease,parkinson disease|off state,parkinson disease|off state,"{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 2, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 2, 'fp': 0, 'fn': 1}","{'p': 0.5, 'r': 0.33, 'f1': 0.4}","{'tp': 1, 'fp': 1, 'fn': 2}","{'p': 0.5, 'r': 0.33, 'f1': 0.4}","{'tp': 1, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 2, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 2, 'fp': 0, 'fn': 1}","{'p': 0.5, 'r': 0.33, 'f1': 0.4}","{'tp': 1, 'fp': 1, 'fn': 2}","{'p': 0.5, 'r': 0.33, 'f1': 0.4}","{'tp': 1, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}"
33,NCT03562351,seizures|emergent seizure,status epilepticus,seizures,seizures|emerge,,seizures,"{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}"
34,NCT05679505,prolonged covid|post covid syndrome|post covid-19 syndrome,autonomic nervous system diseases|heart rates|long covid|vagus nerve stimulations,prolonged covid symptoms|post covid syndrome|post covid-19 syndrome,prolonged covid symptoms|post covid syndrome|post covid-19 syndrome,post covid syndrome|symptoms,post covid syndrome,"{'p': 0.67, 'r': 0.67, 'f1': 0.67}","{'tp': 2, 'fp': 1, 'fn': 1}","{'p': 0.67, 'r': 0.67, 'f1': 0.67}","{'tp': 2, 'fp': 1, 'fn': 1}","{'p': 0.5, 'r': 0.33, 'f1': 0.4}","{'tp': 1, 'fp': 1, 'fn': 2}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 4, 'fn': 3}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 3, 'fp': 0, 'fn': 0}","{'p': 0.67, 'r': 0.67, 'f1': 0.67}","{'tp': 2, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 2, 'fp': 0, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 4, 'fn': 3}"
35,NCT05527314,agitation|ophthalmic surgery|emergence delirium,"anesthesia, general|emergence delirium|pediatric ophthalmic surgery|remimazolam|sevoflurane",ophthalmic surgery|emergence delirium,ophthalmic surgery|emergence delirium,,emergence delirium,"{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 2, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 2, 'fp': 0, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 3}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.2, 'r': 0.33, 'f1': 0.25}","{'tp': 1, 'fp': 4, 'fn': 2}","{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 2, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.67, 'f1': 0.8}","{'tp': 2, 'fp': 0, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 3}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}","{'p': 0.4, 'r': 0.67, 'f1': 0.5}","{'tp': 2, 'fp': 3, 'fn': 1}"
36,NCT03953131,meningioma,meningioma,tumor|meningioma,tumor|meningioma,meningioma|tumor growth,meningioma|tumor growth,"{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
37,NCT00300222,"neuralgia, postherpetic",herpes zoster|neuralgia|pain|peripheral nervous system diseases|shingles,"neuralgia, postherpetic","neuralgia, postherpetic","neuralgia, postherpetic","neuralgia, postherpetic","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 5, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 5, 'fn': 1}"
38,NCT00247533,coronary bypass surgery|perioperative arrhythmia|ischemic stroke|paroxysmal atrial fibrillation|cerebral artery stenosis|arrhythmia|percutaneous coronary intervention|paroxysmal arrhythmia|cerebral embolism|post-cabg neurological complications|coronary artery disease|stroke,arrhythmia|coronary artery disease|stroke,coronary bypass surgery|cognition decline|ischemic stroke|paroxysmal atrial fibrillation|cerebral artery stenosis|arrhythmia|embolism|percutaneous coronary intervention|paroxysmal arrhythmia|cerebral embolism|stroke|coronary artery disease|post-cabg,coronary bypass surgery|cognition decline|decline|ischemic stroke|paroxysmal atrial fibrillation|cerebral artery stenosis|arrhythmia|percutaneous coronary intervention|paroxysmal arrhythmia|cerebral embolism|stroke|coronary artery disease|post-cabg,ischemic stroke|cognition decline|coronary artery disease|cerebral artery stenosis|arrhythmia|stroke|perfusion defect|neurological complications|perioperative arrhythmia|cerebral embolism|paroxysmal atrial fibrillation|routine ecg,ischemic stroke|cognition decline|coronary artery disease|cerebral artery stenosis|arrhythmia|perioperative arrhythmia|cerebral embolism,"{'p': 0.77, 'r': 0.83, 'f1': 0.8}","{'tp': 10, 'fp': 3, 'fn': 2}","{'p': 0.77, 'r': 0.83, 'f1': 0.8}","{'tp': 10, 'fp': 3, 'fn': 2}","{'p': 0.67, 'r': 0.67, 'f1': 0.67}","{'tp': 8, 'fp': 4, 'fn': 4}","{'p': 0.86, 'r': 0.5, 'f1': 0.63}","{'tp': 6, 'fp': 1, 'fn': 6}","{'p': 1.0, 'r': 0.25, 'f1': 0.4}","{'tp': 3, 'fp': 0, 'fn': 9}","{'p': 0.77, 'r': 0.83, 'f1': 0.8}","{'tp': 10, 'fp': 3, 'fn': 2}","{'p': 0.77, 'r': 0.83, 'f1': 0.8}","{'tp': 10, 'fp': 3, 'fn': 2}","{'p': 0.75, 'r': 0.75, 'f1': 0.75}","{'tp': 9, 'fp': 3, 'fn': 3}","{'p': 0.88, 'r': 0.58, 'f1': 0.7}","{'tp': 7, 'fp': 1, 'fn': 5}","{'p': 1.0, 'r': 0.25, 'f1': 0.4}","{'tp': 3, 'fp': 0, 'fn': 9}"
39,NCT03317171,lgmd|muscular pain|dmd|fshd|mds|inflammation,muscle inflammation|muscular dystrophies,lgmd|muscular pain|dmd|fshd|neuromuscular disorders|weakness|mds|inflammation,lgmd|muscular pain|dmd|fshd|weakness|disorders|inflammation,distrofia muscolare|non-ambulant dmd boys|lgmd|fshd|inflammatory involved pathways|neuromuscular disorders|inflammation|muscular pain|weakness,distrofia muscolare|dmd|lgmd|fshd|neuromuscular disorders|inflammation|muscular pain|weakness,"{'p': 0.75, 'r': 1.0, 'f1': 0.86}","{'tp': 6, 'fp': 2, 'fn': 0}","{'p': 0.71, 'r': 0.83, 'f1': 0.77}","{'tp': 5, 'fp': 2, 'fn': 1}","{'p': 0.44, 'r': 0.67, 'f1': 0.53}","{'tp': 4, 'fp': 5, 'fn': 2}","{'p': 0.62, 'r': 0.83, 'f1': 0.71}","{'tp': 5, 'fp': 3, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 6}","{'p': 0.75, 'r': 1.0, 'f1': 0.86}","{'tp': 6, 'fp': 2, 'fn': 0}","{'p': 0.71, 'r': 0.83, 'f1': 0.77}","{'tp': 5, 'fp': 2, 'fn': 1}","{'p': 0.56, 'r': 0.83, 'f1': 0.67}","{'tp': 5, 'fp': 4, 'fn': 1}","{'p': 0.62, 'r': 0.83, 'f1': 0.71}","{'tp': 5, 'fp': 3, 'fn': 1}","{'p': 0.5, 'r': 0.17, 'f1': 0.25}","{'tp': 1, 'fp': 1, 'fn': 5}"
40,NCT01829009,sarcopenia|sarcopenic,sarcopenia,sarcopenia|loss of muscle|sarcopenic,sarcopenia|sarcopenic,sarcopenia|muscle mass loss|physical performance|functional status,sarcopenia,"{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.25, 'r': 0.5, 'f1': 0.33}","{'tp': 1, 'fp': 3, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.25, 'r': 0.5, 'f1': 0.33}","{'tp': 1, 'fp': 3, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}"
41,NCT02899858,spinal cord injured|paralyzed,paralysis|spinal cord injuries,spinal cord injured|paralyzed,spinal cord injured,spinal cord neural circuitry|standing|walking|lower limbs|lower spinal cord|paralyzed humans|physical therapy|pharmacological stimulation|epidural stimulation|intraspinal circuitry|intraspinal micro-stimulation - isms|fatigue resistant|natural standing|natural stepping activity|spinal cord injured  individual|bipedal humans|paralyzed|intraspinal neuroprosthetic|muscle group|existence of these spinal circuits|activate and control these circuits|mapping the spinal cord,spinal cord injuries|paralysis|lower extremity movement loss,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.05, 'r': 0.5, 'f1': 0.08}","{'tp': 1, 'fp': 21, 'fn': 1}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 3, 'fn': 2}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 2}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 0.11, 'r': 1.0, 'f1': 0.2}","{'tp': 2, 'fp': 16, 'fn': 0}","{'p': 0.33, 'r': 0.5, 'f1': 0.4}","{'tp': 1, 'fp': 2, 'fn': 1}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}"
42,NCT04709029,post-dural puncture headache|lower abdominal and lower limb surgeries,post-dural puncture headache,post-dural puncture headache|abdominal and lower limb surgeries,post-dural puncture headache|aneth|lower abdominal and lower|surge,post-dural puncture headache,post-dural puncture headache,"{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 0.25, 'r': 0.5, 'f1': 0.33}","{'tp': 1, 'fp': 3, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.25, 'r': 0.5, 'f1': 0.33}","{'tp': 1, 'fp': 3, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.5, 'f1': 0.67}","{'tp': 1, 'fp': 0, 'fn': 1}"
43,NCT00537940,partial seizures,"epilepsy, complex partial|epilepsies, partial|epilepsy|epilepsies, partial",partial seizures,partial seizures,partial seizures,partial seizures,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 3, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 3, 'fn': 1}"
44,NCT02892097,stroke|unilateral spatial neglect,hemispatial neglect|stroke,unilateral spatial neglect following stroke|unilateral spatial neglect post stroke,stroke|unilateral spatial neglect|unilateral spatial neglect post stroke,unilateral spatial neglect|stroke|excitability in the brain|attention to the affected side|arm movement ability,unilateral spatial neglect post stroke,"{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 2, 'fn': 2}","{'p': 0.67, 'r': 1.0, 'f1': 0.8}","{'tp': 2, 'fp': 1, 'fn': 0}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}","{'p': 0.0, 'r': 0.0, 'f1': 0}","{'tp': 0, 'fp': 1, 'fn': 2}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.4, 'r': 1.0, 'f1': 0.57}","{'tp': 2, 'fp': 3, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 2, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 0.5, 'f1': 0.5}","{'tp': 1, 'fp': 1, 'fn': 1}"
45,NCT05539287,drug resistant epilepsy|epilepsy|epileptic|dysbiosis|dre,drug resistant epilepsy,drug resistant epilepsy|epilepsy|epileptic|dysbiosis|dre|refractory form,drug resistant epilepsy|epilepsy|epileptic|dre|refractory form,epilepsy|dysbiosis|refractory form|probiotics|gut microbial disbalance|lactobacillus|gaba|bifidobacteria,drug resistant epilepsy|dysbiosis|epileptic symptoms,"{'p': 0.83, 'r': 1.0, 'f1': 0.91}","{'tp': 5, 'fp': 1, 'fn': 0}","{'p': 0.8, 'r': 0.8, 'f1': 0.8}","{'tp': 4, 'fp': 1, 'fn': 1}","{'p': 0.25, 'r': 0.4, 'f1': 0.31}","{'tp': 2, 'fp': 6, 'fn': 3}","{'p': 0.67, 'r': 0.4, 'f1': 0.5}","{'tp': 2, 'fp': 1, 'fn': 3}","{'p': 1.0, 'r': 0.2, 'f1': 0.33}","{'tp': 1, 'fp': 0, 'fn': 4}","{'p': 0.83, 'r': 1.0, 'f1': 0.91}","{'tp': 5, 'fp': 1, 'fn': 0}","{'p': 0.8, 'r': 0.8, 'f1': 0.8}","{'tp': 4, 'fp': 1, 'fn': 1}","{'p': 0.25, 'r': 0.4, 'f1': 0.31}","{'tp': 2, 'fp': 6, 'fn': 3}","{'p': 1.0, 'r': 0.8, 'f1': 0.89}","{'tp': 4, 'fp': 0, 'fn': 1}","{'p': 1.0, 'r': 0.4, 'f1': 0.57}","{'tp': 2, 'fp': 0, 'fn': 3}"
46,NCT01726998,stroke|subacute post-stroke non-ambulatory hemiplegic|first-ever stroke,hemiparetic patients after subacute stroke|stroke,hemiplegic|subacute post-stroke|-|stroke|first-ever stroke,subacute post-stroke|congestive heart failure|stroke attack|non-ambulatory hemiplegic|first-ever stroke,hemiplegic|stroke|congestive heart failure|cardiopulmonary dysfunctions|lower extremities|walking ability|functional ambulation category|muscles,stroke|lower extremities motor recovery|walking ability|hemiplegia,"{'p': 0.4, 'r': 0.67, 'f1': 0.5}","{'tp': 2, 'fp': 3, 'fn': 1}","{'p': 0.2, 'r': 0.33, 'f1': 0.25}","{'tp': 1, 'fp': 4, 'fn': 2}","{'p': 0.12, 'r': 0.33, 'f1': 0.18}","{'tp': 1, 'fp': 7, 'fn': 2}","{'p': 0.25, 'r': 0.33, 'f1': 0.29}","{'tp': 1, 'fp': 3, 'fn': 2}","{'p': 0.5, 'r': 0.33, 'f1': 0.4}","{'tp': 1, 'fp': 1, 'fn': 2}","{'p': 0.4, 'r': 0.67, 'f1': 0.5}","{'tp': 2, 'fp': 3, 'fn': 1}","{'p': 0.4, 'r': 0.67, 'f1': 0.5}","{'tp': 2, 'fp': 3, 'fn': 1}","{'p': 0.12, 'r': 0.33, 'f1': 0.18}","{'tp': 1, 'fp': 7, 'fn': 2}","{'p': 0.25, 'r': 0.33, 'f1': 0.29}","{'tp': 1, 'fp': 3, 'fn': 2}","{'p': 1.0, 'r': 0.33, 'f1': 0.5}","{'tp': 1, 'fp': 0, 'fn': 2}"
47,NCT02583386,multiple sclerosis,multiple sclerosis,multiple sclerosis,multiple sclerosis,multiple sclerosis|falls,multiple sclerosis|frequent falls,"{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 0.5, 'r': 1.0, 'f1': 0.67}","{'tp': 1, 'fp': 1, 'fn': 0}","{'p': 1.0, 'r': 1.0, 'f1': 1.0}","{'tp': 1, 'fp': 0, 'fn': 0}"
