"nct_id","conditions","intervention_types","intervention_names"
NCT02885285,Parkinson's Disease,Behavioral|Other,Dance Class|No Exercise Class|Spinning Class|Yoga Class
NCT02892097,Hemispatial Neglect|Stroke,Behavioral|Device,Repetitive task-specific practice (RTP)|sham tDCS|tDCS
NCT02914951,Autism|Intellectual Disability,Behavioral|Other,Cognitive-Behavioral Therapy|Functional magnetic resonance imaging (fMRI)
NCT02922803,Muscle Weakness|Vitamin D Deficiency,Drug,"1 combination tablet of Vitamin D3/calcium per day|2 combination tablets of Vitamin D3/calcium per day"
NCT02924194,Mild Cognitive Impairment|Parkinson's Disease,Device,stimulation OFF|stimulation ON
NCT02928107,Geriatric Disorder|Hearing Loss,Other,PCP encouragement|Tele-HS
NCT02937025,Non-valvular Atrial Fibrillation|Stroke,Device,The Left Atrial Appendage Occulder of Shanghai Push Medical Device Technology CO.td
NCT02938000,Hemiplegia|Stroke,Device|Other,Theraband with exercise video|usual care with advice to exercise
NCT02938520,Glycogen Storage Disease Type II|HIV Infections,Drug,ABC/DTG/3TC STR - Tablet|Cabotegravir (CAB) tablet|Cabotegravir - Injectable Suspension (CAB LA)|DTG Tablet|Rilpivirine (RPV) tablet|Rilpivirine - Injectable Suspension (RPV LA)
NCT02958605,Anaphylaxis|Status Epilepticus,Device,Handbook|Smartphone apps
NCT02971462,Vertebrobasilar Ischemia,Device,ischemic conditioning
NCT02976766,Optic Neuritis,Drug,Gypenosides|Placebo
NCT02989792,Osteoarthritis|Peripheral Neuropathy,Genetic|Other,Blood sampling for genotyping|Personality Questionnaires completion
NCT03004014,Obstructive Sleep Apnea,Other,Sleep endoscopy during propofol induced sleep
NCT03014050,Parkinson Disease,Device,e-Tapper TT-R1
NCT03047408,Parkinson's Disease|REM Sleep Behavior Disorder,Procedure,Video polysomnography
NCT03058965,Alzheimer Disease|Healthy Volunteers|Progressive Supranuclear Palsy,Drug,DaTscan|[18F]Florbetapir|[18F]MNI-958
NCT03065192,Basal Ganglia Disease|Brain Diseases|Central Nervous System Diseases|Idiopathic Parkinson's Disease|Movement Disorders|Nervous System Diseases|Neurodegenerative Diseases|Parkinson's Disease|Parkinsonian Disorders,Drug,VY-AADC01
NCT03107884,Insulin Resistance|Muscle Atrophy,Drug,Metformin (2 week run-in only)|Metformin (Bed Rest)|Placebo (2 week run-in only)|Placebo (Bed Rest)
NCT03111472,Accidental Fall|Parkinson Disease,Other,Self-management guide for people with Parkinson's who fall and their informal caregivers
NCT03124147,Cerebrovascular Accident|Stroke,Device,Neuroconn Eldith stimulator by Magstim
NCT03132259,Pituitary Tumor,Drug,high dose dexmedethomidine|low dose dexmedethomidine
NCT03150563,"Contracture of Muscle, Thigh|Muscle Rigidity|Strain of Hamstring Muscle (Disorder)",Other,Passive static stretch
NCT03166046,Migraine,Device,Placebo Pulsed Shortwave therapy|Pulsed Shortwave Therapy
NCT03170791,Stroke,Device,vagal nerve stimulation intervention
NCT03170856,"Concussion, Brain|Concussion, Mild|Concussion, Severe|Exertion; Excess",Other,Sub-maximal exercise
NCT03174249,Complex Regional Pain Syndromes,Behavioral,Exposure therapy
NCT03189173,Obstructive Sleep Apnea,Device|Drug|Other,No treatment|Oral appliance|Oral appliance plus oxygen|Oxygen
NCT03213002,"Brain Cancer|Brain Tumor|Brain Tumor Adult|Brain Tumor, Primary|Cancer|Glioblastoma|Glioblastoma Multiforme (GBM)|Glioblastoma, Adult|Glioma of Brain",Drug,Capecitabine|Temozolomide
NCT03219073,Multiple Sclerosis|Neuropathic Pain,Device,Active tDCS using tDCS device|SHAM tDCS using tDCS device
NCT03232697,"Cognitive Symptom|Evaluations, Diagnostic Self",Diagnostic Test,"5 minutes version of the Montreal Cognitive Assessment|Full version of the Montreal Cognitive Assessment"
NCT03244527,Stroke,Dietary Supplement|Other,Aerobic exercise|BCAA supplement
NCT03276494,Cerebral Edema|Intracranial Hypotension|Stroke,Device|Drug,Hypertonic saline|Intraosseous
NCT03306875,Multiple Sclerosis,Behavioral,Cognitive Training
NCT03317171,Muscle Inflammation|Muscular Dystrophies,Dietary Supplement,"Flavonoids, DHA, EPA|placebo compound"
NCT03333720,Phenylketonurias,Dietary Supplement,Phenylalanine-free protein substitute tablets
NCT03346265,Movement Disorders|Parkinson Disease,Other,Treatment A combined exercise program and gait training with sensory cues|Treatment B Conventional physiotherapy
NCT03356639,Schizophrenia,Drug,ASP6981|Placebo
NCT03363763,Angiofibroma of Face|Tuberous Sclerosis,Drug,Placebo ointment|Sirolimus 0.2%|Sirolimus 0.4%
NCT03369587,Parkinson Disease,Behavioral,Handwriting Practice
NCT03385174,Headache Disorders,Other,Carbon monoxide
NCT03386669,Parkinsonism,Drug,F-18
NCT03410628,Migraine,Device,gammaCore
NCT03419793,Stroke,Device|Other,physical therapy exercises|segmental vibration device
NCT03428360,Epilepsy,Drug,"Diazepam Buccal Soluble Film 5, 7.5,10, 12.5,15 or 17.5 mg with individual dose determined according to age and weight category"
NCT03513822,Chronic Pain|Inflammation|Neuralgia,Drug,Ketamine 10 MG/ML|Midazolam 1 MG/ML|Placebos
NCT03518541,"Cerebral Palsy|Gait Disorders, Neurologic|Malalignment",Procedure,Femoral Derotation Osteotomy (FDO)
NCT03548779,Autism Spectrum Disorder|Brain Malformation|Chromosome Abnormality|Congenital Abnormality|Development Delay|Dysmorphic Features|Epilepsy; Seizure|Genetic Disease|Hearing Loss|Hypotonia|Inborn Errors of Metabolism|Intellectual Disability|Macrocephaly|Microcephaly|Movement Disorders|Neuromuscular Diseases|Skeletal Dysplasia,Behavioral|Diagnostic Test,Pre-visit prep|usual care + exome seq
NCT03550495,Delirium,Behavioral,psychiatry involvement
NCT03578354,Migraine Disorders|Vestibular Diseases|Vestibular Migraine,Drug|Other,"4-aminopyridine|Atenolol|Placebo"
NCT03607994,Insomnia|Sleep Deprivation,Device,HIRREM-SOP|NCC
NCT03615521,Balance Disorders|Knee Osteoarthritis|Knee Pain|Muscle Weakness,Other,Combine Exercise|Hotpack|Repeated Contraction Exercise|Standart Exercise Therapy|Ultrasound
NCT03620279,Cerebral Palsy,Behavioral,Magic camp intervention
NCT03631953,Meningioma,Biological|Device|Drug,Alpelisib|Blood sample|MRI|Trametinib
NCT03649477,Prader-Willi Syndrome,Drug,"3.2 mg intranasal carbetocin|9.6 mg intranasal carbetocin|placebo"
NCT03682081,Alzheimer Disease|Dementia|Dysphagia,Device,Biotene Oral Balance Gel|Isometric tongue strengthening facilitated by Iowa Oral Performance Instrument (IOPI)
NCT03689491,Stroke,Behavioral,rTMS|traditional rehabilitation|visual feedback training
NCT03696381,Cognitive Impairment|Traumatic Brain Injury,Other,Real tRNS|Sham tRNS
NCT03704272,"Head Trauma|Neglect, Child|Non-Accidental Injury to Child|Non-Accidental Trauma",Behavioral,SunBrite
NCT03712748,Anorexia Nervosa|Binge-Eating Disorder|Bulimia Nervosa|Eating Disorder|Exposure|Therapy,Behavioral,Imaginal Exposure therapy
NCT03714217,Obesity|Spinal Cord Injury,Behavioral,Telenutrition Counseling
NCT03729375,"Carpal Tunnel Syndrome|Pain, Postoperative",Drug,"10cc injection of bupivacaine|20cc injection of bupivacaine"
NCT03746392,"Congestive Heart Failure|Dementia|Diabetes Complications|Frail Elderly|Leukemia, Lymphocytic, Chronic, B-Cell|Liver Failures, Chronic|Lung Disease Chronic|Malignant Neoplasm|Peripheral Vascular Disease|Renal Insufficiency, Chronic",Behavioral,Jumpstart Intervention
NCT03755349,"Haematoma;Subdural;Traumatic|Hematoma, Subdural, Chronic|Hematoma, Subdural, Intracranial",Device|Other,No placement of burr-hole covers|Placement of burr-hole covers
NCT03755362,Carotid Stenosis|Mild Cognitive Impairment|Periodontitis,Procedure,Intensive Treatment|Standard Treatment
NCT03759678,Ataxia Telangiectasia|Louis Bar Syndrome,Drug,IB1001
NCT03790085,Anxiety Disorders|Major Depressive Disorder|Schizophrenia,Drug,Aripiprazole|Olanzapine|Risperidone
NCT03794908,FMS|Fibromyalgia,Device,Light therapy A (Bright) via the Re-Timer®|Light therapy B (Dim) via the Re-Timer®
NCT03816345,Advanced Malignant Solid Neoplasm|Autoimmune Disease|Crohn Disease|Dermatomyositis|Hematopoietic and Lymphoid Cell Neoplasm|Inflammatory Bowel Disease|Metastatic Malignant Solid Neoplasm|Multiple Sclerosis|Psoriasis|Psoriatic Arthritis|Rheumatoid Arthritis|Sjogren Syndrome|Systemic Lupus Erythematosus|Systemic Scleroderma|Ulcerative Colitis|Unresectable Malignant Solid Neoplasm,Biological|Procedure,Biospecimen Collection|Nivolumab
NCT03835182,"Herniated Disk Lumbar|Low Back Pain, Mechanical|Radiculopathy",Device|Other,Control group|Short wave diathermy group|Ultrasound group
NCT03840837,Parkinson Disease|Parkinson Disease Dementia,Drug,Rivastigmine transdermal patch
NCT03841695,Stroke,Device|Other,Conventional OT|RMTC finger-hand robot (Mirror Hand)
NCT03893825,Schizophrenia,Drug,Placebo|TV-46000
NCT03900000,"Autonomic Failure|Cognitive Impairment|Hypotension, Orthostatic|Parkinson Disease",Other,Physiotherapy
NCT03911609,Autonomic Dysfunction|Exercise|Fibromyalgia|Pain|Physical Activity,Other,Cognitive Task|Exercise
NCT03916029,Conductive Hearing Loss|Otitis Media,Behavioral,facilitator
NCT03940872,Parkinson Disease,Diagnostic Test,Self-questionnaire 3PDQ
NCT03944447,Amyotrophic Lateral Sclerosis|Anxiety|Autism|Bipolar Disorder|COVID-19|Cancer|Chronic Pain|Chronic Pain Due to Injury|Chronic Pain Due to Trauma|Chronic Pain Syndrome|Chronic Traumatic Encephalopathy|Corona Virus Infection|Coronavirus|Covid19|Crohn Disease|Depression|Epilepsy|Fibromyalgia|Glaucoma|HIV/AIDS|Hepatitis C|Inflammatory Bowel Diseases|Insomnia|Multiple Sclerosis|Opioid-use Disorder|Parkinson Disease|Post Traumatic Stress Disorder|SARS-CoV Infection|Seizures|Sickle Cell Disease|Tourette Syndrome|Traumatic Brain Injury|Ulcerative Colitis,Device|Drug,"Cannabis, Medical|RYAH-Medtech Inhaler"
NCT03953131,Meningioma,Procedure|Radiation,Computed Tomography|Gallium Ga 68-DOTATATE|Positron Emission Tomography
NCT03973203,Mitochondrial Myopathies,Dietary Supplement,Niacin
NCT03981744,Dermatomyositis|Polymyositis,Drug,Placebo IV|Placebo SC|Ustekinumab 6 mg/kg|Ustekinumab 90 mg
NCT04041063,Cervical Spinal Cord Injury|Spinal Cord Injuries|Tetraplegia,Device|Procedure,Nerve transfer surgery|Upper limb robotic training
NCT04086810,Prader-Willi Syndrome,Drug,DCCR
NCT04092790,Frailty|Sarcopenia,Device,Virtual Gate Device (VGD)
NCT04097418,Multiple Sclerosis,Behavioral,Aerobic training compared to conventional motor training
NCT04106154,Cerebral Palsy|Chronic Pain|Concussion Post Syndrome|Congenital Heart Defect|Neuromuscular Diseases|Physical Disability,Behavioral,Kinesiology Support
NCT04117269,Diabetic Foot Ulcer|Peripheral Neuropathy|Treatment Adherence and Compliance,Device,External shoe lift
NCT04118829,Epilepsy|Seizures,Drug,Perampanel
NCT04118907,Acoustic Stimulation|Somatic Stimulation|Tinnitus|Vestibular Stimulation,Device,multiple sensory stimulation
NCT04121780,"Anterior Pituitary Hyposecretion Syndrome|Concussion, Brain|Growth Hormone Deficiency|Hypopituitarism|Sport Injury|TBI (Traumatic Brain Injury)",Biological|Other,Growth Hormone|Placebo
NCT04124471,Down Syndrome|Obstructive Sleep Apnea,Behavioral,Open-ended semi-structured interviews
NCT04159987,Spinal Muscular Atrophy,Other,Spinraza intrathecal injection
NCT04164810,Neuropathic Pain|Spinal Cord Injuries,Other,Hydrotherapy|Physical Therapy
NCT04176991,Friedreich Ataxia,Biological,CTI-1601|Placebo
NCT04180098,Hereditary Spastic Paraplegia|Strumpell Disease,Behavioral|Other,C-mill intervention|No intervention
NCT04183998,Cervical Spinal Cord Injury|Traumatic Brain Injury,Other,Trans-spinal Electrical Stimulation (tsES)
NCT04184206,"Attention Training|Depression|Symptoms, Affective|Symptoms, Behavioral|Symptoms, Cognitive",Behavioral,attention training intervention 1|attention training intervention 2|attention training intervention 3
NCT04210063,Spinal Cord Injuries,Other,Inspiratory Muscle Training (IMT)
NCT04212260,"Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Stroke|Transient Ischemic Attack",Behavioral,Oropharyngeal exercises|Sham control
NCT04220606,"Brain Diseases|Central Nervous System Diseases|Headache Disorders|Headache Disorders, Primary|Migraine Disorders|Migraine Without Aura|Nervous System Diseases",Drug,Glyceryl trinitrate (I.V. infusion 0.5 µg/kg/min over 20 min)
NCT04231396,Hearing Impaired Children|Hearing Impairment|Hearing Loss,Other,Audiobooks for hearing loss App
NCT04238260,"Brain Ischemia|Cerebral Infarction|Infarction, Brain|Stroke",Behavioral,Enhancing Physical Therapy Usual Care|Physical Therapy Usual Care
NCT04239469,Cannabis|Fibromyalgia,Drug,KL16-012|Placebo
NCT04243889,Myelomeningocele|Myeloschisis|Spina Bifida,Device,NEOX Cord 1K applied fetoscopically
NCT04280484,"Multiple Sclerosis, Relapsing-Remitting",Other,Intermittent Hypoxia|Sham Hypoxia
NCT04291027,Parkinson Disease,Other,Aquatic Exercise|Land Based Exercise
NCT04291469,Schizophrenia,Dietary Supplement|Drug,"Prebiotics (Combined inulin and maltodextrin tables)|Probiotics（Live combined bifidobacteria, lactobacillus and maltodextrin tables)|maltodextrin"
NCT04297540,"Ataxia, Cerebellar",Device,Active-tDCS group|Sham-tDCS group
NCT04304274,Analgesia|Hepatectomy|Paravertebral Block|Postoperative Recovery,Drug|Procedure,Paravertebral block-ropivacaine|Paravertebral block-saline|patient controlled analgesia with morphine
NCT04316208,"Anesthesia, General|Optic Nerve|Supratentorial Neoplasms",Procedure,PEEP variations
NCT04328142,Fibromyalgia,Other,Physiotherapy|Qigong group
NCT04330482,Alzheimer Disease|Caregiver Burnout|Dementia,Behavioral,CARE-Well App|Internet Links
NCT04384172,Female Sexual Dysfunction|Spinal Cord Injuries,Device,Genital e-stim|Tibial e-stim
NCT04389762,Parkinson Disease,Dietary Supplement,daily ingestion of Lactobacillus plantarum PS128
NCT04421937,"Cerebrovascular Accident|Dysphagia|Stroke|Stroke, Complication|Swallowing Disorder",Behavioral|Device,Procedure: Neuromuscular Electrical Stimulation with TDT|Procedure: Traditional Dysphagia Therapy (TDT)
NCT04426123,Myalgia|Myofascial Pain,Drug|Other,Botulinum toxin type A|saline solution
NCT04426188,"Concussion, Brain|Traumatic Brain Injury",Device|Other|Procedure,Cognitive computerized assessment|Dynamometer|Electrophysiological records|Heading series|Magnetic Resonance Imaging (MRI)
NCT04428775,Amyotrophic Lateral Sclerosis,Drug,ALZT-OP1a (cromolyn)
NCT04433377,Hemiplegia|Pain,Procedure,Subacromial injection|Suprascapular nerve block
NCT04440033,Parkinson Disease,Other,"Audiology assessments|Baseline assessment of demographic, anthropometric and clinical characteristics|Locomotor assessments|Speech assessments"
NCT04442594,Alzheimer Disease|Mood Disorders|Virtual Reality,Procedure,virtual reality session
NCT04474171,Spinal Cord Injuries,Behavioral,SCI&U online health coaching program
NCT04483310,Narcolepsy Type 1|Sleep Paralysis,Behavioral,MR therapy.|breathing-distraction exercise
NCT04518540,Amyotrophic Lateral Sclerosis,Drug,control group|lipoic acid group
NCT04524182,Idiopathic Parkinson's Disease,Other,control group|mobilization group
NCT04546737,Brain Damage|Covid19|Neurological Manifestations,Other,Magnetic Resonance Spectroscopy (MRS).
NCT04550650,"Multiple Sclerosis, Chronic Progressive|Multiple Sclerosis, Primary Progressive",Other,Balance|PNF|Spinning grp|Training groupe
NCT04569435,Amyotrophic Lateral Sclerosis,Drug,ANX005
NCT04570085,Alzheimer Disease,Drug,Caffeine|Placebo
NCT04573530,Intellectual Disability,Behavioral,We Walk Plus Intervention
NCT04574973,Hemiparesis|Stroke,Behavioral|Device,intensive upper extremity motor training|transcranial direct current stimulation
NCT04576507,Cannabis|Hyperalgesia|Pain|Tolerance,Drug,Cannabis
NCT04610879,Rolandic Epilepsy,Behavioral|Drug,Carbamazepine|Levetiracetam|Parent based sleep (PBS) intervention
NCT04620876,"Diabetes|Glaucoma|Hypertension|Macular Dystrophy|Macular Edema|Maculopathy, Age Related|Retinal Degeneration|Retinal Detachment|Retinitis Pigmentosa|Stroke|Vascular Inflammation",Other,Bimodal high resolution imaging of the retina
NCT04644315,"Brain Neoplasms|Bronchial Neoplasms|Carcinoma, Bronchogenic|Central Nervous System|Cholangiocarcinoma|Colonic Diseases|Colorectal Neoplasms|Digestive System Diseases|Digestive System Neoplasms|Gastrointestinal Diseases|Gastrointestinal Neoplasms|Head and Neck Neoplasms|Intestinal Diseases|Intestinal Neoplasms|Lymphoma, Large-Cell, Anaplastic|Melanoma|Neoplasms|Neoplasms by Site|Neuroendocrine Tumors|Ovarian Neoplasms|Pancreatic Neoplasms|Respiratory Tract Diseases|Respiratory Tract Neoplasms|Salivary Gland Neoplasms|Sarcoma|Thoracic Neoplasms|Thyroid Cancer, Papillary|Thyroid Neoplasms",Drug,Alectinib
NCT04671381,Hearing Loss,Behavioral|Device,Four Weeks of Aural Rehabilitation|Hearing Evaluation|Personal Sound Amplification Product (PSAP) Fitting and Orientation|Provision of Personal Sound Amplification Products (PSAPs)
NCT04709029,Postdural Puncture Headache,Drug,Dexamethasone intrathecal|Dexamethasone intravenous
NCT04717323,"Cerebral Palsy|Gait Disorders, Neurologic",Device,No Intervention|mPAD (or TPAD) Pelvic Assist Device
NCT04740060,"Hemiparesis|Stroke|Walking, Difficulty",Other,Augmented Feedback with Game based VR|Augmented Feedback with Non-Game based VR|Augmented Feedback without Virtual Reality(VR
NCT04755712,Analgesia,Drug,Morphine|Rachianesthesia|Sodium Chloride Injection
NCT04759703,Opioid Withdrawal|Opioid-use Disorder|Restless Legs Syndrome|Sleep Disorder,Drug,Placebo|Pramipexole
NCT04789499,Ageusia|Anosmia|Covid-19 Pandemic|Covid19|Hypogeusia|Hyposmia|Olfactory Disorder|SARS-CoV-2 Infection,Drug,Theophylline Powder
NCT04810871,Brain Neoplasm,Procedure,Brain Surgery
NCT04839601,Drug Resistant Epilepsy|Epilepsy|Focal Epilepsy|Neurostimulator; Complications|Partial Seizure,Device,RNS System
NCT04842955,Alzheimer Disease,Device,Gamma tACS (40 Hz) over the superior parietal cortex|Sham tACS over the superior parietal cortex
NCT04846036,MELAS|Mitochondrial DNA tRNALeu(UUR) m.3243A<G Mutation|Mitochondrial Diseases|Subacute Necrotizing Encephalomyelopathy,Drug,Placebo|Sonlicromanol
NCT04847089,Hemiparesis|Stroke,Device,Motor imagery BCI training
NCT04849026,Schizophrenia,Drug,Clozaril 100 mg (Clozapine)|WID-CLZ18
NCT04849741,Alexander Disease,Drug,ION373|Placebo
NCT04854057,Spinal Cord Injuries,Device|Other,AIH - Intermittent Hypoxia - hypoxia air mixture|SHAM - Intermittent Room Air - room air mixture|TESS - Transcutaneous Electrical Spinal Cord Stimulation + Functional Task Practice
NCT04855825,"Cognitive Impairment|Gait Disorders, Neurologic|Motility Disorder|Multiple Sclerosis",Device|Other,Conventional Gait Therapy|Robotic Exoskeleton Rehabilitation
NCT04856241,"Anterior Cruciate Ligament Injuries|Concussion, Brain|Musculoskeletal Injury",Other,Coaching|Educational materials|Peer support
NCT04856527,Stroke,Behavioral,Physical therapist support
NCT04859673,Hemiplegia|Spastic,Device,radial extracorpeal shock wave
NCT04872452,Gastrointestinal Dysmotility|Small Fiber Neuropathy,Procedure,Skin biopsy
NCT04881318,Postural Orthostatic Tachycardia Syndrome,Drug|Other,Abdominal Compression Garments|Medications that modulate heart rate and blood pressure|Waist-High Compression Tights
NCT04891107,Parkinson Disease,Device,"Walking Program with a Music-based, Rhythm-modulating Wearable Sensor System"
NCT04894513,Bell's Palsy|Facial Nerve Palsy,Other,Kabat motor control re-education therapy|conventional selected program
NCT04897347,Cerebral Palsy,Device,Robotic Trunk-Support-Trainer (TruST)|Static Trunk Support
NCT04903171,Alzheimer Disease,Other,INCENTIVE VISITING A GARDEN : ENRICHED OR CONVENTIONAL SENSORY GARDEN
NCT04921592,Spinal Cord Injuries,Other,upper extremity stimulation
NCT04942574,Sleep Deprivation,Other,Normal sleep|Total sleep deprivation
NCT04956874,Alzheimer Disease|Dementia,Behavioral,FL-REACH
NCT04971733,Alzheimer Disease,Drug,E2814
NCT04994054,Sarcopenia,Dietary Supplement,Placebo group|silkworms (Bombyx mori L.) pupae extracts group
NCT05000476,Delirium,Other,Nurse Education and Environmental Regulation|eye mask and earplugs
NCT05014841,Bilingualism|Brain Tumor|Epilepsy|Speech,Behavioral,Speech Tasks
NCT05016765,"Tic Disorder, Chronic Motor or Vocal|Tourette Syndrome",Device,"Active, self-directed electrical stimulation of the median nerve"
NCT05018234,Obstructive Sleep Apnea,Device,Noval Oral Appliance
NCT05022147,"Accidental Fall|Deep Brain Stimulation|Disease Progression|Gait Disorders, Neurologic|Parkinson Disease|Subthalamic Nucleus",Device|Drug,"Alternating, 10 sec High-Frequency, 10 sec Low-Frequency Stimulation|Alternating, 10 sec High-Frequency, 50 sec Low-Frequency Stimulation|Alternating, 50 sec High-Frequency, 10 sec Low-Frequency Stimulation|Alternating, 50 sec High-Frequency, 50 sec Low-Frequency Stimulation|High-Frequency-Only Stimulation|Low-Frequency-Only Stimulation|OFF Dopaminergic Medication|ON Dopaminergic Medication"
NCT05025917,"Muscle Weakness|Osteoporosis, Postmenopausal",Dietary Supplement,Magnesium stearate|Shatavari
NCT05041582,Motor|Stroke,Behavioral|Device|Drug,Citalopram|Rehabilitation|tDCS
NCT05063708,Deglutition Disorders|Multiple Sclerosis,Device,Experimental: traditional dysphagia therapy plus Neuromuscular electrostimulation|Sham Comparator: Traditional dysphagia therapy plus sham Neuromuscular electrostimulation
NCT05086809,"Deafness|Ear Diseases|Hearing Disorders|Hearing Loss|Hearing Loss, Conductive|Hearing Loss, Mixed|Nervous System Diseases|Neurologic Manifestations|Otorhinolaryngologic Diseases|Sensation Disorders",Device,Device A|Device B
NCT05089422,Exotropia,Procedure,Squint surgery
NCT05104593,Alzheimer Disease|Asthma|Behavioral Symptoms|Chronic Kidney Diseases|Chronic Obstructive Pulmonary Disease|Comorbidities and Coexisting Conditions|Coronary Artery Disease|Dementia|Diabetes|Frailty|Heart Failure|Hypertension|Malnutrition|Sarcopenia|Stroke,Other,Intervention tested (CAREPATH)
NCT05117034,"Analgesia|Anesthesia|Pain, Postoperative",Drug,Morphine|Nacl 0.9%
NCT05126862,Huntington Disease|Parkinson Disease,Behavioral,MindTrails
NCT05150093,Dystonia|Laryngeal Dystonia|Spasmodic Dysphonia|Tremor,Procedure,Deep Brain Stimulation
NCT05168384,"Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting|Multiple Sclerosis, Secondary Progressive",Combination Product,Extracorporeal Photopheresis|MS standard of care
NCT05182437,Epilepsy,Radiation,LINAC-based Stereotactic Radiotherapy
NCT05195606,Head Trauma|Nursing Caries|Traumatic Coma,Other,Auditory stimulus|Tactile stimulus
NCT05197803,Hearing Loss,Device,Hearing aid model
NCT05207865,Episodic Migraine|Migraine|Phonophobia|Photophobia,Drug,Rimegepant
NCT05216315,Aging|Alzheimer Disease|Mild Cognitive Impairment,Device,Sham stimulation|Transcranial direct current stimulation (tDCS)
NCT05220072,Parkinson Disease,Drug,Carbon-14 BIA 28-6156
NCT05222386,Corticobasal Degeneration|Dementia With Lewy Bodies|Lewy Body Parkinsonism|Multiple System Atrophy|Parkinson Disease|Parkinson Disease Dementia|Parkinson's Disease and Parkinsonism|Progressive Supranuclear Palsy|Vascular Parkinsonism,Other,Online Community-Supported Palliative Care|Parkinson Disease Standard Care
NCT05222477,Nocturia|Sleep Deprivation,Behavioral,Abdominal muscles exercise|pelvic floor exercise
NCT05239390,Alzheimer Disease,Drug,SCI -110
NCT05240976,Schizophrenia,Drug,NMDAE plus AIFA|NMDAE plus Placebo Cap
NCT05254964,Stroke,Procedure,Cognitive rehabilitation
NCT05285852,Migraine,Other,Dry Needling|Placebo Dry Needling
NCT05287503,GBA Gene Mutation|Parkinson Disease,Drug,Ambroxol Hydrochloride|Placebo
NCT05291455,Epilepsy,Drug,Lacosamide|Phenobarbital
NCT05307354,Nerve Compression Syndromes|Neuropathic Pain,Other,Foot-ankle range of motion exercises|Tibial Nerve Mobilization
NCT05337982,Healthy|Spinal Cord Injuries,Other,Downhill Eccentric Treadmill Training with Electrical Stimulation
NCT05350124,End Stage Renal Disease|Restless Legs Syndrome,Drug,Ascorbic acid|Placebo capsule|Tocopherol
NCT05352373,Rett Syndrome,Dietary Supplement,calcium|placebo
NCT05353452,"Epilepsy, Post-Traumatic",Behavioral,Neurology Based Collaborative Care|SOC Neurological care
NCT05369793,Diabetic Neuropathies|Type 2 Diabetes (Adult Onset),Drug,Alpha lipoic acid|Roflumilast
NCT05375240,Beta Blocker|Brain Diseases|Cardiovascular Diseases|Central Nervous System Diseases|Cerebrovascular Disorders|Immunologic Factors|Ischemic Stroke|Molecular Mechanisms of Pharmacological Action|Nervous System Diseases|Physiological Effects of Drugs|Propranolol|Stroke,Drug,Ceftriaxone|Propranolol
NCT05387798,Prader-Willi Syndrome,Drug,RAD011
NCT05395494,Fibromyalgia,Device|Drug,D-Cycloserine|Placebo oral tablet|iTBS repetitive Transcranial Magnetic Stimulation (rTMS)
NCT05443542,Acquired Brain Injury|Brain Diseases|Brain Injuries|Stroke|Traumatic Brain Injury,Device|Other,Control intervention|Virtual Reality
NCT05448469,Analgesia,Drug|Procedure,conventional analgesia|ultrasound guided erector spinae plane block|ultrasound guided paravertebral block
NCT05462340,Schizophrenia,Drug,[18F]ASEM|[18F]AZAN
NCT05462678,Multiple Sclerosis,Behavioral,Cognitive Rehabilitation|Combined Rehabilitation|Motor Rehabilitation
NCT05464563,Schizoaffective Disorder|Schizophrenia,Device,Electroencephalogram
NCT05468801,Migraine,Other,Individualized Homeopathic Remedy|Placebo
NCT05473676,Brain Injuries|Cerebral Palsy|Mobility Limitation|Spina Bifida|Spinal Cord Injuries,Device,Robotic Training Period
NCT05479981,"DM1|Genetic Diseases, Inborn|Heredodegenerative Disorders, Nervous System|Muscular Diseases|Muscular Disorders, Atrophic|Muscular Dystrophies|Musculoskeletal Diseases|Myotonic Disorders|Myotonic Dystrophy|Myotonic Dystrophy 1|Nervous System Diseases|Neurodegenerative Diseases|Neuromuscular Diseases",Drug,AOC 1001|Placebo
NCT05483556,Aphasia|Stroke,Device,Real tDCS|Sham tDCS
NCT05484219,"Arteriovenous Malformations|Cavernoma|Tumor, Brain",Device,Functional navigation
NCT05490576,Chronic Traumatic Encephalopathy|Cognitive Impairment|Head Injury Trauma|Neurodegenerative Diseases|Traumatic Encephalopathy,Radiation,[18F] PI-2620 Tau Ligand
NCT05507385,Anhedonia|Depression,Behavioral,Control|IMAGINE-POSITIVE
NCT05512884,Aphasia,Behavioral,Speeded anomia therapy
NCT05513794,Parkinson Disease,Device,MRI Imaging
NCT05520359,Cerebral Palsy|Hypoxic-Ischemic Encephalopathy|Periventricular Leukomalacia|Premature Birth|Stroke,Device,Mobility Device|Spinal Stimulation
NCT05527587,Alzheimer Disease|Mild Dementia|Moderate Dementia,Other,Nature Connections Intervention
NCT05532813,Metformin|Myotonic Dystrophy 1|Steinert's Disease,Drug,Treatment taken
NCT05539287,Drug Resistant Epilepsy,Drug,Lactobacillus-Based Capsule
NCT05543239,Neuropathic Pain|Radiotherapy Side Effect,Device,Sham Transcutaneous Auricular Vagus Nerve Stimulation(SS)|Transcutaneous Auricular Vagus Nerve Stimulation(TaVNS)
NCT05563402,Ataxia|Multiple Sclerosis|Paraplegia,Device,Atalante
NCT05590455,HIV I Infection|Tuberculous Meningitis,Drug,Adalimumab Injection
