"nct_id","start_date","completion_date","phase","official_title","description","condition_name","intervention_type","intervention_name"
NCT00738179,2008-09-30,2015-12-31,Phase 3,Sleep Apnea cardioVascular Endpoints Study - Investigating the Effectiveness of Treatment With CPAP vs Standard Care in Reducing CV Morbidity and Mortality in Patients With Co-existing CV Disease and Moderate-severe Obstructive Sleep Apnea.,"Obstructive Sleep Apnea (OSA) is a condition in which a person stops breathing for several seconds at a time due to relaxation of the throat muscles. This can occur many times during sleep. It is known to cause sleepiness and poor concentration during the day. Research indicates that OSA may be a modifiable risk factor for cardiovascular disease due to its association with hypertension, stroke, heart attack and sudden death. The standard therapy for symptomatic OSA is continuous positive airway pressure (CPAP). CPAP has been shown to effectively reduce snoring, obstructive episodes and daytime sleepiness and to modestly reduce blood pressure and other risk factors for cardiovascular disease. The overall aim of SAVE is to determine if CPAP can reduce the risk of heart attack, stroke or heart failure for people with OSA.",Cardiovascular Disease,Other,Standard care
NCT02034357,2011-06-30,2016-03-31,Not Applicable,Sleep Disordered Breathing and Its Impact on Neuro-cognitive Performance and Quality of Life in Parkinson Disease,"The purpose of this study is to determine the impact of sleep and breathing problems during sleep on memory, attention, and general well being (quality of life) in people with Parkinson Disease.",Parkinson's Disease,Other,Neurocognitive function
NCT02034357,2011-06-30,2016-03-31,Not Applicable,Sleep Disordered Breathing and Its Impact on Neuro-cognitive Performance and Quality of Life in Parkinson Disease,"The purpose of this study is to determine the impact of sleep and breathing problems during sleep on memory, attention, and general well being (quality of life) in people with Parkinson Disease.",Sleep Disordered Breathing,Other,Neurocognitive function
NCT02034357,2011-06-30,2016-03-31,Not Applicable,Sleep Disordered Breathing and Its Impact on Neuro-cognitive Performance and Quality of Life in Parkinson Disease,"The purpose of this study is to determine the impact of sleep and breathing problems during sleep on memory, attention, and general well being (quality of life) in people with Parkinson Disease.",Sleep Obstructive Apnea,Other,Neurocognitive function
NCT02034357,2011-06-30,2016-03-31,Not Applicable,Sleep Disordered Breathing and Its Impact on Neuro-cognitive Performance and Quality of Life in Parkinson Disease,"The purpose of this study is to determine the impact of sleep and breathing problems during sleep on memory, attention, and general well being (quality of life) in people with Parkinson Disease.",Parkinson's Disease,Other,Sleep evaluations
NCT02034357,2011-06-30,2016-03-31,Not Applicable,Sleep Disordered Breathing and Its Impact on Neuro-cognitive Performance and Quality of Life in Parkinson Disease,"The purpose of this study is to determine the impact of sleep and breathing problems during sleep on memory, attention, and general well being (quality of life) in people with Parkinson Disease.",Sleep Disordered Breathing,Other,Sleep evaluations
NCT02034357,2011-06-30,2016-03-31,Not Applicable,Sleep Disordered Breathing and Its Impact on Neuro-cognitive Performance and Quality of Life in Parkinson Disease,"The purpose of this study is to determine the impact of sleep and breathing problems during sleep on memory, attention, and general well being (quality of life) in people with Parkinson Disease.",Sleep Obstructive Apnea,Other,Sleep evaluations
NCT00696111,2007-12-31,2023-06-30,Not Applicable,"PCOS, Sleep Apnea and Metabolic Risk in Women",The purpose of this study is to look at the metabolic (use of energy) and hormonal features of sleep problems in women with polycystic ovary syndrome (PCOS).,Polycystic Ovary Syndrome,Device,CPAP
NCT00696111,2007-12-31,2023-06-30,Not Applicable,"PCOS, Sleep Apnea and Metabolic Risk in Women",The purpose of this study is to look at the metabolic (use of energy) and hormonal features of sleep problems in women with polycystic ovary syndrome (PCOS).,Obstructive Sleep Apnea,Device,CPAP
NCT00475748,2007-05-31,2010-05-31,Phase 2,"ASIA Motor, Functional and Health Related Quality of Life Outcome in Traumatic Central Cord Syndrome, a Prospective Randomized Study","ABSTRACT/EXECUTIVE SUMMARY BACKGROUND, SIGNIFICANCE & RATIONALE: Between 10-20% of the more than 6000 cases of spinal cord injury seen annually in the North America have the clinical pattern of traumatic central cord syndrome (TCCS). These patients are usually older, most likely have sustained a fall, and have incomplete spinal cord injury characterized by dysesthetic and weak upper extremities. CT scan of the cervical spine in patients with TCCS often shows disc/osteophytes complex superimposed on degenerative or congenital spinal stenosis and MRI reveals signal changes at one or multiple skeletal segments. A minority of these patients suffer from fracture/subluxations, however, this group of patients are younger and have been involved in a more dynamic trauma. Since 1951, when Schneider et al reported this syndrome, controversy has dominated its surgical management. The current ""Guidelines for the Management of Acute Cervical Spine and Spinal Cord Injuries"" recommendations are only at the level of options, since prospective outcome data are unavailable.

HYPOTHESIS: in acute traumatic central cord syndrome, surgical decompression of the spinal cord within five days will result in more rapid motor recovery, than decompression 6 weeks following injury. To test this hypothesis, we will pursue the following specific aims:

SPECIFIC AIM I: To compare American Spinal Injury Association (ASIA) Motor Scores after three months post injury in patients with central cord syndrome operated on within five days of injury to a similar group of patients operated on 6 weeks following injury.

SPECIFIC AIM II: To compare functional outcome, health related quality of life and posttraumatic syrinx size in patients with traumatic central cord syndrome operated on within five days to a similar group of patients operated on 6 weeks following injury.

DESIGN: Single center prospective randomized study. PROCEDURE: In a two-year period thirty patients with traumatic central cord syndrome and cord compression (15 patients in each group) will be randomized to undergo surgical decompression either within the first five days or at 6 weeks following spinal cord injury. ASIA motor, functional recovery and health related quality of life between the two groups will be compared at admission, discharge from rehab facility 3 months and 12 months after surgery.",Central Cord Syndrome,Procedure,Early and late surgery for traumatic central cord syndrome
NCT00475748,2007-05-31,2010-05-31,Phase 2,"ASIA Motor, Functional and Health Related Quality of Life Outcome in Traumatic Central Cord Syndrome, a Prospective Randomized Study","ABSTRACT/EXECUTIVE SUMMARY BACKGROUND, SIGNIFICANCE & RATIONALE: Between 10-20% of the more than 6000 cases of spinal cord injury seen annually in the North America have the clinical pattern of traumatic central cord syndrome (TCCS). These patients are usually older, most likely have sustained a fall, and have incomplete spinal cord injury characterized by dysesthetic and weak upper extremities. CT scan of the cervical spine in patients with TCCS often shows disc/osteophytes complex superimposed on degenerative or congenital spinal stenosis and MRI reveals signal changes at one or multiple skeletal segments. A minority of these patients suffer from fracture/subluxations, however, this group of patients are younger and have been involved in a more dynamic trauma. Since 1951, when Schneider et al reported this syndrome, controversy has dominated its surgical management. The current ""Guidelines for the Management of Acute Cervical Spine and Spinal Cord Injuries"" recommendations are only at the level of options, since prospective outcome data are unavailable.

HYPOTHESIS: in acute traumatic central cord syndrome, surgical decompression of the spinal cord within five days will result in more rapid motor recovery, than decompression 6 weeks following injury. To test this hypothesis, we will pursue the following specific aims:

SPECIFIC AIM I: To compare American Spinal Injury Association (ASIA) Motor Scores after three months post injury in patients with central cord syndrome operated on within five days of injury to a similar group of patients operated on 6 weeks following injury.

SPECIFIC AIM II: To compare functional outcome, health related quality of life and posttraumatic syrinx size in patients with traumatic central cord syndrome operated on within five days to a similar group of patients operated on 6 weeks following injury.

DESIGN: Single center prospective randomized study. PROCEDURE: In a two-year period thirty patients with traumatic central cord syndrome and cord compression (15 patients in each group) will be randomized to undergo surgical decompression either within the first five days or at 6 weeks following spinal cord injury. ASIA motor, functional recovery and health related quality of life between the two groups will be compared at admission, discharge from rehab facility 3 months and 12 months after surgery.",Spinal Cord Injury,Procedure,Early and late surgery for traumatic central cord syndrome
NCT00475748,2007-05-31,2010-05-31,Phase 2,"ASIA Motor, Functional and Health Related Quality of Life Outcome in Traumatic Central Cord Syndrome, a Prospective Randomized Study","ABSTRACT/EXECUTIVE SUMMARY BACKGROUND, SIGNIFICANCE & RATIONALE: Between 10-20% of the more than 6000 cases of spinal cord injury seen annually in the North America have the clinical pattern of traumatic central cord syndrome (TCCS). These patients are usually older, most likely have sustained a fall, and have incomplete spinal cord injury characterized by dysesthetic and weak upper extremities. CT scan of the cervical spine in patients with TCCS often shows disc/osteophytes complex superimposed on degenerative or congenital spinal stenosis and MRI reveals signal changes at one or multiple skeletal segments. A minority of these patients suffer from fracture/subluxations, however, this group of patients are younger and have been involved in a more dynamic trauma. Since 1951, when Schneider et al reported this syndrome, controversy has dominated its surgical management. The current ""Guidelines for the Management of Acute Cervical Spine and Spinal Cord Injuries"" recommendations are only at the level of options, since prospective outcome data are unavailable.

HYPOTHESIS: in acute traumatic central cord syndrome, surgical decompression of the spinal cord within five days will result in more rapid motor recovery, than decompression 6 weeks following injury. To test this hypothesis, we will pursue the following specific aims:

SPECIFIC AIM I: To compare American Spinal Injury Association (ASIA) Motor Scores after three months post injury in patients with central cord syndrome operated on within five days of injury to a similar group of patients operated on 6 weeks following injury.

SPECIFIC AIM II: To compare functional outcome, health related quality of life and posttraumatic syrinx size in patients with traumatic central cord syndrome operated on within five days to a similar group of patients operated on 6 weeks following injury.

DESIGN: Single center prospective randomized study. PROCEDURE: In a two-year period thirty patients with traumatic central cord syndrome and cord compression (15 patients in each group) will be randomized to undergo surgical decompression either within the first five days or at 6 weeks following spinal cord injury. ASIA motor, functional recovery and health related quality of life between the two groups will be compared at admission, discharge from rehab facility 3 months and 12 months after surgery.",Quadriparesis,Procedure,Early and late surgery for traumatic central cord syndrome
NCT05418296,2022-06-09,2023-09-30,Not Applicable,Assessing a Novel Virtual Environment That Primes Individuals Living With AD/ADRD to Accomplish Activities of Daily Living,"This Phase 1 study looks at how a new videogame-based program can help residents and care partners prepare for ADLs in a fun way with minimal risk, potentially reducing escalating problems associated with ADL completions.",Dementia,Device,A novel digital health device
NCT05418296,2022-06-09,2023-09-30,Not Applicable,Assessing a Novel Virtual Environment That Primes Individuals Living With AD/ADRD to Accomplish Activities of Daily Living,"This Phase 1 study looks at how a new videogame-based program can help residents and care partners prepare for ADLs in a fun way with minimal risk, potentially reducing escalating problems associated with ADL completions.",Alzheimer Disease,Device,A novel digital health device
NCT05418296,2022-06-09,2023-09-30,Not Applicable,Assessing a Novel Virtual Environment That Primes Individuals Living With AD/ADRD to Accomplish Activities of Daily Living,"This Phase 1 study looks at how a new videogame-based program can help residents and care partners prepare for ADLs in a fun way with minimal risk, potentially reducing escalating problems associated with ADL completions.",Neurodegenerative Diseases,Device,A novel digital health device
NCT04789616,2022-09-15,2024-12-31,Phase 2,The CAMAROS Trial: The Canadian Maraviroc RCT To Augment Rehabilitation Outcomes After Stroke,"The CAMAROS trial is a randomized controlled phase II trial analyzing the effect of coupling a C-C chemokine receptor 5 (CCR5) antagonist, Maraviroc (Celsentri), and exercise to improve both upper and lower extremity recovery after a stroke.",Stroke,Behavioral,Exercise Program
NCT04789616,2022-09-15,2024-12-31,Phase 2,The CAMAROS Trial: The Canadian Maraviroc RCT To Augment Rehabilitation Outcomes After Stroke,"The CAMAROS trial is a randomized controlled phase II trial analyzing the effect of coupling a C-C chemokine receptor 5 (CCR5) antagonist, Maraviroc (Celsentri), and exercise to improve both upper and lower extremity recovery after a stroke.",Stroke,Other,Placebo
NCT04789616,2022-09-15,2024-12-31,Phase 2,The CAMAROS Trial: The Canadian Maraviroc RCT To Augment Rehabilitation Outcomes After Stroke,"The CAMAROS trial is a randomized controlled phase II trial analyzing the effect of coupling a C-C chemokine receptor 5 (CCR5) antagonist, Maraviroc (Celsentri), and exercise to improve both upper and lower extremity recovery after a stroke.",Stroke,Device,Activity Sensor
NCT04789616,2022-09-15,2024-12-31,Phase 2,The CAMAROS Trial: The Canadian Maraviroc RCT To Augment Rehabilitation Outcomes After Stroke,"The CAMAROS trial is a randomized controlled phase II trial analyzing the effect of coupling a C-C chemokine receptor 5 (CCR5) antagonist, Maraviroc (Celsentri), and exercise to improve both upper and lower extremity recovery after a stroke.",Stroke,Behavioral,Motor Learning
NCT03780855,2017-06-14,2019-12-31,Not Applicable,Preliminary Evaluation of the Safety and Effectiveness of the Bionic Nerve Scaffold With Longitudinally Oriented Microchannels in Clinical Application,"The objective of the study is to preliminarily evaluate the clinical safety and effectiveness of the bionic nerve scaffold with longitudinally oriented microchannels. 10 patients with peripheral sensory nerve defects will be involved and divided into 2 groups: the experimental group is treated with the nerve scaffold, and the control group without that. Then follow the cases up and draw conclusion according to the results of observation and examination.",Peripheral Nerve Injuries,Device,nerve scaffold
NCT02038192,2013-10-31,2014-10-31,Not Applicable,Living With Hope: Pilot Study of the Living With Hope Program for Family Caregivers of Persons With Dementia Residing in Long Term Care Facilities,"Hope is important for family/friends of persons with dementia residing in Long Term Care Facilities. Our research team has developed a program (Living with Hope) to increase hope and quality of life of family caregivers. The Living with Hope Program involves a) viewing the Living with Hope film which features caregivers of persons with dementia describing their hope and b) a hope activity entitled ""Stories of the Present"". A new Living with Hope film entitled ""Connecting with Hope"" has been produced and will be used in this pilot study. The purpose of this pilot study is to evaluate the feasibility and acceptability of the Living With Hope Program and collect preliminary data on the effectiveness of the Living with Hope Program for family members of persons with dementia residing in Long Term Care.

30 participants will be recruited from St. Joseph's Auxiliary hospital, the Alzheimer's Society of Alberta, and the Alberta Caregivers Association in Edmonton based on inclusion criteria. Participants will be randomly assigned to one of three groups: treatment (Watching a film on hope and Stories of the Present for one month); low dose group (Stories of the Present only); or usual care group. In all groups measures of hope, quality of life, self-efficacy and guild will be collected at visit 1, day 7, day 14 and one month in addition to demographic information. Participants in group 1 and 2 (treatment group) will be asked to describe what they were thinking about when doing the hope activities on day 7, 14 and one month using qualitative interviews. At one month all participants will be interviewed using open ended audio-taped questions to help evaluate the study procedures",Dementia,Behavioral,Living with Hope Program
NCT02038192,2013-10-31,2014-10-31,Not Applicable,Living With Hope: Pilot Study of the Living With Hope Program for Family Caregivers of Persons With Dementia Residing in Long Term Care Facilities,"Hope is important for family/friends of persons with dementia residing in Long Term Care Facilities. Our research team has developed a program (Living with Hope) to increase hope and quality of life of family caregivers. The Living with Hope Program involves a) viewing the Living with Hope film which features caregivers of persons with dementia describing their hope and b) a hope activity entitled ""Stories of the Present"". A new Living with Hope film entitled ""Connecting with Hope"" has been produced and will be used in this pilot study. The purpose of this pilot study is to evaluate the feasibility and acceptability of the Living With Hope Program and collect preliminary data on the effectiveness of the Living with Hope Program for family members of persons with dementia residing in Long Term Care.

30 participants will be recruited from St. Joseph's Auxiliary hospital, the Alzheimer's Society of Alberta, and the Alberta Caregivers Association in Edmonton based on inclusion criteria. Participants will be randomly assigned to one of three groups: treatment (Watching a film on hope and Stories of the Present for one month); low dose group (Stories of the Present only); or usual care group. In all groups measures of hope, quality of life, self-efficacy and guild will be collected at visit 1, day 7, day 14 and one month in addition to demographic information. Participants in group 1 and 2 (treatment group) will be asked to describe what they were thinking about when doing the hope activities on day 7, 14 and one month using qualitative interviews. At one month all participants will be interviewed using open ended audio-taped questions to help evaluate the study procedures",Dementia,Behavioral,Stories of the Present
NCT03567239,2018-06-25,2021-05-31,Not Applicable,Evaluating the Impact of Custom Assistive and Adaptive Technology,"Madonna's Rehabilitation Engineering Center of Excellence (REC) is continually developing custom devices for persons with disabilities. These devices are created to improve the independence of individuals living with disabilities at Madonna Rehabilitation Hospitals and in the community. The purpose of this study is to investigate the impact custom assistive and adaptive devices have on patient independence, quality of life, and experience at Madonna Rehabilitation Hospitals.",Disability Physical,Device,Using adaptive device.
NCT03567239,2018-06-25,2021-05-31,Not Applicable,Evaluating the Impact of Custom Assistive and Adaptive Technology,"Madonna's Rehabilitation Engineering Center of Excellence (REC) is continually developing custom devices for persons with disabilities. These devices are created to improve the independence of individuals living with disabilities at Madonna Rehabilitation Hospitals and in the community. The purpose of this study is to investigate the impact custom assistive and adaptive devices have on patient independence, quality of life, and experience at Madonna Rehabilitation Hospitals.",Brain Injuries,Device,Using adaptive device.
NCT03567239,2018-06-25,2021-05-31,Not Applicable,Evaluating the Impact of Custom Assistive and Adaptive Technology,"Madonna's Rehabilitation Engineering Center of Excellence (REC) is continually developing custom devices for persons with disabilities. These devices are created to improve the independence of individuals living with disabilities at Madonna Rehabilitation Hospitals and in the community. The purpose of this study is to investigate the impact custom assistive and adaptive devices have on patient independence, quality of life, and experience at Madonna Rehabilitation Hospitals.",Stroke,Device,Using adaptive device.
NCT03567239,2018-06-25,2021-05-31,Not Applicable,Evaluating the Impact of Custom Assistive and Adaptive Technology,"Madonna's Rehabilitation Engineering Center of Excellence (REC) is continually developing custom devices for persons with disabilities. These devices are created to improve the independence of individuals living with disabilities at Madonna Rehabilitation Hospitals and in the community. The purpose of this study is to investigate the impact custom assistive and adaptive devices have on patient independence, quality of life, and experience at Madonna Rehabilitation Hospitals.",Spinal Cord Injuries,Device,Using adaptive device.
NCT03567239,2018-06-25,2021-05-31,Not Applicable,Evaluating the Impact of Custom Assistive and Adaptive Technology,"Madonna's Rehabilitation Engineering Center of Excellence (REC) is continually developing custom devices for persons with disabilities. These devices are created to improve the independence of individuals living with disabilities at Madonna Rehabilitation Hospitals and in the community. The purpose of this study is to investigate the impact custom assistive and adaptive devices have on patient independence, quality of life, and experience at Madonna Rehabilitation Hospitals.",Multiple Sclerosis,Device,Using adaptive device.
NCT03567239,2018-06-25,2021-05-31,Not Applicable,Evaluating the Impact of Custom Assistive and Adaptive Technology,"Madonna's Rehabilitation Engineering Center of Excellence (REC) is continually developing custom devices for persons with disabilities. These devices are created to improve the independence of individuals living with disabilities at Madonna Rehabilitation Hospitals and in the community. The purpose of this study is to investigate the impact custom assistive and adaptive devices have on patient independence, quality of life, and experience at Madonna Rehabilitation Hospitals.",Paralysis,Device,Using adaptive device.
NCT05820919,2023-05-30,2027-05-29,Not Applicable,Enhancing Sleep Quality for Nursing Home Residents With Dementia: Pragmatic Trial of an Evidence-Based Frontline Huddling Program,"This study seeks to improve clinical outcomes for an important, growing, and vulnerable population-nursing home residents with Alzheimer's disease or related dementias-by testing an evidence-based intervention to improve these residents' sleep. It will also examine the implementation and sustainment of this intervention.",Alzheimer Disease,Behavioral,LOCK Sleep Program
NCT05820919,2023-05-30,2027-05-29,Not Applicable,Enhancing Sleep Quality for Nursing Home Residents With Dementia: Pragmatic Trial of an Evidence-Based Frontline Huddling Program,"This study seeks to improve clinical outcomes for an important, growing, and vulnerable population-nursing home residents with Alzheimer's disease or related dementias-by testing an evidence-based intervention to improve these residents' sleep. It will also examine the implementation and sustainment of this intervention.",Dementia,Behavioral,LOCK Sleep Program
NCT05820919,2023-05-30,2027-05-29,Not Applicable,Enhancing Sleep Quality for Nursing Home Residents With Dementia: Pragmatic Trial of an Evidence-Based Frontline Huddling Program,"This study seeks to improve clinical outcomes for an important, growing, and vulnerable population-nursing home residents with Alzheimer's disease or related dementias-by testing an evidence-based intervention to improve these residents' sleep. It will also examine the implementation and sustainment of this intervention.",Sleep Disorder,Behavioral,LOCK Sleep Program
NCT05820919,2023-05-30,2027-05-29,Not Applicable,Enhancing Sleep Quality for Nursing Home Residents With Dementia: Pragmatic Trial of an Evidence-Based Frontline Huddling Program,"This study seeks to improve clinical outcomes for an important, growing, and vulnerable population-nursing home residents with Alzheimer's disease or related dementias-by testing an evidence-based intervention to improve these residents' sleep. It will also examine the implementation and sustainment of this intervention.",Sleep Disturbance,Behavioral,LOCK Sleep Program
NCT05820919,2023-05-30,2027-05-29,Not Applicable,Enhancing Sleep Quality for Nursing Home Residents With Dementia: Pragmatic Trial of an Evidence-Based Frontline Huddling Program,"This study seeks to improve clinical outcomes for an important, growing, and vulnerable population-nursing home residents with Alzheimer's disease or related dementias-by testing an evidence-based intervention to improve these residents' sleep. It will also examine the implementation and sustainment of this intervention.",Alzheimer Disease,Other,No intervention (control period/baseline data collection)
NCT05820919,2023-05-30,2027-05-29,Not Applicable,Enhancing Sleep Quality for Nursing Home Residents With Dementia: Pragmatic Trial of an Evidence-Based Frontline Huddling Program,"This study seeks to improve clinical outcomes for an important, growing, and vulnerable population-nursing home residents with Alzheimer's disease or related dementias-by testing an evidence-based intervention to improve these residents' sleep. It will also examine the implementation and sustainment of this intervention.",Dementia,Other,No intervention (control period/baseline data collection)
NCT05820919,2023-05-30,2027-05-29,Not Applicable,Enhancing Sleep Quality for Nursing Home Residents With Dementia: Pragmatic Trial of an Evidence-Based Frontline Huddling Program,"This study seeks to improve clinical outcomes for an important, growing, and vulnerable population-nursing home residents with Alzheimer's disease or related dementias-by testing an evidence-based intervention to improve these residents' sleep. It will also examine the implementation and sustainment of this intervention.",Sleep Disorder,Other,No intervention (control period/baseline data collection)
NCT05820919,2023-05-30,2027-05-29,Not Applicable,Enhancing Sleep Quality for Nursing Home Residents With Dementia: Pragmatic Trial of an Evidence-Based Frontline Huddling Program,"This study seeks to improve clinical outcomes for an important, growing, and vulnerable population-nursing home residents with Alzheimer's disease or related dementias-by testing an evidence-based intervention to improve these residents' sleep. It will also examine the implementation and sustainment of this intervention.",Sleep Disturbance,Other,No intervention (control period/baseline data collection)
NCT04699734,2020-09-08,2026-12-31,Not Applicable,Peripheral Nerve Block in Patients With Painful Diabetic Polyneuropathy: How Important is the Peripheral Signaling?,The purpose of the present study is to evaluate the role of peripheral afferent input for spontaneous pain in painful diabetic polyneuropathy,Painful Diabetic Neuropathy,Diagnostic Test,Xylocaine 1%
NCT04699734,2020-09-08,2026-12-31,Not Applicable,Peripheral Nerve Block in Patients With Painful Diabetic Polyneuropathy: How Important is the Peripheral Signaling?,The purpose of the present study is to evaluate the role of peripheral afferent input for spontaneous pain in painful diabetic polyneuropathy,Neuropathic Pain,Diagnostic Test,Xylocaine 1%
NCT04699734,2020-09-08,2026-12-31,Not Applicable,Peripheral Nerve Block in Patients With Painful Diabetic Polyneuropathy: How Important is the Peripheral Signaling?,The purpose of the present study is to evaluate the role of peripheral afferent input for spontaneous pain in painful diabetic polyneuropathy,Neuropathy;Peripheral,Diagnostic Test,Xylocaine 1%
NCT04699734,2020-09-08,2026-12-31,Not Applicable,Peripheral Nerve Block in Patients With Painful Diabetic Polyneuropathy: How Important is the Peripheral Signaling?,The purpose of the present study is to evaluate the role of peripheral afferent input for spontaneous pain in painful diabetic polyneuropathy,Painful Diabetic Neuropathy,Diagnostic Test,NaCl 9mg/ml
NCT04699734,2020-09-08,2026-12-31,Not Applicable,Peripheral Nerve Block in Patients With Painful Diabetic Polyneuropathy: How Important is the Peripheral Signaling?,The purpose of the present study is to evaluate the role of peripheral afferent input for spontaneous pain in painful diabetic polyneuropathy,Neuropathic Pain,Diagnostic Test,NaCl 9mg/ml
NCT04699734,2020-09-08,2026-12-31,Not Applicable,Peripheral Nerve Block in Patients With Painful Diabetic Polyneuropathy: How Important is the Peripheral Signaling?,The purpose of the present study is to evaluate the role of peripheral afferent input for spontaneous pain in painful diabetic polyneuropathy,Neuropathy;Peripheral,Diagnostic Test,NaCl 9mg/ml
NCT02811614,2016-07-01,2022-07-31,Not Applicable,Minimally-invasive Surgery Versus Craniotomy in Patients With Supratentorial Hypertensive Intracerebral Hemorrhage: A Multi-center Randomized Controlled Trial,"The effectiveness of craniotomy in the treatment of intracerebral hemorrhage remains controversial. Two main types of minimally invasive surgery, endoscopic evacuation and stereotactic aspiration, have been attempted for hematoma removal and show some advantages. However, prospective and controlled studies are still lacking. This is a multi-center randomized controlled trial designed to determine whether minimally invasive hematoma evacuation with endoscopic or stereotactic aspiration will improve the outcome in patients with hypertensive intracerebral hemorrhage compared with small-boneflap craniotomy. Patients will be randomly assigned to endoscopy group, stereotactic aspiration group or small-boneflap craniotomy group in a 1:1:1 ratio.","Intracranial Hemorrhage, Hypertensive",Procedure,Endoscopic Evacuation
NCT02811614,2016-07-01,2022-07-31,Not Applicable,Minimally-invasive Surgery Versus Craniotomy in Patients With Supratentorial Hypertensive Intracerebral Hemorrhage: A Multi-center Randomized Controlled Trial,"The effectiveness of craniotomy in the treatment of intracerebral hemorrhage remains controversial. Two main types of minimally invasive surgery, endoscopic evacuation and stereotactic aspiration, have been attempted for hematoma removal and show some advantages. However, prospective and controlled studies are still lacking. This is a multi-center randomized controlled trial designed to determine whether minimally invasive hematoma evacuation with endoscopic or stereotactic aspiration will improve the outcome in patients with hypertensive intracerebral hemorrhage compared with small-boneflap craniotomy. Patients will be randomly assigned to endoscopy group, stereotactic aspiration group or small-boneflap craniotomy group in a 1:1:1 ratio.","Intracranial Hemorrhage, Hypertensive",Procedure,Stereotactic Aspiration
NCT02811614,2016-07-01,2022-07-31,Not Applicable,Minimally-invasive Surgery Versus Craniotomy in Patients With Supratentorial Hypertensive Intracerebral Hemorrhage: A Multi-center Randomized Controlled Trial,"The effectiveness of craniotomy in the treatment of intracerebral hemorrhage remains controversial. Two main types of minimally invasive surgery, endoscopic evacuation and stereotactic aspiration, have been attempted for hematoma removal and show some advantages. However, prospective and controlled studies are still lacking. This is a multi-center randomized controlled trial designed to determine whether minimally invasive hematoma evacuation with endoscopic or stereotactic aspiration will improve the outcome in patients with hypertensive intracerebral hemorrhage compared with small-boneflap craniotomy. Patients will be randomly assigned to endoscopy group, stereotactic aspiration group or small-boneflap craniotomy group in a 1:1:1 ratio.","Intracranial Hemorrhage, Hypertensive",Procedure,Craniotomy
NCT02407951,2015-04-30,2018-04-30,Not Applicable,Tel Aviv Sourasky Medical Center,Tourette Syndrome (TS) is a disorder characterized by motor and vocal tics. The most studied and promising intervention is Habit Reversal Training (HRT) and its variations: Behavioral Comprehensive Intervention for Tics (CBIT). Group intervention for children with TS has not been evaluated. The aim of this study is to assess the efficacy of CBIT group intervention compared with Psycho-Educational-Supportive group in terms of tic severity.,Tourette Syndrome,Behavioral,CBIT group
NCT02407951,2015-04-30,2018-04-30,Not Applicable,Tel Aviv Sourasky Medical Center,Tourette Syndrome (TS) is a disorder characterized by motor and vocal tics. The most studied and promising intervention is Habit Reversal Training (HRT) and its variations: Behavioral Comprehensive Intervention for Tics (CBIT). Group intervention for children with TS has not been evaluated. The aim of this study is to assess the efficacy of CBIT group intervention compared with Psycho-Educational-Supportive group in terms of tic severity.,"Motor or Vocal Tic Disorder, Chronic",Behavioral,CBIT group
NCT02407951,2015-04-30,2018-04-30,Not Applicable,Tel Aviv Sourasky Medical Center,Tourette Syndrome (TS) is a disorder characterized by motor and vocal tics. The most studied and promising intervention is Habit Reversal Training (HRT) and its variations: Behavioral Comprehensive Intervention for Tics (CBIT). Group intervention for children with TS has not been evaluated. The aim of this study is to assess the efficacy of CBIT group intervention compared with Psycho-Educational-Supportive group in terms of tic severity.,Tourette Syndrome,Behavioral,Psycho-Educational group
NCT02407951,2015-04-30,2018-04-30,Not Applicable,Tel Aviv Sourasky Medical Center,Tourette Syndrome (TS) is a disorder characterized by motor and vocal tics. The most studied and promising intervention is Habit Reversal Training (HRT) and its variations: Behavioral Comprehensive Intervention for Tics (CBIT). Group intervention for children with TS has not been evaluated. The aim of this study is to assess the efficacy of CBIT group intervention compared with Psycho-Educational-Supportive group in terms of tic severity.,"Motor or Vocal Tic Disorder, Chronic",Behavioral,Psycho-Educational group
NCT01450735,2011-10-31,2012-11-30,Not Applicable,,The MANOS device is a carpal tunnel blade used to perform carpal tunnel release (CTR). CTR is indicated for the treatment of Carpal Tunnel Syndrome when conservative therapy fails. This study is being conducted to evaluate the safety and effectiveness of CTR with the MANOS device.,Carpal Tunnel Syndrome,Device,MANOS CTR™
NCT01487018,2011-12-31,2015-07-31,Phase 3,Evaluation of the Application of Point-to-Point Computer-Assisted Navigation for Mirroring-Reconstructing of Unilateral Posttraumatic Zygomatic Deformity: A Randomized Controlled Trial,"Treatment of late deformities following fractures of the orbitozygomaticomaxillary complex can be considered a formidable challenge, even to the skilled surgeon. However, the development of Computer-Assisted Navigation technology Offers new opportunities in the treatment of such deformities. With the help of navigation system,pre- and intraoperatively,the objective of any supporting medical device for reconstruction of the orbitozygomaticomaxillary complex would be visualization of the real and desired positions of the zygoma. In this randomized controlled trial, the investigators would like to evaluate the feasibility and accuracy of a new method for planning and realizing zygomatic osteotomies in cases of established post-traumatic deformities using computer assisted navigation.",Zygomatic Fractures,Procedure,Navigation Surgery
