entity_token,frequency,entity_class
progressive muscle degeneration,2,CONDITION
stepped care,2,BEHAVIOURAL
stepped care model,2,BEHAVIOURAL
intracranial procedures,2,CONDITION
aoc 1001,2,DRUG
myotonic dystrophy type 1,2,CONDITION
dm1,2,CONDITION
ast-726,2,DRUG
ponesimod,2,DRUG
teriflunomide,2,DRUG
relapsing multiple sclerosis,2,CONDITION
neural stem cells,2,SURGICAL
safinamide,2,DRUG
motor fluctuations,2,CONDITION
postural tachycardia syndrome,2,CONDITION
craniotomy,2,CONDITION
eliglustat tartrate,2,DRUG
carbidopa,2,DRUG
strength training,2,PHYSICAL
postoperative agitation,2,CONDITION
hypoglossal acupuncture,2,OTHER
osteopenia,2,CONDITION
focused ultrasound,2,OTHER
delta-9-tetrahydrocannabinol,2,DRUG
advanced cancer,2,CONDITION
fa,2,CONDITION
ldir,2,RADIOTHERAPY
qigong,2,PHYSICAL
physiotherapy,2,PHYSICAL
visceral pain,2,CONDITION
nature-based activities,2,OTHER
3aps,2,DRUG
emotional processing intervention,2,OTHER
protracted opioid withdrawal,2,CONDITION
risk of falls,2,CONDITION
mild-to-moderate hearing loss,2,CONDITION
multisensory environment,2,OTHER
severe and profound intellectual disabilities,2,CONDITION
corticosteroid,2,DRUG
np101,2,DRUG
imitrex,2,DRUG
acute migraine attack,2,CONDITION
protein supplement,2,OTHER
encephalopathy,2,CONDITION
skeletal muscle proteolysis,2,CONDITION
exenatide,2,DRUG
acute brain injury,2,CONDITION
mobilization,2,OTHER
first-ever stroke,2,CONDITION
ndt,2,PHYSICAL
far infrared radiation,2,RADIOTHERAPY
rehabilitation exercises,2,PHYSICAL
rehabilitation exercise,2,PHYSICAL
treatment-resistant schizophrenia,2,CONDITION
cleft lip,2,CONDITION
octagam,2,DRUG
cntnap2 mutation,2,CONDITION
brain safe,2,OTHER
diastat,2,DRUG
orthopedic surgery,2,CONDITION
animal-assisted therapy,2,OTHER
smith-magenis syndrome,2,CONDITION
app,2,OTHER
dance therapy,2,PHYSICAL
modified constraint-induced movement therapy,2,PHYSICAL
argininosuccinate lyase deficiency,2,CONDITION
cryptogenic stroke,2,CONDITION
somatosensory stimulation,2,OTHER
vestibular stimulation,2,OTHER
polyethylene glycol,2,DRUG
lactulose,2,DRUG
psychoeducation session,2,BEHAVIOURAL
polyneuropathy,2,CONDITION
hereditary spastic paraplegia,2,CONDITION
hsp,2,CONDITION
multimorbid,2,CONDITION
mild dementia,2,CONDITION
auditory nerve test system,2,OTHER
ants,2,OTHER
tourette's disorder,2,CONDITION
cerebellar transcranial direct current stimulation,2,OTHER
oxymorphone,2,DRUG
ren-1654,2,DRUG
post-herpetic neuralgia,2,CONDITION
sles,2,CONDITION
strokes,2,CONDITION
intramuscular electrostimulation,2,OTHER
myofascial trigger points,2,CONDITION
chronic inflammatory demyelinating polyneuropathy,2,CONDITION
cidp,2,CONDITION
stx209,2,DRUG
arbaclofen,2,DRUG
balance training,2,PHYSICAL
biodex balance system,2,PHYSICAL
virtual reality exposure therapy,2,OTHER
height avoidance,2,CONDITION
tauopathies,2,CONDITION
ed,2,CONDITION
zolmitriptan,2,DRUG
repetitive head impacts,2,CONDITION
repeated head impacts,2,CONDITION
mp-214,2,DRUG
receiving multiple drugs schizophrenia,2,CONDITION
insulin-like growth factor-1,2,DRUG
iv amantadine,2,DRUG
motor neuron disease,2,CONDITION
prx-03140,2,DRUG
photobiomodulation,2,OTHER
skull base surgery,2,CONDITION
adl5859,2,DRUG
well-established outpatient group therapy,2,CONTROL
chronic tinnitus,2,CONDITION
dementia care training with virtual reality,2,OTHER
postoperative delirium,2,CONDITION
acute sci,2,CONDITION
neuromuscular,2,CONDITION
etoricoxib,2,DRUG
ards,2,CONDITION
wml,2,CONDITION
rimegepant,2,DRUG
rosiglitazone,2,DRUG
art therapy,2,OTHER
aoc 1020,2,DRUG
facioscapulohumeral muscular dystrophy,2,CONDITION
hyperphenylalaninemia,2,CONDITION
magnesium sulfate,2,DRUG
magnesium,2,DRUG
22q11.2 deletion syndrome,2,CONDITION
cte,2,CONDITION
passive vibration,2,PHYSICAL
affitope® pd01a,2,DRUG
guanfacine,2,DRUG
quetiapine,2,DRUG
tst,2,CONTROL
extracorporeal photopheresis,2,OTHER
mind-s,2,BEHAVIOURAL
bright light therapy,2,OTHER
rds,2,CONDITION
blt,2,OTHER
medulloblastoma,2,CONDITION
basimglurant,2,DRUG
tn,2,CONDITION
alectinib,2,DRUG
subcostal anterior quadratus lumborum block,2,SURGICAL
thoracic paravertebral block,2,SURGICAL
laparoscopic nephrectomy surgery,2,CONDITION
bimanual therapy,2,PHYSICAL
unilateral brain injury,2,CONDITION
tv-46000,2,DRUG
paroxysmal atrial fibrillation,2,CONDITION
mild cognitive impairments,2,CONDITION
memory difficulties,2,CONDITION
coiled low-grade aneurysmal subarachnoid hemorrhage,2,CONDITION
significant hemorrhage burden,2,CONDITION
cholinesterase inhibitors,2,DRUG
mih,2,OTHER
starflex® septal closure system,2,OTHER
best medical therapy,2,CONTROL
coronary artery disease,2,CONDITION
cerebral artery stenosis,2,CONDITION
cad,2,CONDITION
cas,2,CONDITION
cabg,2,CONDITION
percutaneous coronary intervention,2,CONDITION
bipolar disorders,2,CONDITION
screening colonoscopy,2,CONDITION
aci-24,2,DRUG
concussion education programs,2,BEHAVIOURAL
stretching-and-toning activities,2,CONTROL
active control,2,CONTROL
homonymous hemianopsia,2,CONDITION
"supervisory neglect, non-accidental trauma, brief intervention, and treatment referral",2,BEHAVIOURAL
igf-1,2,DRUG
btx,2,DRUG
jaw muscle myalgia,2,CONDITION
patient education,2,BEHAVIOURAL
value-based formulary,2,OTHER
ar based neuronavigation system,2,OTHER
conventional navigation system,2,CONTROL
incobotulinum toxin a,2,DRUG
xeomin,2,DRUG
sialorrhea,2,CONDITION
liuwei dihuang pill,2,OTHER
presbycusis,2,CONDITION
shen (kidney)-yin deficiency,2,CONDITION
sonlicromanol,2,DRUG
mitochondrial disease,2,CONDITION
nbi-98854,2,DRUG
tardive dyskinesia,2,CONDITION
home blood pressure cuff,2,OTHER
muscle failure,2,CONDITION
dynapenia,2,CONDITION
t-62,2,DRUG
clevidipine,2,DRUG
subarachnoid hemorrhage,2,CONDITION
lurasidone hcl,2,DRUG
lurasidone,2,DRUG
meningitis,2,CONDITION
ly3056480,2,DRUG
copaxone,2,DRUG
hydrogel,2,CONTROL
cognitive-behavioral therapy,2,BEHAVIOURAL
dnhs,2,OTHER
cva,2,CONDITION
cardiorespiratory exercise,2,PHYSICAL
sham tavns,2,CONTROL
dlb,2,CONDITION
tenecteplase,2,DRUG
vegetative state,2,CONDITION
cat,1,BEHAVIOURAL
eating disorder,1,CONDITION
early htlv-1-associated myelopathy,1,CONDITION
recombinant human interferon beta-1a,1,DRUG
htlv,1,CONDITION
human t cell leukemia virus,1,CONDITION
htlv-1 associated myelopathy,1,CONDITION
ham,1,CONDITION
tropical spastic paraparesis,1,CONDITION
tsp,1,CONDITION
interferon beta,1,DRUG
recombinant interferon beta,1,DRUG
apnex medical™ hypoglossal nerve stimulation,1,OTHER
hypoglossal nerve stimulation,1,OTHER
apnex medical hypoglossal nerve stimulation,1,OTHER
moderate to severe obstructive sleep apnea,1,CONDITION
brain edema,1,CONDITION
normonatremia,1,OTHER
mannitol,1,DRUG
dexmedethomidine,1,DRUG
pituitary tumor removal by transphenoid approach,1,CONDITION
transnasal transsphenoidal (tnts) resection of pituitary tumors,1,CONDITION
α-2 adrenergic receptor agonist,1,DRUG
early and intensive bimanual stimulation,1,OTHER
unilateral cerebral palsy,1,CONDITION
early bimanual stimulation,1,OTHER
late-onset pompe disease and receiving enzyme replacement therapy,1,CONDITION
late-onset pompe disease (lopd) who are treated with enzyme replacement therapy,1,CONDITION
moderate to severe essential tremor,1,CONDITION
moderate to severe et,1,CONDITION
treatment of periodontitis,1,OTHER
mild to moderate cognitive impairment,1,CONDITION
intensive therapy for periodontitis,1,OTHER
muscle strengthening,1,CONTROL
stretching,1,CONTROL
balance and coordination exercises,1,CONTROL
traditional treatment,1,CONTROL
mild huntington's disease,1,CONDITION
serotonin reuptake inhibitor,1,DRUG
ssri,1,DRUG
obstructive sleep-disordered breathing,1,CONDITION
non-surgical treatments,1,OTHER
non-surgical devices designed to improve eye lid opening for patients,1,OTHER
vestibular schwannoma(s),1,CONDITION
neurofibromatosis 2,1,CONDITION
aih,1,OTHER
generalized tonic/clonic seizure,1,CONDITION
vaporized placebo cannabis,1,CONTROL
supported and unsupported implementation strategies,1,BEHAVIOURAL
injury prevention program,1,BEHAVIOURAL
injury prevention (ip) program,1,BEHAVIOURAL
injuries,1,CONDITION
gastrointestinal motility disorders,1,CONDITION
refractory gastrointestinal motility disorders,1,CONDITION
enteric neuropathy,1,CONDITION
updated bone-anchored sound processor,1,OTHER
ce marked ponto 3 superpower sound processor,1,CONTROL
resistance training program,1,PHYSICAL
disabled intellectual,1,CONDITION
resistance exercise,1,PHYSICAL
tnf inhibitors,1,DRUG
adalimumab,1,DRUG
scrambler therapy,1,OTHER
cerebellar rtms theta burst,1,OTHER
theta burst cerebellar stimulation,1,OTHER
cerebellar theta burst stimulation,1,OTHER
acute agitation,1,CONDITION
acute agitated,1,CONDITION
low level laser therapy,1,OTHER
nemes,1,OTHER
muscle strength and jump training program,1,PHYSICAL
training,1,PHYSICAL
strength and jump training,1,PHYSICAL
sensorimotor impairment,1,CONDITION
ames,1,PHYSICAL
assisted movement with enhanced sensation,1,PHYSICAL
incomplete spinal cord injuries,1,CONDITION
transcranial random noise stimulation,1,OTHER
computerized cognitive rehabilitation therapy,1,OTHER
acquired brain damage,1,CONDITION
cognitive training,1,OTHER
sham trns,1,CONTROL
dual transcranial direct current stimulation (dtdcs)-enhanced therapy,1,OTHER
hemorrhagic strokes,1,CONDITION
vegf,1,DRUG
dual tdcs,1,OTHER
"personalized, tactile cueing system",1,OTHER
step-synchronized tactile cueing,1,OTHER
"personalized, step-synchronized tactile cueing",1,OTHER
tactile cueing at fixed intervals,1,CONTROL
tactile cueing,1,OTHER
cueing,1,OTHER
infraorbital and infratrochlear nerve block,1,OTHER
bilateral infraorbital and infratrochlear nerve block,1,OTHER
mobility problems,1,CONDITION
task-oriented trainings,1,PHYSICAL
combined exercise training,1,PHYSICAL
wireless telemonitoring,1,OTHER
self-management approach,1,BEHAVIOURAL
wireless technologies,1,OTHER
migraine-like attack,1,CONDITION
migraine-like attacks,1,CONDITION
alcohol use,1,CONDITION
tuberous sclerosis complex,1,CONDITION
standard antiepileptic treatment,1,OTHER
laryngeal dystonia,1,CONDITION
voice tremor,1,CONDITION
neurological voice disorders,1,CONDITION
voice dysfunction,1,CONDITION
hbwp,1,PHYSICAL
hbwp without ras,1,CONTROL
ras without walking exercise,1,CONTROL
mental imagery of walking,1,BEHAVIOURAL
"intermittent, stereotypic episodes of frequent seizure activity",1,CONDITION
seizure clusters,1,CONDITION
mechanical insufflation-exsufflation,1,OTHER
lung dysfunction,1,CONDITION
impaired cough response,1,CONDITION
mechanical insufflation exsufflation,1,OTHER
mie,1,OTHER
impaired cough function,1,CONDITION
symptomatic thromboembolism,1,CONDITION
thromboembolic disease,1,CONDITION
tranexamic acid,1,DRUG
total joint arthroplasty,1,CONDITION
plantar vibration,1,OTHER
vibration of the plantar surface of the foot,1,OTHER
oral appliance therapy,1,OTHER
sleep behaviour intervention,1,BEHAVIOURAL
no treatment,1,CONTROL
no sleep training,1,CONTROL
ultrasound-guided suprascapular nerve block,1,OTHER
poststroke,1,CONDITION
palmitoylethanolamide,1,DRUG
dronebinol,1,DRUG
pain exposure physical therapy,1,PHYSICAL
conservative therapy,1,CONTROL
intensive function-oriented physical therapy,1,PHYSICAL
pain exposure in physical therapy,1,PHYSICAL
macedonian therapy,1,PHYSICAL
usual therapy,1,CONTROL
platinum and hydrogel-coated coils,1,OTHER
platinum coil,1,CONTROL
post-traumatic narcolepsy,1,CONDITION
post-traumatic hypersomnia,1,CONDITION
traumatic narcolepsy,1,CONDITION
post traumatic hypersomnia,1,CONDITION
"support interventions by short messages, telephone calls and ambulatory visits",1,BEHAVIOURAL
vascular dementia,1,CONDITION
marrow-sea deficiency,1,CONDITION
antiretroviral therapy naive,1,CONDITION
human immunodeficiency virus type-1,1,CONDITION
abacavir,1,DRUG
dolutegravir,1,DRUG
lamivudine,1,DRUG
hla-b*5701 positive,1,CONDITION
dtg,1,DRUG
dual nucleoside reverse transcriptase inhibitor,1,DRUG
nrti,1,DRUG
hiv 1,1,CONDITION
"pedaling on a tricycle, induced by electrical stimulation of the paralysed muscles",1,PHYSICAL
home-based training for cycling with functional electrical stimulation,1,PHYSICAL
fes-assisted cycling,1,PHYSICAL
fes-cycling,1,PHYSICAL
at-home transcranial direct current stimulation,1,OTHER
tdcs at home,1,OTHER
cimt using prolonged restraint,1,OTHER
cimt using brief manual restraint,1,OTHER
kl16-012,1,DRUG
fibromyalgia refractary to conventional treatment,1,CONDITION
extract of cannabis sativa,1,OTHER
cannabidiol,1,DRUG
akinesia,1,CONDITION
amantadine sulphate,1,DRUG
unimodal (eeg) and bimodal (eeg-fmri) neurofeedback,1,OTHER
after stroke,1,CONDITION
absence of treatment,1,CONTROL
keppra,1,DRUG
tics,1,CONDITION
folic acid,1,DRUG
mild vitamin b12 deficiency,1,CONDITION
dendritic cells loaded with brain tumor stem cells,1,SURGICAL
recurrent or progressive malignant gliomas,1,CONDITION
autologous dendritic cells (dcs) loaded with allogeneic brain tumor stem cells,1,SURGICAL
recurrent brain tumors,1,CONDITION
dcs for immunotherapy,1,SURGICAL
antipsychotics,1,DRUG
arts,1,OTHER
health education,1,CONTROL
arts-based health education,1,OTHER
congestive heart failure,1,CONDITION
chronic obstructive pulmonary disorder,1,CONDITION
asthma,1,CONDITION
weight,1,CONDITION
cardiac,1,CONDITION
human umbilical cord tissue-derived mesenchymal stem cells,1,SURGICAL
allogeneic human umbilical cord tissue-derived stem cells,1,SURGICAL
valproic acid,1,DRUG
oxcarbazepine,1,DRUG
beta interferons,1,DRUG
ifnβ,1,DRUG
dimethyl fumarate,1,DRUG
interferon b,1,DRUG
ifnß,1,DRUG
early- to moderate stage multiple system atrophy,1,CONDITION
allogeneic cell therapy product,1,SURGICAL
homsc300,1,SURGICAL
allogeneic human oral mucosa stem cells,1,SURGICAL
homscs,1,SURGICAL
early to moderate stage multiple system atrophy,1,CONDITION
nicotinic acid,1,DRUG
proactive and reactive perturbation training,1,OTHER
mechanical perturbations during walking,1,OTHER
fall,1,CONDITION
intralipid emulsion,1,CONTROL
head-point acupuncture,1,PHYSICAL
conventional body acupuncture,1,CONTROL
head-acupoints acupuncture,1,PHYSICAL
body-acupoints acupuncture,1,CONTROL
epo,1,DRUG
multi-modality approach,1,OTHER
attention-deficit,1,CONDITION
comorbid attention-deficit,1,CONDITION
combined type attention deficit,1,CONDITION
postural symptoms,1,CONDITION
deficits in attention,1,CONDITION
"high-resolution, relational, resonance-based, electroencephalic mirroring",1,OTHER
moderate to severe insomnia,1,CONDITION
sleep trouble,1,CONDITION
"subthreshold (mild), moderate, or severe clinical insomnia",1,CONDITION
conjugate meningococcal c (mncc) vaccine,1,DRUG
primary dtp/hib vaccination,1,DRUG
group c meningococcal conjugate vaccine,1,DRUG
mmr,1,DRUG
plain polysaccharide vaccine,1,DRUG
phaenylalanine-free protein substitute,1,OTHER
service-enhancement model of ear health facilitators,1,BEHAVIOURAL
hfli,1,BEHAVIOURAL
community-based service-enhancement model of ear and hearing health,1,BEHAVIOURAL
ear and hearing clinical and education support officers,1,BEHAVIOURAL
ear and hearing problems,1,CONDITION
human placental-derived stem-cells,1,SURGICAL
unrelated and related cord blood,1,SURGICAL
malignant hematologic diseases,1,CONDITION
non-malignant disorders,1,CONDITION
human placental-derived stem cells,1,SURGICAL
umbilical cord blood (ucb) stem cells,1,SURGICAL
nonmalignant disorders,1,CONDITION
chemo- and immunotherapy,1,DRUG
ucb,1,SURGICAL
gamma knife thalamotomy,1,RADIOTHERAPY
gamma knife radiosurgery,1,RADIOTHERAPY
gamma knife,1,RADIOTHERAPY
tremors,1,CONDITION
moderate to severe alzheimer's disease,1,CONDITION
standard environmental design,1,OTHER
personalized environmental design,1,OTHER
commercially available vr game,1,OTHER
activities in their everyday,1,CONTROL
chronic post concussion,1,CONDITION
mild head injury,1,CONDITION
post concussion,1,CONDITION
upper-airway and breathing control therapies,1,OTHER
supplemental oxygen,1,OTHER
oxygen,1,OTHER
in-home supportive technology,1,OTHER
in-home assistive technology,1,OTHER
loneliness,1,CONDITION
posttraumatic epilepsy,1,CONDITION
neurology-based collaborative care,1,OTHER
post-traumatic epilepsy,1,CONDITION
response inhibition training,1,BEHAVIOURAL
obsessive-compulsive and related disorders,1,CONDITION
obsessive-compulsive disorder,1,CONDITION
cognitive deficiency,1,CONDITION
computerized cognitive training program,1,BEHAVIOURAL
systematic practice of response inhibition,1,BEHAVIOURAL
40-level computer game,1,BEHAVIOURAL
computerized response inhibition training,1,BEHAVIOURAL
placebo computer training,1,CONTROL
octreotide,1,DRUG
brain substructure-informed radiation planning,1,OTHER
newly diagnosed brain or head and neck tumors,1,CONDITION
brain tumors,1,CONDITION
radiation plan,1,OTHER
standard radiation treatment,1,CONTROL
high-frequency transcranial magnetic stimulation,1,OTHER
taking antipsychotic medication once every two weeks by injection,1,OTHER
taking daily oral medication,1,OTHER
zoloft,1,DRUG
autistic,1,CONDITION
probable alzheimer's disease or progressive supranuclear palsy,1,CONDITION
progressive supranuclear palsy,1,CONDITION
robotic walking,1,PHYSICAL
mobility impairments,1,CONDITION
robotic trainers,1,PHYSICAL
robotic gait trainers,1,PHYSICAL
trexo robotic gait trainers,1,PHYSICAL
schizophrenia spectrum,1,CONDITION
autism spectrum,1,CONDITION
personality disorders,1,CONDITION
scz,1,CONDITION
sad,1,CONDITION
bipolar disorder,1,CONDITION
bd,1,CONDITION
schizotypal personality disorder,1,CONDITION
spd,1,CONDITION
borderline personality disorder,1,CONDITION
bpd,1,CONDITION
"reliable, high-quality video",1,OTHER
high quality pre-surgical videos,1,OTHER
not watch videos,1,CONTROL
videos on their own,1,CONTROL
individualized homeopathic remedies with high grade of pathological similarity,1,OTHER
conventional standardized pharmacological treatment,1,CONTROL
homeopathy,1,OTHER
individualized homeopathic remedies,1,OTHER
conventional pharmacological treatment,1,CONTROL
jns024er,1,DRUG
diabetic neuropathic pain,1,CONDITION
tapentadol,1,DRUG
moderate to severe chronic (lasting a long time) pain,1,CONDITION
painful diabetic peripheral neuropathy,1,CONDITION
median nerve hydro-dissection,1,OTHER
hydro-dissection,1,OTHER
moderate to severe spasticity,1,CONDITION
muscle spasms,1,CONDITION
moderate to severe lower-limb spasticity,1,CONDITION
non-invasive neuromodulation,1,OTHER
"bladder, bowel, and sexual dysfunction",1,CONDITION
electrical stimulation to the spinal cord,1,OTHER
tcscs,1,OTHER
electrodes applied over the skin to deliver electrical stimulation,1,OTHER
stimulation of the spinal cord,1,OTHER
enriched gardens,1,OTHER
enriched garden,1,OTHER
sensory conventional garden,1,CONTROL
nmda-receptor blockade,1,DRUG
intense physiotherapies,1,PHYSICAL
physical and occupational therapies,1,PHYSICAL
active repetitive motor skill-directed rehabilitation,1,PHYSICAL
intense active physiotherapy,1,PHYSICAL
physical and occupational therapy,1,PHYSICAL
standard of care,1,CONTROL
tumour,1,CONDITION
acceptance and commitment therapy,1,BEHAVIOURAL
emergence delrium,1,CONDITION
obesity,1,CONDITION
chronic high tetraplegia,1,CONDITION
functional electrical stimulation,1,OTHER
standardized physical therapy,1,PHYSICAL
conventional therapy,1,PHYSICAL
conventional therapy alone,1,CONTROL
increased intensity of uk conventional therapy,1,CONTROL
multimodal physical therapy treatment,1,OTHER
temporomandibular joint disorder,1,CONDITION
tmd,1,CONDITION
physiotherapy treatment for the temporomandibular joint,1,OTHER
multimodal physiotherapy treatment,1,OTHER
ehapa-ms online intervention,1,OTHER
wearable robotic exoskeleton,1,PHYSICAL
robotic exoskeleton device,1,PHYSICAL
ekso-gt,1,PHYSICAL
walking disability,1,CONDITION
traditional,1,CONTROL
chiropractic,1,OTHER
rheumatologic disease,1,CONDITION
fibromyalgic,1,CONDITION
non-invasive transcranial direct current stimulation,1,OTHER
decline in cognitive functions,1,CONDITION
decline in cognitive function,1,CONDITION
non-invasive brain stimulation techniques,1,OTHER
structured patient education,1,BEHAVIOURAL
program of patient education,1,BEHAVIOURAL
physical training,1,PHYSICAL
tens,1,CONTROL
multidisciplinary delirium prevention strategy,1,OTHER
psychiatry,1,OTHER
addition of psychiatrists to daily icu rounds,1,OTHER
psychiatric evaluation,1,OTHER
psychiatric consultation,1,OTHER
multidisciplinary rounding approach including psychiatry within the icu team,1,OTHER
multidisciplinary approach,1,OTHER
functional decline,1,CONDITION
functional impairments,1,CONDITION
moderate to severe parkinson's disease,1,CONDITION
os-tns,1,OTHER
cardiac disease,1,CONDITION
heart disease,1,CONDITION
postdural puncture headache,1,CONDITION
lower abdominal and lower limb surgeries,1,CONDITION
dexamethazzoe,1,DRUG
abt-126,1,DRUG
cds,1,CONDITION
smokers,1,CONDITION
mild and moderate cts,1,CONDITION
mild and moderate carpal tunnel syndrome,1,CONDITION
umbilical cord derived mesenchymal stem cells transplantation,1,SURGICAL
mesenchymal stem cell transplantation,1,SURGICAL
mesenchymal stem cells derived from umbilical cord,1,SURGICAL
stem cell therapy,1,SURGICAL
ultrasound-guided percutaneous electrical nerve stimulation,1,OTHER
endoscopic surgery,1,CONTROL
ad dementia,1,CONDITION
traditional dysphagia therapy,1,OTHER
mirapex,1,DRUG
individualized rtms,1,OTHER
sra-444,1,DRUG
acute post-craniotomy pain,1,CONDITION
acute postoperative pain,1,CONDITION
outpatient physiotherapy,1,PHYSICAL
outpatient motor skills-based physiotherapy intervention,1,PHYSICAL
sham anodal tdcs,1,CONTROL
physiotherapy session,1,OTHER
physiotherapy treatment protocol,1,OTHER
oral appliance therapies,1,OTHER
virtual reality therapy,1,OTHER
exergaming,1,PHYSICAL
exe,1,PHYSICAL
bal,1,PHYSICAL
cycling,1,PHYSICAL
cyc,1,PHYSICAL
pnf,1,PHYSICAL
standard care wait-listed,1,CONTROL
upper extremity (ue) motor training,1,PHYSICAL
not receive the therapy,1,CONTROL
saos,1,CONDITION
auto cpap,1,OTHER
autocpap,1,OTHER
heart valve replacement,1,CONDITION
ß-secretase inhibitor,1,DRUG
severe renal disease,1,CONDITION
moderate and mild renal impairment,1,CONDITION
nasal septum correction,1,CONDITION
endoscopic sinus surgery,1,CONDITION
nasal bone fracture reduction,1,CONDITION
ultra-early ttm,1,OTHER
covert stroke,1,CONDITION
covert stroke vascular disease,1,CONDITION
aerobic exercise program,1,PHYSICAL
control stretching program,1,CONTROL
"extra ""booster"" exercise sessions",1,PHYSICAL
chinese medicine powder,1,OTHER
auditory and tactile stimulus,1,OTHER
auditory and tactile stimuli,1,OTHER
carbon-14 bia 28-6156,1,DRUG
hearing protection video,1,OTHER
formal training,1,OTHER
training video,1,OTHER
ear plugs,1,OTHER
hand surgeries,1,CONDITION
bupivicaine,1,DRUG
regional pain syndromes,1,CONDITION
refractory and relapsed neuroblastoma,1,CONDITION
solid tumours,1,CONDITION
hycamtin,1,DRUG
relapsed and refractory neuroblastoma,1,CONDITION
solid tumors,1,CONDITION
cohesive thin liquids,1,OTHER
ctl,1,OTHER
mild oropharyngeal dysphagia,1,CONDITION
ischemic/hemorrhagic cerebral cause,1,CONDITION
excitatory theta-burst transcranial magnetic stimulation,1,OTHER
internet intervention,1,OTHER
interactive internet intervention,1,OTHER
static educational website,1,CONTROL
nonsense mutation dystrophinopathy,1,CONDITION
nonsense (premature stop codon) mutation,1,CONDITION
nonsense mutation,1,CONDITION
diazoxide choline,1,DRUG
dccr,1,DRUG
mind-body approaches,1,OTHER
mindfulness sensory awareness exercises,1,OTHER
mindful body awareness check-ins,1,OTHER
sleep problems,1,CONDITION
alglucosidase alfa,1,DRUG
acute seizures,1,CONDITION
status epilepticus,1,CONDITION
prolonged convulsive se,1,CONDITION
vibrational therapy,1,OTHER
vibration,1,OTHER
vibration therapy,1,OTHER
bioresorbable polycaprolactone implant,1,OTHER
orbital injuries,1,CONDITION
titanium mesh,1,CONTROL
bioresorbable implant made of polycaprolactone,1,OTHER
exergames,1,PHYSICAL
exergame,1,PHYSICAL
pantothenate kinase-associated neurodegeneration,1,CONDITION
freezing while walking,1,CONDITION
upper thoracic spinal cord stimulation,1,OTHER
alexander disease,1,CONDITION
axd.,1,CONDITION
lamictal,1,DRUG
intraoperative variations in positive-end expiratory pressure,1,OTHER
supratentorial tumor surgery,1,CONDITION
intraoperative peep,1,OTHER
supratentorial tumor surgeries,1,CONDITION
education,1,BEHAVIOURAL
kernicterus,1,CONDITION
"public, health provider, and maternal education",1,BEHAVIOURAL
jaundice,1,CONDITION
antenatal or postpartum instruction,1,BEHAVIOURAL
not received instruction,1,CONTROL
gamma frequency stimulation,1,OTHER
daily exposure to light and sound stimulation,1,OTHER
severe mental disorder,1,CONDITION
acute traumatic spinal cord injury,1,CONDITION
electric stimulation of the leg's tibial nerve,1,OTHER
acute spinal cord injury,1,CONDITION
ttns,1,OTHER
sarcoid,1,CONDITION
sleep disorders,1,CONDITION
sarcoidotic,1,CONDITION
aquatic exercise,1,PHYSICAL
chronic lbp,1,CONDITION
kinesiophobia,1,CONDITION
catastrophizing,1,CONDITION
"digital application ""play the pain""",1,OTHER
"recurrent, refractory or progressive juvenile pilocytic astrocytomas",1,CONDITION
optic pathway gliomas,1,CONDITION
medial rectus muscle advancement,1,OTHER
resection or medial rectus muscle advancement,1,OTHER
lateral rectus recession,1,OTHER
sbps,1,CONDITION
cannabinoid,1,DRUG
bun/cr-based hydration therapy,1,OTHER
dehydrated,1,CONDITION
hydration therapy on the basis of their presenting bun/cr ratio,1,OTHER
stroke-in-evolution(sie,1,CONDITION
service and hearing dogs,1,OTHER
impairments,1,CONDITION
service dog,1,OTHER
antipsychotic induced psychotic syndrome,1,CONDITION
hyperactivity,1,CONDITION
adherence therapy,1,BEHAVIOURAL
antihypertensive drug treatment,1,DRUG
hypo,1,OTHER
anosmia,1,CONDITION
olfactory dysfunction,1,CONDITION
post-viral od,1,CONDITION
morning light treatment,1,OTHER
physical therapy best practice,1,OTHER
best practices into current stroke rehabilitation physical therapy,1,OTHER
activity monitor,1,OTHER
myhand,1,OTHER
active hand orthosis,1,OTHER
device training program,1,OTHER
arbekacin sulfate,1,DRUG
robotic trunk-support-trainer,1,PHYSICAL
motor learning-based postural and reaching control intervention,1,PHYSICAL
trunk-support-trainer,1,PHYSICAL
motor learning-based intervention,1,PHYSICAL
static trunk support equipment,1,PHYSICAL
context-aware mobile intervention,1,BEHAVIOURAL
technology-supported blended intervention,1,BEHAVIOURAL
mobile social interaction therapy by exposure,1,BEHAVIOURAL
msite,1,BEHAVIOURAL
sleep-wake disturbances,1,CONDITION
dtpa-hbv-ipv vaccine,1,DRUG
hib vaccine,1,DRUG
infanrix hexa,1,DRUG
infanrix penta,1,DRUG
hiberix,1,DRUG
language therapy,1,OTHER
"speech-language treatment,",1,OTHER
nonfluent aphasia,1,CONDITION
ce-certified phonak hearing aids,1,OTHER
hearing aid,1,OTHER
tumorglow,1,OTHER
icg,1,OTHER
autistic disorder,1,CONDITION
standard anesthetic management,1,OTHER
standard general anesthesia care,1,OTHER
standard anesthetic care alone,1,CONTROL
nitrous oxide,1,DRUG
ketorolac,1,DRUG
early huntington disease,1,CONDITION
irritability,1,CONDITION
loss of interest,1,CONDITION
depressed,1,CONDITION
obsessions,1,CONDITION
compulsions,1,CONDITION
resistance exercise training,1,PHYSICAL
frail,1,CONDITION
vitamin d3,1,DRUG
exercise training alone,1,CONTROL
