,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
76,NCT03227783,OfficialTitle+BriefSummary,"The Effect of Transcranial Direct Current Stimulation (tDCS) on Depression in Parkinson's Disease | Depression is common in Parkinson's disease (PD), but the effective treatment is not established yet. tDCS is a non-invasive brain stimulation to modulate brain function. The tDCS on the depression in general population were already conducted, but not in PD. This study is to know whether transcranial direct current stimulation (tDCS) is effective for the treatment of depression in PD. Participant will be asked to visit three consecutive days for the non-invasive stimulation.","[(14, 53, 'OTHER', 'Transcranial Direct Current Stimulation'), (55, 59, 'OTHER', 'tDCS'), (64, 74, 'CONDITION', 'Depression'), (78, 97, 'CONDITION', ""Parkinson's Disease""), (100, 110, 'CONDITION', 'Depression'), (124, 143, 'CONDITION', ""Parkinson's disease""), (145, 147, 'CONDITION', 'PD'), (202, 206, 'OTHER', 'tDCS'), (275, 279, 'OTHER', 'tDCS'), (287, 297, 'CONDITION', 'depression'), (355, 357, 'CONDITION', 'PD'), (389, 428, 'OTHER', 'transcranial direct current stimulation'), (430, 434, 'OTHER', 'tDCS'), (470, 480, 'CONDITION', 'depression'), (484, 486, 'CONDITION', 'PD')]","[(14, 53), (55, 59), (64, 74), (78, 97), (100, 110), (124, 143), (145, 147), (202, 206), (275, 279), (287, 297), (355, 357), (389, 428), (430, 434), (470, 480), (484, 486)]","[(64, 74, 'CONDITION'), (78, 97, 'CONDITION'), (100, 110, 'CONDITION'), (124, 143, 'CONDITION'), (145, 147, 'CONDITION'), (287, 297, 'CONDITION'), (355, 357, 'CONDITION'), (470, 480, 'CONDITION'), (484, 486, 'CONDITION')]","[(14, 53, 'OTHER'), (55, 59, 'OTHER'), (202, 206, 'OTHER'), (275, 279, 'OTHER'), (389, 428, 'OTHER'), (430, 434, 'OTHER')]"
77,NCT05124522,OfficialTitle+BriefSummary,"Developing A Person-centered Internet-based Health Action Process Approach to Promoting Physical Activity in People With Multiple Sclerosis | The purpose of this study is to implement the person-centered internet-based Health Action Process Approach to promoting physical activity in people with Multiple Sclerosis (i.e., eHAPA-MS online intervention) and assess the intervention's effectiveness and adherence.","[(13, 65, 'OTHER', 'Person-centered Internet-based Health Action Process'), (88, 105, 'PHYSICAL', 'Physical Activity'), (121, 139, 'CONDITION', 'Multiple Sclerosis'), (188, 240, 'OTHER', 'person-centered internet-based Health Action Process'), (263, 280, 'PHYSICAL', 'physical activity'), (296, 314, 'CONDITION', 'Multiple Sclerosis'), (322, 350, 'OTHER', 'eHAPA-MS online intervention')]","[(13, 65), (88, 105), (121, 139), (188, 240), (263, 280), (296, 314), (322, 350)]","[(121, 139, 'CONDITION'), (296, 314, 'CONDITION')]","[(13, 65, 'OTHER'), (88, 105, 'PHYSICAL'), (188, 240, 'OTHER'), (263, 280, 'PHYSICAL'), (322, 350, 'OTHER')]"
78,NCT01294137,OfficialTitle+BriefSummary,"Accuracy of Pulse Oximetry to Detect Sleep Apnea in Frail Hospitalized Patients | Sleep apnea syndrome is common and increases with age. In the elderly, symptoms might be different than in the youngest people, and its consequences might be severe and atypical (falls, functional and cognitive decline).

Today, there is no specific tool to detect sleep apnea in the elderly. The goal of this study is to evaluate the accuracy of oximetry for detection of respiratory disturbances in sleep apnea in the hospitalized elderly.","[(37, 48, 'CONDITION', 'Sleep Apnea'), (82, 102, 'CONDITION', 'Sleep apnea syndrome'), (347, 358, 'CONDITION', 'sleep apnea'), (455, 479, 'CONDITION', 'respiratory disturbances'), (483, 494, 'CONDITION', 'sleep apnea')]","[(37, 48), (82, 102), (347, 358), (455, 479), (483, 494)]","[(37, 48, 'CONDITION'), (82, 102, 'CONDITION'), (347, 358, 'CONDITION'), (455, 479, 'CONDITION'), (483, 494, 'CONDITION')]",[]
79,NCT02726191,OfficialTitle+BriefSummary,Computerized Cognitive Training in Epilepsy | The purpose of this randomized uncontrolled single-site trial is to evaluate the efficacy of two novel computerized cognitive enhancing software packages for improving cognitive and behavioral outcomes in patients with epilepsy.,"[(0, 31, 'OTHER', 'Computerized Cognitive Training'), (35, 43, 'CONDITION', 'Epilepsy'), (149, 199, 'OTHER', 'computerized cognitive enhancing software packages'), (265, 273, 'CONDITION', 'epilepsy')]","[(0, 31), (35, 43), (149, 199), (265, 273)]","[(35, 43, 'CONDITION'), (265, 273, 'CONDITION')]","[(0, 31, 'OTHER'), (149, 199, 'OTHER')]"
80,NCT03526991,OfficialTitle+BriefSummary,"Exploring the Effects of Spinal Cord Stimulation in Parkinson's Disease. | Parkinson Disease (PD) patients experience a variety of motor issues such as walking difficulties, loss of balance, and freezing while walking, which impacts their quality of life. Some symptoms, like freezing of gait (FOG), do not respond to medications typically used to treat PD. Current surgical procedures used to alleviate PD symptoms also do not always improve FOG. Since many traditional therapies have failed for the treatment of FOG, researchers have proposed the use of newer treatments. Recent research in animal models and clinical human data using SCS has produced promising results, specifically showing improvement in FOG with the use of SCS in patients with PD.

The purpose of this study is to evaluate the effectiveness of spinal cord stimulation (SCS) for the management of freezing of gait (FOG) that does not respond to conventional treatments in subjects with Parkinson's disease (PD). The investigators hypothesize that SCS significantly decreases FOG episodes in patients with PD.

Assess the safety, tolerability and preliminary evidence of effectiveness of upper thoracic spinal cord stimulation for freezing of gait in Parkinson's (PD) patients.
Explore the effects of two SCS programming paradigms on motor, nonmotor and quality of life measures in PD patients with freezing of gait.","[(25, 48, 'OTHER', 'Spinal Cord Stimulation'), (52, 71, 'CONDITION', ""Parkinson's Disease""), (75, 92, 'CONDITION', 'Parkinson Disease'), (94, 96, 'CONDITION', 'PD'), (195, 217, 'CONDITION', 'freezing while walking'), (276, 292, 'CONDITION', 'freezing of gait'), (294, 297, 'CONDITION', 'FOG'), (354, 356, 'CONDITION', 'PD'), (404, 406, 'CONDITION', 'PD'), (443, 446, 'CONDITION', 'FOG'), (514, 517, 'CONDITION', 'FOG'), (637, 640, 'OTHER', 'SCS'), (709, 712, 'CONDITION', 'FOG'), (729, 732, 'OTHER', 'SCS'), (750, 752, 'CONDITION', 'PD'), (817, 840, 'OTHER', 'spinal cord stimulation'), (842, 845, 'OTHER', 'SCS'), (869, 885, 'CONDITION', 'freezing of gait'), (887, 890, 'CONDITION', 'FOG'), (958, 977, 'CONDITION', ""Parkinson's disease""), (979, 981, 'CONDITION', 'PD'), (1019, 1022, 'OTHER', 'SCS'), (1047, 1050, 'CONDITION', 'FOG'), (1077, 1079, 'CONDITION', 'PD'), (1159, 1197, 'OTHER', 'upper thoracic spinal cord stimulation'), (1202, 1218, 'CONDITION', 'freezing of gait'), (1222, 1233, 'CONDITION', ""Parkinson's""), (1235, 1237, 'CONDITION', 'PD'), (1276, 1279, 'OTHER', 'SCS'), (1353, 1355, 'CONDITION', 'PD'), (1370, 1386, 'CONDITION', 'freezing of gait')]","[(25, 48), (52, 71), (75, 92), (94, 96), (195, 217), (276, 292), (294, 297), (354, 356), (404, 406), (443, 446), (514, 517), (637, 640), (709, 712), (729, 732), (750, 752), (817, 840), (842, 845), (869, 885), (887, 890), (958, 977), (979, 981), (1019, 1022), (1047, 1050), (1077, 1079), (1159, 1197), (1202, 1218), (1222, 1233), (1235, 1237), (1276, 1279), (1353, 1355), (1370, 1386)]","[(52, 71, 'CONDITION'), (75, 92, 'CONDITION'), (94, 96, 'CONDITION'), (195, 217, 'CONDITION'), (276, 292, 'CONDITION'), (294, 297, 'CONDITION'), (354, 356, 'CONDITION'), (404, 406, 'CONDITION'), (443, 446, 'CONDITION'), (514, 517, 'CONDITION'), (709, 712, 'CONDITION'), (750, 752, 'CONDITION'), (869, 885, 'CONDITION'), (887, 890, 'CONDITION'), (958, 977, 'CONDITION'), (979, 981, 'CONDITION'), (1047, 1050, 'CONDITION'), (1077, 1079, 'CONDITION'), (1202, 1218, 'CONDITION'), (1222, 1233, 'CONDITION'), (1235, 1237, 'CONDITION'), (1353, 1355, 'CONDITION'), (1370, 1386, 'CONDITION')]","[(25, 48, 'OTHER'), (637, 640, 'OTHER'), (729, 732, 'OTHER'), (817, 840, 'OTHER'), (842, 845, 'OTHER'), (1019, 1022, 'OTHER'), (1159, 1197, 'OTHER'), (1276, 1279, 'OTHER')]"
81,NCT01279655,OfficialTitle+BriefSummary,"The Influence of a tDCS Combined Long-term Motor Training Program on Structural White Matter Changes in the Brain, Functionality and Psychological Outcome Measures in Multiple Sclerosis. | In the current study the researchers will firstly investigate whether a bimanual coordination training protocol (20 min/day, for 8 consecutive weeks) correlates with changes in white matter architecture and improved upper-limb functionality in patients with multiple sclerosis. Secondly, the researchers predict that motor learning is more efficient when it is combined with anodal transcranial direct current (tDCS) stimulation on the left primary motor cortex.","[(19, 23, 'OTHER', 'tDCS'), (33, 57, 'PHYSICAL', 'Long-term Motor Training'), (167, 185, 'CONDITION', 'Multiple Sclerosis'), (261, 291, 'PHYSICAL', 'bimanual coordination training'), (447, 465, 'CONDITION', 'multiple sclerosis'), (564, 598, 'OTHER', 'anodal transcranial direct current'), (600, 604, 'OTHER', 'tDCS')]","[(19, 23), (33, 57), (167, 185), (261, 291), (447, 465), (564, 598), (600, 604)]","[(167, 185, 'CONDITION'), (447, 465, 'CONDITION')]","[(19, 23, 'OTHER'), (33, 57, 'PHYSICAL'), (261, 291, 'PHYSICAL'), (564, 598, 'OTHER'), (600, 604, 'OTHER')]"
82,NCT02116140,OfficialTitle+BriefSummary,"Effects of Long Term Adaptive Servo Ventilation Therapy on Myocardial Energetics and Sympathetic Nerve Function in Heart Failure and Sleep Apnea. The AMEND Sub-study | Obstructive sleep apnea (OSA), central sleep apnea (CSA) and heart failure (HF) are states of metabolic demand and sympathetic nervous system (SNS) activation. In patients with sleep apnea and HF, continuous positive airway pressure (CPAP) initially may reduce left ventricular (LV)stroke volume (SV) but subsequently improves and LV function. This may relate to an early beneficial effect on myocardial energetics through early reduction in metabolic demand that subsequently leads to improved efficiency of LV contraction. However, it is not clear whether long-term adaptive servo-ventilation (ASV) favorably affects cardiac energetics. Any such benefit may also relate to reduced sympathetic nervous system (SNS) activation. However its effect on myocardial SNS function is also not well studied.

In a pilot study we demonstrated early (6 week) beneficial effects of CPAP in patients with OSA and HF. The current proposal (AMEND) is a unique substudy of the recently funded ADVENT-HF trial (Adaptive Servo Ventilation for Therapy of Sleep Apnea in HeartFailure) (NCT01128816; CIHR; D. Bradley, PI).

We propose to evaluate the long-term (6 month) effects of ASV on daytime 1) oxidative metabolism; 2) the work metabolic index (WMI) as an estimate of mechanical efficiency; 3) myocardial sympathetic nerve (SN) pre-synaptic function; and 4) heart rate (HR) variability in patients with HF and coexisting OSA or CSA. In conjunction with echocardiographic measures of LV stroke work, positron emission tomography (PET) derived [11C] acetate kinetics will be used as a measure of oxidative metabolism, to determine the WMI. [11C] hydroxyephedrine (HED) retention will be used to measure cardiac SN pre-synaptic function.

Primary Hypotheses: In patients with chronic stable HF and CSA or OSA without excessive daytime sleepiness (EDS), long-term (6-month) ASV therapy yields:

Beneficial effects on daytime myocardial metabolism leading to a reduction in the rate of oxidative metabolism as measured by [11C]acetate kinetics using PET imaging;
Improvement in energy transduction from oxidative metabolism to stroke work as measured by an increase in the daytime work-metabolic index.","[(21, 55, 'OTHER', 'Adaptive Servo Ventilation Therapy'), (115, 128, 'CONDITION', 'Heart Failure'), (133, 144, 'CONDITION', 'Sleep Apnea'), (168, 191, 'CONDITION', 'Obstructive sleep apnea'), (193, 196, 'CONDITION', 'OSA'), (199, 218, 'CONDITION', 'central sleep apnea'), (220, 223, 'CONDITION', 'CSA'), (229, 242, 'CONDITION', 'heart failure'), (244, 246, 'CONDITION', 'HF'), (345, 356, 'CONDITION', 'sleep apnea'), (361, 363, 'CONDITION', 'HF'), (365, 400, 'OTHER', 'continuous positive airway pressure'), (402, 406, 'OTHER', 'CPAP'), (736, 762, 'OTHER', 'adaptive servo-ventilation'), (764, 767, 'OTHER', 'ASV'), (1039, 1043, 'OTHER', 'CPAP'), (1061, 1064, 'CONDITION', 'OSA'), (1069, 1071, 'CONDITION', 'HF'), (1163, 1189, 'OTHER', 'Adaptive Servo Ventilation'), (1205, 1216, 'CONDITION', 'Sleep Apnea'), (1220, 1232, 'CONDITION', 'HeartFailure'), (1330, 1333, 'OTHER', 'ASV'), (1557, 1559, 'CONDITION', 'HF'), (1575, 1578, 'CONDITION', 'OSA'), (1582, 1585, 'CONDITION', 'CSA'), (1927, 1944, 'CONDITION', 'chronic stable HF'), (1949, 1952, 'CONDITION', 'CSA'), (1956, 1959, 'CONDITION', 'OSA'), (2024, 2027, 'OTHER', 'ASV')]","[(21, 55), (115, 128), (133, 144), (168, 191), (193, 196), (199, 218), (220, 223), (229, 242), (244, 246), (345, 356), (361, 363), (365, 400), (402, 406), (736, 762), (764, 767), (1039, 1043), (1061, 1064), (1069, 1071), (1163, 1189), (1205, 1216), (1220, 1232), (1330, 1333), (1557, 1559), (1575, 1578), (1582, 1585), (1927, 1944), (1949, 1952), (1956, 1959), (2024, 2027)]","[(115, 128, 'CONDITION'), (133, 144, 'CONDITION'), (168, 191, 'CONDITION'), (193, 196, 'CONDITION'), (199, 218, 'CONDITION'), (220, 223, 'CONDITION'), (229, 242, 'CONDITION'), (244, 246, 'CONDITION'), (345, 356, 'CONDITION'), (361, 363, 'CONDITION'), (1061, 1064, 'CONDITION'), (1069, 1071, 'CONDITION'), (1205, 1216, 'CONDITION'), (1220, 1232, 'CONDITION'), (1557, 1559, 'CONDITION'), (1575, 1578, 'CONDITION'), (1582, 1585, 'CONDITION'), (1927, 1944, 'CONDITION'), (1949, 1952, 'CONDITION'), (1956, 1959, 'CONDITION')]","[(21, 55, 'OTHER'), (365, 400, 'OTHER'), (402, 406, 'OTHER'), (736, 762, 'OTHER'), (764, 767, 'OTHER'), (1039, 1043, 'OTHER'), (1163, 1189, 'OTHER'), (1330, 1333, 'OTHER'), (2024, 2027, 'OTHER')]"
83,NCT05394610,OfficialTitle+BriefSummary,A Confirmatory Investigation of the Effectiveness of Sana Treatment in Fibromyalgia | This is study designed to confirm the effectiveness of the Sana Device in patients with pain due to fibromyalgia on quality of life as measured by the Fibromyalgia Impact Questionnaire Revised (FIQR). It is a two arm study in which subjects will be randomly assigned to either active device group or sham-controlled group.,"[(53, 67, 'OTHER', 'Sana Treatment'), (71, 83, 'CONDITION', 'Fibromyalgia'), (145, 156, 'OTHER', 'Sana Device'), (174, 178, 'CONDITION', 'pain'), (186, 198, 'CONDITION', 'fibromyalgia'), (363, 376, 'OTHER', 'active device'), (386, 390, 'CONTROL', 'sham')]","[(53, 67), (71, 83), (145, 156), (174, 178), (186, 198), (363, 376), (386, 390)]","[(71, 83, 'CONDITION'), (174, 178, 'CONDITION'), (186, 198, 'CONDITION')]","[(53, 67, 'OTHER'), (145, 156, 'OTHER'), (363, 376, 'OTHER'), (386, 390, 'CONTROL')]"
84,NCT05163886,OfficialTitle+BriefSummary,"A Phase IIa Trial to Evaluate the Safety, Tolerability, and Biological Activity of LAM-002A (Apilimod Dimesylate Capsules) in C9ORF72-Associated Amyotrophic Lateral Sclerosis | This is a clinical trial to evaluate the safety, tolerability, and biological effect of LAM-002A in adults with C9ORF72-associated ALS (C9ALS).","[(83, 91, 'DRUG', 'LAM-002A'), (93, 112, 'DRUG', 'Apilimod Dimesylate'), (126, 174, 'CONDITION', 'C9ORF72-Associated Amyotrophic Lateral Sclerosis'), (265, 273, 'DRUG', 'LAM-002A'), (289, 311, 'CONDITION', 'C9ORF72-associated ALS'), (313, 318, 'CONDITION', 'C9ALS')]","[(83, 91), (93, 112), (126, 174), (265, 273), (289, 311), (313, 318)]","[(126, 174, 'CONDITION'), (289, 311, 'CONDITION'), (313, 318, 'CONDITION')]","[(83, 91, 'DRUG'), (93, 112, 'DRUG'), (265, 273, 'DRUG')]"
85,NCT03859063,OfficialTitle+BriefSummary,"A Multimodal Individualized Intervention to Prevent Functional Decline After Stroke. A Randomized Controlled Trial on Long-term Follow-up After Stroke (The LAST-long Trial) | Despite the improved treatment of acute stroke over the past decades, those suffering from stroke still are at an increased risk of functional and cognitive decline in the long term. The most common consequences of stroke are functional impairments, cognitive impairments, depression and fatigue. These are also regarded as barriers to achieve optimal adherence to the guidelines regarding secondary prevention. The primary aim of this project is to evaluate the effectiveness of a multimodal individualized intervention to prevent functional decline in the long term after stroke.","[(2, 40, 'OTHER', 'Multimodal Individualized Intervention'), (52, 70, 'CONDITION', 'Functional Decline'), (77, 83, 'CONDITION', 'Stroke'), (144, 150, 'CONDITION', 'Stroke'), (209, 221, 'CONDITION', 'acute stroke'), (266, 272, 'CONDITION', 'stroke'), (307, 339, 'CONDITION', 'functional and cognitive decline'), (390, 396, 'CONDITION', 'stroke'), (401, 423, 'CONDITION', 'functional impairments'), (425, 446, 'CONDITION', 'cognitive impairments'), (448, 458, 'CONDITION', 'depression'), (463, 470, 'CONDITION', 'fatigue'), (657, 695, 'OTHER', 'multimodal individualized intervention'), (749, 755, 'CONDITION', 'stroke')]","[(2, 40), (52, 70), (77, 83), (144, 150), (209, 221), (266, 272), (307, 339), (390, 396), (401, 423), (425, 446), (448, 458), (463, 470), (657, 695), (749, 755)]","[(52, 70, 'CONDITION'), (77, 83, 'CONDITION'), (144, 150, 'CONDITION'), (209, 221, 'CONDITION'), (266, 272, 'CONDITION'), (307, 339, 'CONDITION'), (390, 396, 'CONDITION'), (401, 423, 'CONDITION'), (425, 446, 'CONDITION'), (448, 458, 'CONDITION'), (463, 470, 'CONDITION'), (749, 755, 'CONDITION')]","[(2, 40, 'OTHER'), (657, 695, 'OTHER')]"
86,NCT04524377,OfficialTitle+BriefSummary,Evaluation of the Influence of Deep Brain Stimulation on the Spinal Deformities Associated With Parkinson's Disease | The intention of the study is to investigate whether Deep Brain Stimulation (DBS) will improve postural deformities of patients with Parkinson's disease.,"[(31, 53, 'OTHER', 'Deep Brain Stimulation'), (61, 79, 'CONDITION', 'Spinal Deformities'), (96, 115, 'CONDITION', ""Parkinson's Disease""), (171, 193, 'OTHER', 'Deep Brain Stimulation'), (195, 198, 'OTHER', 'DBS'), (213, 233, 'CONDITION', 'postural deformities'), (251, 270, 'CONDITION', ""Parkinson's disease"")]","[(31, 53), (61, 79), (96, 115), (171, 193), (195, 198), (213, 233), (251, 270)]","[(61, 79, 'CONDITION'), (96, 115, 'CONDITION'), (213, 233, 'CONDITION'), (251, 270, 'CONDITION')]","[(31, 53, 'OTHER'), (171, 193, 'OTHER'), (195, 198, 'OTHER')]"
87,NCT04652921,OfficialTitle+BriefSummary,"The Effects of 6-month Supplementation With Creatine and Guanidinoacetic Acid on Biomarkers of Sarcopenia in Elderly | Sarcopenia-driven brain and muscle creatine deficit could be seen as a distinctive pathological facet of this condition, and this might be approached with targeted therapies in aim to restore creatine homeostasis in target tissues. Among potential therapeutic candidates, guanidinoacetate (GAA) appears recently as a direct precursor of creatine that may favorably upregulate muscle and brain creatine concentration. Interestingly, GAA-creatine mixture was found to be superior than creatine itself to effectively improves bioenergetics in the human brain and muscle in healthy humans, perhaps due to the unique transportability features of this combination. Here, we plan to evaluate does creatine-GAA supplementation affects various biomarkers of sarcopenia in elderly.","[(44, 52, 'DRUG', 'Creatine'), (57, 77, 'DRUG', 'Guanidinoacetic Acid'), (95, 105, 'CONDITION', 'Sarcopenia'), (119, 129, 'CONDITION', 'Sarcopenia'), (154, 170, 'CONDITION', 'creatine deficit'), (311, 319, 'DRUG', 'creatine'), (391, 407, 'DRUG', 'guanidinoacetate'), (409, 412, 'DRUG', 'GAA'), (456, 464, 'DRUG', 'creatine'), (512, 520, 'DRUG', 'creatine'), (551, 554, 'DRUG', 'GAA'), (555, 563, 'DRUG', 'creatine'), (809, 817, 'DRUG', 'creatine'), (818, 821, 'DRUG', 'GAA'), (868, 878, 'CONDITION', 'sarcopenia')]","[(44, 52), (57, 77), (95, 105), (119, 129), (154, 170), (311, 319), (391, 407), (409, 412), (456, 464), (512, 520), (551, 554), (555, 563), (809, 817), (818, 821), (868, 878)]","[(95, 105, 'CONDITION'), (119, 129, 'CONDITION'), (154, 170, 'CONDITION'), (868, 878, 'CONDITION')]","[(44, 52, 'DRUG'), (57, 77, 'DRUG'), (311, 319, 'DRUG'), (391, 407, 'DRUG'), (409, 412, 'DRUG'), (456, 464, 'DRUG'), (512, 520, 'DRUG'), (551, 554, 'DRUG'), (555, 563, 'DRUG'), (809, 817, 'DRUG'), (818, 821, 'DRUG')]"
88,NCT02687633,OfficialTitle+BriefSummary,"Early Behavioral Intervention to Improve Social Communication Function in Infants With Tuberous Sclerosis Complex | The investigators are running an intervention study for young children with Tuberous Sclerosis Complex (TSC). The study will include free play-based behavioral intervention that may improve social and communication skills in children with TSC. Eligible families will have a child in the age range of 12-36 months, with a diagnosis of TSC. A parent must also be available to attend the weekly intervention sessions at UCLA.

The intervention will focus on teaching caregivers skills to improve the social and communication outcomes of their children. The content of the intervention will be individually tailored to the child's developmental level. The intervention involves pre-assessments, an intervention period of daily 60 minute sessions for 10 days, followed by weekly 60 minute sessions for 10 weeks, and post-assessments. The classroom can have up to 3 parent-child dyad and the curriculum focuses on improving social-communication and play skills.","[(0, 29, 'BEHAVIOURAL', 'Early Behavioral Intervention'), (87, 113, 'CONDITION', 'Tuberous Sclerosis Complex'), (192, 218, 'CONDITION', 'Tuberous Sclerosis Complex'), (220, 223, 'CONDITION', 'TSC'), (249, 288, 'BEHAVIOURAL', 'free play-based behavioral intervention'), (355, 358, 'CONDITION', 'TSC'), (450, 453, 'CONDITION', 'TSC')]","[(0, 29), (87, 113), (192, 218), (220, 223), (249, 288), (355, 358), (450, 453)]","[(87, 113, 'CONDITION'), (192, 218, 'CONDITION'), (220, 223, 'CONDITION'), (355, 358, 'CONDITION'), (450, 453, 'CONDITION')]","[(0, 29, 'BEHAVIOURAL'), (249, 288, 'BEHAVIOURAL')]"
89,NCT03196739,OfficialTitle+BriefSummary,"Feasibility of Virtual Reality Games Using Head-mounted Display on Patients With Brain Disorders | Because virtual reality can provide more enriched environment, repetitive goal-oriented tasks, and increased patients' interest and motivation, it is expected to stimulate neuroplasticity of injured brain and promote recovery in patients with brain disorders. On the other hand, immersive virtual reality using a head-mounted display has not yet been attempted in the rehabilitation of patients with brain disorders. In addition to the benefits of existing virtual reality or game rehabilitation, immersive virtual reality can further enhance brain plasticity, such as the effect of mirror therapy or action observation, through self-awareness of the body in the virtual space. The purpose of this study is to investigate the feasibility of applying the immersive virtual reality using a head-mounted display in patients with upper extremity dysfunction due to brain disorders.","[(15, 36, 'OTHER', 'Virtual Reality Games'), (43, 63, 'OTHER', 'Head-mounted Display'), (107, 122, 'OTHER', 'virtual reality'), (378, 403, 'OTHER', 'immersive virtual reality'), (412, 432, 'OTHER', 'head-mounted display'), (556, 571, 'OTHER', 'virtual reality'), (575, 594, 'OTHER', 'game rehabilitation'), (596, 621, 'OTHER', 'immersive virtual reality'), (853, 878, 'OTHER', 'immersive virtual reality'), (887, 907, 'OTHER', 'head-mounted display'), (925, 952, 'CONDITION', 'upper extremity dysfunction')]","[(15, 36), (43, 63), (107, 122), (378, 403), (412, 432), (556, 571), (575, 594), (596, 621), (853, 878), (887, 907), (925, 952)]","[(925, 952, 'CONDITION')]","[(15, 36, 'OTHER'), (43, 63, 'OTHER'), (107, 122, 'OTHER'), (378, 403, 'OTHER'), (412, 432, 'OTHER'), (556, 571, 'OTHER'), (575, 594, 'OTHER'), (596, 621, 'OTHER'), (853, 878, 'OTHER'), (887, 907, 'OTHER')]"
90,NCT04468750,OfficialTitle+BriefSummary,"The Effect of Kinesiotaping on Glenohumeral Shoulder Subluxation in Post-stroke Patients | To evaluate the effectiveness of the kinesiotaping on pain, recovery of movement and daily life activities in Turkish hemiplegic patients.","[(14, 27, 'OTHER', 'Kinesiotaping'), (31, 64, 'CONDITION', 'Glenohumeral Shoulder Subluxation'), (73, 79, 'CONDITION', 'stroke'), (128, 141, 'OTHER', 'kinesiotaping'), (145, 149, 'CONDITION', 'pain'), (209, 219, 'CONDITION', 'hemiplegic')]","[(14, 27), (31, 64), (73, 79), (128, 141), (145, 149), (209, 219)]","[(31, 64, 'CONDITION'), (73, 79, 'CONDITION'), (145, 149, 'CONDITION'), (209, 219, 'CONDITION')]","[(14, 27, 'OTHER'), (128, 141, 'OTHER')]"
91,NCT03172663,OfficialTitle+BriefSummary,Effect of Increased Body Mass Index on Auditory Function | Obesity may directly or indirectly lead to hearing loss,"[(10, 35, 'CONDITION', 'Increased Body Mass Index'), (59, 66, 'CONDITION', 'Obesity'), (102, 114, 'CONDITION', 'hearing loss')]","[(10, 35), (59, 66), (102, 114)]","[(10, 35, 'CONDITION'), (59, 66, 'CONDITION'), (102, 114, 'CONDITION')]",[]
92,NCT01684176,OfficialTitle+BriefSummary,"Pharmacist Intervention Programme to Improve Medication Adherence in Stroke Patients | Patient suffering a Transient Ischemic Attack (TIA) or stroke are subsequently at high risk of a new stroke, however, poor adherence to secondary prevention medications occurs frequently within this patient group. The purpose of this study is to evaluate whether a complex tailored pharmacist intervention will lead to increased adherence to secondary stroke prevention medications and less new stroke events when compared to a usual care group. Interventions focus on motivational interviewing, medication review and telephone follow up.","[(0, 33, 'BEHAVIOURAL', 'Pharmacist Intervention Programme'), (69, 75, 'CONDITION', 'Stroke'), (107, 132, 'CONDITION', 'Transient Ischemic Attack'), (134, 137, 'CONDITION', 'TIA'), (142, 148, 'CONDITION', 'stroke'), (188, 194, 'CONDITION', 'stroke'), (360, 392, 'BEHAVIOURAL', 'tailored pharmacist intervention'), (439, 445, 'CONDITION', 'stroke'), (482, 488, 'CONDITION', 'stroke'), (556, 581, 'BEHAVIOURAL', 'motivational interviewing'), (583, 600, 'BEHAVIOURAL', 'medication review'), (605, 624, 'BEHAVIOURAL', 'telephone follow up')]","[(0, 33), (69, 75), (107, 132), (134, 137), (142, 148), (188, 194), (360, 392), (439, 445), (482, 488), (556, 581), (583, 600), (605, 624)]","[(69, 75, 'CONDITION'), (107, 132, 'CONDITION'), (134, 137, 'CONDITION'), (142, 148, 'CONDITION'), (188, 194, 'CONDITION'), (439, 445, 'CONDITION'), (482, 488, 'CONDITION')]","[(0, 33, 'BEHAVIOURAL'), (360, 392, 'BEHAVIOURAL'), (556, 581, 'BEHAVIOURAL'), (583, 600, 'BEHAVIOURAL'), (605, 624, 'BEHAVIOURAL')]"
93,NCT01362959,OfficialTitle+BriefSummary,"Nicotine Replacement Therapy in the Intensive Care Unit: a Randomized, Controlled Pilot Study | The purpose of this study is to determine whether transdermal nicotine replacement therapy is safe and effective for treating nicotine withdrawal symptoms in the critically ill smoking patient.","[(0, 8, 'DRUG', 'Nicotine'), (158, 166, 'DRUG', 'nicotine'), (222, 230, 'DRUG', 'nicotine'), (231, 241, 'CONDITION', 'withdrawal'), (258, 272, 'CONDITION', 'critically ill')]","[(0, 8), (158, 166), (222, 230), (231, 241), (258, 272)]","[(231, 241, 'CONDITION'), (258, 272, 'CONDITION')]","[(0, 8, 'DRUG'), (158, 166, 'DRUG'), (222, 230, 'DRUG')]"
