,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
24,NCT02383004,OfficialTitle+BriefSummary,"Acupuncture for the Prevention of Emergence Delirium in Children Undergoing Myringotomy Tube Placement | Myringotomy tube placement is one of the most commonly performed operations in children. Emergence delirium after such procedures is common. During emergence delirium children can become both a danger to themselves and others around them, including family members and hospital staff.

The primary objective of this study is to determine if acupuncture, when used in combination with standard anesthetic management, decreases the incidence of emergence delirium in pediatric patients following myringotomy tube placement. Patients with and without premedication of midazolam will be included. A secondary objective of this study is to determine our institution's actual incidence of emergence delirium for this operation using a validated scale, the Pediatric Anesthesia Emergence Delirium (PAED) scale. We will also compare rates of emergence delirium in patients that received a premedication of midazolam versus (V) those that did not (NV).

This is a randomized double-blinded trial. We will enroll 100 children aged 1-6 years old. Premedication with midazolam will be decided by the anesthesiologist. If needed, the patient will receive a standard does of oral midazolam plus acetaminophen (V). If the patient does not require premedication with midazolam, oral acetaminophen will be given alone (NV).

Patients will then be randomized to receive either acupuncture with standard general anesthesia care (A) or to receive standard anesthetic care alone (S). Patients, their family members and recovery registered nurses (RNs) will not know if acupuncture was performed. Intraoperative anesthetic techniques will be standardized and include inhaled inductions with nitrous oxide and sevoflurane. Anesthesia maintenance will be inhaled sevoflurane and the usual pain medication ketorolac will be given intramuscularly prior to emergence. Acupuncture needles will be placed after anesthesia induction and removed prior to leaving the operating room. A total of 4 needles will be placed, one in each wrist at the Heart 7 (HT7) point and one in each ear at the Shen Men point. The needles will be inserted bilaterally to a depth of 1.8 mm.

In the PACU, a blinded study observer will evaluate the patient at four time points using the PAED scale: time of awakening and 5, 10 & 15 minutes after awakening. Follow up phone calls will be made one day and one week after surgery. Families will be asked about behavior after discharge, sleep and bed-wetting.","[(0, 11, 'OTHER', 'Acupuncture'), (34, 52, 'CONDITION', 'Emergence Delirium'), (76, 102, 'CONDITION', 'Myringotomy Tube Placement'), (105, 131, 'CONDITION', 'Myringotomy tube placement'), (194, 212, 'CONDITION', 'Emergence delirium'), (253, 271, 'CONDITION', 'emergence delirium'), (445, 456, 'OTHER', 'acupuncture'), (488, 518, 'OTHER', 'standard anesthetic management'), (598, 624, 'CONDITION', 'myringotomy tube placement'), (669, 678, 'DRUG', 'midazolam'), (787, 805, 'CONDITION', 'emergence delirium'), (938, 956, 'CONDITION', 'emergence delirium'), (1002, 1011, 'DRUG', 'midazolam'), (1159, 1168, 'DRUG', 'midazolam'), (1270, 1279, 'DRUG', 'midazolam'), (1285, 1298, 'DRUG', 'acetaminophen'), (1355, 1364, 'DRUG', 'midazolam'), (1371, 1384, 'DRUG', 'acetaminophen'), (1463, 1474, 'OTHER', 'acupuncture'), (1480, 1512, 'OTHER', 'standard general anesthesia care'), (1531, 1561, 'CONTROL', 'standard anesthetic care alone'), (1652, 1663, 'OTHER', 'acupuncture'), (1773, 1786, 'DRUG', 'nitrous oxide'), (1791, 1802, 'DRUG', 'sevoflurane'), (1843, 1854, 'DRUG', 'sevoflurane'), (1885, 1894, 'DRUG', 'ketorolac'), (1945, 1956, 'OTHER', 'Acupuncture')]","[(0, 11), (34, 52), (76, 102), (105, 131), (194, 212), (253, 271), (445, 456), (488, 518), (598, 624), (669, 678), (787, 805), (938, 956), (1002, 1011), (1159, 1168), (1270, 1279), (1285, 1298), (1355, 1364), (1371, 1384), (1463, 1474), (1480, 1512), (1531, 1561), (1652, 1663), (1773, 1786), (1791, 1802), (1843, 1854), (1885, 1894), (1945, 1956)]","[(34, 52, 'CONDITION'), (76, 102, 'CONDITION'), (105, 131, 'CONDITION'), (194, 212, 'CONDITION'), (253, 271, 'CONDITION'), (598, 624, 'CONDITION'), (787, 805, 'CONDITION'), (938, 956, 'CONDITION')]","[(0, 11, 'OTHER'), (445, 456, 'OTHER'), (488, 518, 'OTHER'), (669, 678, 'DRUG'), (1002, 1011, 'DRUG'), (1159, 1168, 'DRUG'), (1270, 1279, 'DRUG'), (1285, 1298, 'DRUG'), (1355, 1364, 'DRUG'), (1371, 1384, 'DRUG'), (1463, 1474, 'OTHER'), (1480, 1512, 'OTHER'), (1531, 1561, 'CONTROL'), (1652, 1663, 'OTHER'), (1773, 1786, 'DRUG'), (1791, 1802, 'DRUG'), (1843, 1854, 'DRUG'), (1885, 1894, 'DRUG'), (1945, 1956, 'OTHER')]"
25,NCT02541032,OfficialTitle+BriefSummary,"PeRiodontal Treatment to Eliminate Minority InEquality and Rural Disparities in Stroke | The PREMIERS study is a proposal for conducting an adequately powered two center phase III randomized controlled trial to test whether intensive periodontal treatment reduces the risk of recurrent vascular events among ischemic stroke and TIA survivors. The study uses the resources in both states including established dental centers, Joint Commission Certified Stroke Centers, the Schools of Public Health, and the Institute for Partnerships to Eliminate Health Disparities. The proposal addresses specific issues with regards to recruitment of African-American and rural stroke/TIA patients advocating the use of culturally appropriate strategies to educate the study subjects regarding stroke, periodontal disease and the periodontal stroke link.

The study proposes to utilize economic evaluation of the periodontal intervention from the budgetary perspective. The focus will be on the financial sustainability of providing aggressive periodontal therapy (with certain, although relatively low expenditures) in exchange for a reduction of uncertain recurrent vascular events that may require high cost emergency department utilization and/or inpatient care. The sustainability of the proposed intervention after the completion of the project is integrally linked to the health economic assessment to show the health care cost savings. By integration with a rural primary care center, with an African American majority and households with average incomes below the state average, the study ensures that the proposed intervention to reduce stroke disparity is applicable to this target population.","[(0, 21, 'OTHER', 'PeRiodontal Treatment'), (80, 86, 'CONDITION', 'Stroke'), (224, 255, 'OTHER', 'intensive periodontal treatment'), (308, 323, 'CONDITION', 'ischemic stroke'), (328, 331, 'CONDITION', 'TIA'), (663, 669, 'CONDITION', 'stroke'), (670, 673, 'CONDITION', 'TIA'), (779, 785, 'CONDITION', 'stroke'), (787, 806, 'CONDITION', 'periodontal disease'), (815, 833, 'CONDITION', 'periodontal stroke'), (898, 922, 'OTHER', 'periodontal intervention'), (1018, 1048, 'OTHER', 'aggressive periodontal therapy'), (1632, 1638, 'CONDITION', 'stroke')]","[(0, 21), (80, 86), (224, 255), (308, 323), (328, 331), (663, 669), (670, 673), (779, 785), (787, 806), (815, 833), (898, 922), (1018, 1048), (1632, 1638)]","[(80, 86, 'CONDITION'), (308, 323, 'CONDITION'), (328, 331, 'CONDITION'), (663, 669, 'CONDITION'), (670, 673, 'CONDITION'), (779, 785, 'CONDITION'), (787, 806, 'CONDITION'), (815, 833, 'CONDITION'), (1632, 1638, 'CONDITION')]","[(0, 21, 'OTHER'), (224, 255, 'OTHER'), (898, 922, 'OTHER'), (1018, 1048, 'OTHER')]"
26,NCT02572206,OfficialTitle+BriefSummary,Demonstration of mGluR5 Overexpression in Amish and Mennonite CNTNAP2 Mutation Carriers | The primary goal of the present study is to evaluate the utility of mGluR5 binding as measured by PET as a biomarker of the CNTNAP2 mutation and related /mTOR kinase pathway dysregulation.,"[(62, 87, 'CONDITION', 'CNTNAP2 Mutation Carriers')]","[(62, 87)]","[(62, 87, 'CONDITION')]",[]
27,NCT02588300,OfficialTitle+BriefSummary,"Evaluation of the Upper Airway Collapse in Patients With Obstructive Sleep Apnea Syndrome by Drug Induced Sleep Endoscopy According to the Munich Sleep Video Protocol | This is a prospective, interventional cohort study of drug-induced sleep endoscopy (DISE). The goal is to evaluate the upper airway in a cohort of patients with obstructive sleep apnea hypopnea syndrome (OSAHS) diagnosed in a prior polysomnography.

This study correlates the sedation level measured by entropy during DISE using propofol via a TCI pump with the local obstruction patterns of the upper airway according to the VOTE classification.

As OSAHS is a widespread disease and the DISE procedure has become a common tool for diagnosis and evaluation of further treatment, a growing number of research articles deal with this topic. These articles are available through pubmed.","[(57, 89, 'CONDITION', 'Obstructive Sleep Apnea Syndrome'), (330, 371, 'CONDITION', 'obstructive sleep apnea hypopnea syndrome'), (373, 378, 'CONDITION', 'OSAHS'), (620, 625, 'CONDITION', 'OSAHS')]","[(57, 89), (330, 371), (373, 378), (620, 625)]","[(57, 89, 'CONDITION'), (330, 371, 'CONDITION'), (373, 378, 'CONDITION'), (620, 625, 'CONDITION')]",[]
28,NCT02631850,OfficialTitle+BriefSummary,"Video Game Rehabilitation for Outpatient Stroke (VIGoROUS): A Multi-center Comparative Effectiveness Trial of In-home Gamified Constraint-induced Movement Therapy for Rehabilitation of Chronic Upper Extremity Hemiparesis. | The current proposal aims to conduct a multi-site randomized controlled trial comparing virtual-reality gaming delivery of Constraint Induced Movement therapy (CI therapy) with (1) traditional clinic-based CI therapy of equal total active therapy duration and (2) a control group equating the dose of in-person therapy. Individuals with chronic stroke will be randomized to one of four different interventions: (1) traditional clinic-based CI therapy (35 therapist/client contact hours), (2) therapist-as-consultant virtual reality CI therapy (5 therapist/client contact hours in the clinic and 15 hours of independent game play at home), (3) therapist-as-consultant virtual reality CI therapy with additional therapist contact via telerehabilitation (5 therapist/client contact hours in the clinic, 2.6 therapist contact hours via teleconference, and 15 hours of independent game play in the home), and (4) 5 hours of standard occupational therapy (OT) / physical therapy (PT). After 6-month follow-up, individuals assigned to standard OT/PT will cross over to a modified gaming therapy condition (a stand-alone application of the rehabilitation game without additional therapist contact).","[(41, 47, 'CONDITION', 'Stroke'), (118, 162, 'PHYSICAL', 'Gamified Constraint-induced Movement Therapy'), (185, 220, 'CONDITION', 'Chronic Upper Extremity Hemiparesis'), (312, 334, 'OTHER', 'virtual-reality gaming'), (347, 382, 'PHYSICAL', 'Constraint Induced Movement therapy'), (384, 394, 'PHYSICAL', 'CI therapy'), (405, 440, 'CONTROL', 'traditional clinic-based CI therapy'), (561, 575, 'CONDITION', 'chronic stroke'), (639, 674, 'CONTROL', 'traditional clinic-based CI therapy'), (716, 766, 'PHYSICAL', 'therapist-as-consultant virtual reality CI therapy'), (867, 917, 'PHYSICAL', 'therapist-as-consultant virtual reality CI therapy'), (956, 974, 'OTHER', 'telerehabilitation'), (1152, 1172, 'OTHER', 'occupational therapy'), (1174, 1176, 'OTHER', 'OT'), (1180, 1196, 'PHYSICAL', 'physical therapy'), (1198, 1200, 'PHYSICAL', 'PT'), (1261, 1263, 'OTHER', 'OT'), (1264, 1266, 'PHYSICAL', 'PT'), (1288, 1311, 'OTHER', 'modified gaming therapy'), (1356, 1375, 'OTHER', 'rehabilitation game')]","[(41, 47), (118, 162), (185, 220), (312, 334), (347, 382), (384, 394), (405, 440), (561, 575), (639, 674), (716, 766), (867, 917), (956, 974), (1152, 1172), (1174, 1176), (1180, 1196), (1198, 1200), (1261, 1263), (1264, 1266), (1288, 1311), (1356, 1375)]","[(41, 47, 'CONDITION'), (185, 220, 'CONDITION'), (561, 575, 'CONDITION')]","[(118, 162, 'PHYSICAL'), (312, 334, 'OTHER'), (347, 382, 'PHYSICAL'), (384, 394, 'PHYSICAL'), (405, 440, 'CONTROL'), (639, 674, 'CONTROL'), (716, 766, 'PHYSICAL'), (867, 917, 'PHYSICAL'), (956, 974, 'OTHER'), (1152, 1172, 'OTHER'), (1174, 1176, 'OTHER'), (1180, 1196, 'PHYSICAL'), (1198, 1200, 'PHYSICAL'), (1261, 1263, 'OTHER'), (1264, 1266, 'PHYSICAL'), (1288, 1311, 'OTHER'), (1356, 1375, 'OTHER')]"
29,NCT02644980,OfficialTitle+BriefSummary,"Target Controlled Infusion of Etomidate or Propofol for Anesthesia of Thoracoscopic Mitral Valve Replacement Surgery,A Randomized Controlled Double-Blinded Study | For patients requiring the heart valve replacement surgery, heart function is injured in different degree.Thus, minimizing the impact of the anesthesia drug on the cardiovascular system has important clinical meanings. Etomidate has slight effect on the cardiovascular system, often used in the induction of anesthesia, however target controlled infusion etomidate in maintenance of anesthesia is less used. So, the trial is designed to observe the application value of TCI etomidate in thoracoscopic mitral valve replacement surgery.","[(30, 39, 'DRUG', 'Etomidate'), (43, 51, 'DRUG', 'Propofol'), (70, 108, 'CONDITION', 'Thoracoscopic Mitral Valve Replacement'), (191, 214, 'CONDITION', 'heart valve replacement'), (383, 392, 'DRUG', 'Etomidate'), (519, 528, 'DRUG', 'etomidate'), (638, 647, 'DRUG', 'etomidate'), (651, 689, 'CONDITION', 'thoracoscopic mitral valve replacement')]","[(30, 39), (43, 51), (70, 108), (191, 214), (383, 392), (519, 528), (638, 647), (651, 689)]","[(70, 108, 'CONDITION'), (191, 214, 'CONDITION'), (651, 689, 'CONDITION')]","[(30, 39, 'DRUG'), (43, 51, 'DRUG'), (383, 392, 'DRUG'), (519, 528, 'DRUG'), (638, 647, 'DRUG')]"
30,NCT02843906,OfficialTitle+BriefSummary,"Cognitive, Morphological and Neurobiological Progressive Aspects in Bipolar Disorders in the Elderly: Toward to a Neurodegenerescence Detection? | The purpose of this study is to identify association between cerebrospinal fluid Alzheimer's Disease's neurodegenerescence biomarkers (tau, ptau, Aß40 and Aß1-42) and occurrence of cognitive deficits in older patients with bipolar disorders.","[(68, 85, 'CONDITION', 'Bipolar Disorders'), (228, 247, 'CONDITION', ""Alzheimer's Disease""), (328, 346, 'CONDITION', 'cognitive deficits'), (370, 387, 'CONDITION', 'bipolar disorders')]","[(68, 85), (228, 247), (328, 346), (370, 387)]","[(68, 85, 'CONDITION'), (228, 247, 'CONDITION'), (328, 346, 'CONDITION'), (370, 387, 'CONDITION')]",[]
31,NCT03273816,OfficialTitle+BriefSummary,"Evaluation of the Benefit Provided by Sessions of Sophrology on the Intraoperative Management of Parkinsonian Patients in the Context of Deep Brain Stimulation Surgery. | Deep brain stimulation surgery, which consists of intracerebral implantation of electrodes, is considered one of the most effective techniques for controlling the motor fluctuations of Parkinson's disease. The particularity of this surgery is the necessity of the awakening of the patient for the correct positioning of the electrodes, it is therefore a difficult test for the patient.

Medical sophrology is an ideal strategy to optimize the comfort of the patient during the operation thanks to its anxiolytic and analgesic virtues while guaranteeing the maintenance of a good patient vigilance favoring the cooperation with the operating room team. Indeed, sophrology is a body-mediated set of techniques, at the crossroads between hypnosis and yoga, which makes it possible to find a balance between emotions, thoughts and behaviors. It has already been applied in other fields such as oncology, pain management, preparation for childbirth, and for 5 years at the CHU of Rennes for preparation for the intervention of deep brain stimulation.","[(50, 60, 'BEHAVIOURAL', 'Sophrology'), (97, 109, 'CONDITION', 'Parkinsonian'), (137, 159, 'OTHER', 'Deep Brain Stimulation'), (171, 193, 'OTHER', 'Deep brain stimulation'), (356, 375, 'CONDITION', ""Parkinson's disease""), (566, 576, 'BEHAVIOURAL', 'sophrology'), (831, 841, 'BEHAVIOURAL', 'sophrology'), (1193, 1215, 'OTHER', 'deep brain stimulation')]","[(50, 60), (97, 109), (137, 159), (171, 193), (356, 375), (566, 576), (831, 841), (1193, 1215)]","[(97, 109, 'CONDITION'), (356, 375, 'CONDITION')]","[(50, 60, 'BEHAVIOURAL'), (137, 159, 'OTHER'), (171, 193, 'OTHER'), (566, 576, 'BEHAVIOURAL'), (831, 841, 'BEHAVIOURAL'), (1193, 1215, 'OTHER')]"
32,NCT03288948,OfficialTitle+BriefSummary,Binocular Amblyopia Treatment | To evaluate the effectiveness of enhanced binocular amblyopia treatments in achieving a more complete and stable recovery.,"[(0, 19, 'CONDITION', 'Binocular Amblyopia'), (74, 93, 'CONDITION', 'binocular amblyopia')]","[(0, 19), (74, 93)]","[(0, 19, 'CONDITION'), (74, 93, 'CONDITION')]",[]
33,NCT03459118,OfficialTitle+BriefSummary,"The Impact of Dementia on Care and Outcomes Associated With a Function Focused Care Intervention Among Residents in Assisted Living Settings. | This study will evaluate pain, management of pain, behavioral symptoms, and the quality of staff-resident interactions between residents with and without dementia, test the relationship of these variables to participation in function focused care at baseline, and consider if there is a differential impact of FFC-AL-EIT between those with and without dementia with regard to participation in function focused care, functional outcomes and physical activity over the 12 month study period. Findings from this study will provide new information on how to optimize function and physical activity among older adults with dementia in assisted living.","[(14, 22, 'CONDITION', 'Dementia'), (62, 83, 'OTHER', 'Function Focused Care'), (169, 173, 'CONDITION', 'pain'), (189, 193, 'CONDITION', 'pain'), (298, 306, 'CONDITION', 'dementia'), (454, 464, 'OTHER', 'FFC-AL-EIT'), (496, 504, 'CONDITION', 'dementia'), (762, 770, 'CONDITION', 'dementia')]","[(14, 22), (62, 83), (169, 173), (189, 193), (298, 306), (454, 464), (496, 504), (762, 770)]","[(14, 22, 'CONDITION'), (169, 173, 'CONDITION'), (189, 193, 'CONDITION'), (298, 306, 'CONDITION'), (496, 504, 'CONDITION'), (762, 770, 'CONDITION')]","[(62, 83, 'OTHER'), (454, 464, 'OTHER')]"
34,NCT03504150,OfficialTitle+BriefSummary,Comparative Effectiveness of Two Self-guided Web-based Interventions for Youth and Young Adults With Migraine | This randomized controlled trial will compare the effectiveness of two online self-guided programs for youth and young adults with migraine against usual care.,"[(33, 68, 'OTHER', 'Self-guided Web-based Interventions'), (101, 109, 'CONDITION', 'Migraine'), (183, 210, 'OTHER', 'online self-guided programs'), (243, 251, 'CONDITION', 'migraine'), (260, 270, 'CONTROL', 'usual care')]","[(33, 68), (101, 109), (183, 210), (243, 251), (260, 270)]","[(101, 109, 'CONDITION'), (243, 251, 'CONDITION')]","[(33, 68, 'OTHER'), (183, 210, 'OTHER'), (260, 270, 'CONTROL')]"
35,NCT03517787,OfficialTitle+BriefSummary,"The Effect of Functional Electrical Stimulation and Therapeutic Exercise on Functional Properties of Skeletal Muscles, Sitting Postural Stability and Quality of Life in Traumatic Spinal Cord Injury Patients | Aim of the current study is to evaluate the effect functional electrical stimulation and therapeutic exercise on traumatic spinal cord injured participants'skeletal muscle characteristics, sitting balance, lung function and quality of life.","[(14, 47, 'OTHER', 'Functional Electrical Stimulation'), (52, 72, 'PHYSICAL', 'Therapeutic Exercise'), (169, 197, 'CONDITION', 'Traumatic Spinal Cord Injury'), (260, 293, 'OTHER', 'functional electrical stimulation'), (298, 318, 'PHYSICAL', 'therapeutic exercise'), (322, 351, 'CONDITION', 'traumatic spinal cord injured')]","[(14, 47), (52, 72), (169, 197), (260, 293), (298, 318), (322, 351)]","[(169, 197, 'CONDITION'), (322, 351, 'CONDITION')]","[(14, 47, 'OTHER'), (52, 72, 'PHYSICAL'), (260, 293, 'OTHER'), (298, 318, 'PHYSICAL')]"
36,NCT03684577,OfficialTitle+BriefSummary,Efficacy of Hypnotherapy Compared to a Wait-list Control Group in the Treatment of Agoraphobia | The purpose of the study is to compare the efficacy of Hypnotherapy for the treatment of Agoraphobia compared to a wait-list control group.,"[(12, 24, 'BEHAVIOURAL', 'Hypnotherapy'), (39, 56, 'CONTROL', 'Wait-list Control'), (83, 94, 'CONDITION', 'Agoraphobia'), (152, 164, 'BEHAVIOURAL', 'Hypnotherapy'), (186, 197, 'CONDITION', 'Agoraphobia'), (212, 229, 'CONTROL', 'wait-list control')]","[(12, 24), (39, 56), (83, 94), (152, 164), (186, 197), (212, 229)]","[(83, 94, 'CONDITION'), (186, 197, 'CONDITION')]","[(12, 24, 'BEHAVIOURAL'), (39, 56, 'CONTROL'), (152, 164, 'BEHAVIOURAL'), (212, 229, 'CONTROL')]"
37,NCT03712917,OfficialTitle+BriefSummary,"Comparison of Therapeutic Effects of Greater Occipital Nerve Block, Topiramate, and Flunarizine on Episodic Migraine: A Randomised Parallel Group Study | Background: Preventive drug therapy in migraine aims to reduce the attack frequency, severity and duration of headache. Flunarizine and topiramate are widely used in the prevention of migraine attacks. Greater occipital nerve block (GONB) is an alternative treatment option for the prophylactic treatment of migraine. In this study, investigators compared the effectiveness of GONB, topiramate, and flunarizine in terms of reduction in post-treatment VAS scores and attack frequencies in patients with episodic migraine in a four-week period.

Material and Methods: At least one hundred and twenty migraine patients are aimed to be randomly divided into three treatment groups, namely flunarizine (n=40, estimated), topiramate (n=40, estimated) and GONB (n=40, estimated). The patients will be followed up for four weeks and the attack frequencies and VAS scores will be recorded weekly. At the end of the fourth week, the response rates based on 50% and 75% or more reduction in the VAS scores and attack frequencies will be calculated. Group-wise comparisons will be assessed statistically.","[(37, 66, 'SURGICAL', 'Greater Occipital Nerve Block'), (68, 78, 'DRUG', 'Topiramate'), (84, 95, 'DRUG', 'Flunarizine'), (99, 116, 'CONDITION', 'Episodic Migraine'), (193, 201, 'CONDITION', 'migraine'), (264, 272, 'CONDITION', 'headache'), (274, 285, 'DRUG', 'Flunarizine'), (290, 300, 'DRUG', 'topiramate'), (338, 354, 'CONDITION', 'migraine attacks'), (356, 385, 'SURGICAL', 'Greater occipital nerve block'), (387, 391, 'SURGICAL', 'GONB'), (462, 470, 'CONDITION', 'migraine'), (531, 535, 'SURGICAL', 'GONB'), (537, 547, 'DRUG', 'topiramate'), (553, 564, 'DRUG', 'flunarizine'), (656, 673, 'CONDITION', 'episodic migraine'), (752, 760, 'CONDITION', 'migraine'), (839, 850, 'DRUG', 'flunarizine'), (870, 880, 'DRUG', 'topiramate'), (903, 907, 'SURGICAL', 'GONB')]","[(37, 66), (68, 78), (84, 95), (99, 116), (193, 201), (264, 272), (274, 285), (290, 300), (338, 354), (356, 385), (387, 391), (462, 470), (531, 535), (537, 547), (553, 564), (656, 673), (752, 760), (839, 850), (870, 880), (903, 907)]","[(99, 116, 'CONDITION'), (193, 201, 'CONDITION'), (264, 272, 'CONDITION'), (338, 354, 'CONDITION'), (462, 470, 'CONDITION'), (656, 673, 'CONDITION'), (752, 760, 'CONDITION')]","[(37, 66, 'SURGICAL'), (68, 78, 'DRUG'), (84, 95, 'DRUG'), (274, 285, 'DRUG'), (290, 300, 'DRUG'), (356, 385, 'SURGICAL'), (387, 391, 'SURGICAL'), (531, 535, 'SURGICAL'), (537, 547, 'DRUG'), (553, 564, 'DRUG'), (839, 850, 'DRUG'), (870, 880, 'DRUG'), (903, 907, 'SURGICAL')]"
38,NCT03747848,OfficialTitle+BriefSummary,"A Treatment Protocol for Management of Fatigue in Parkinson's Disease Using Cognitive Behavioral Therapy | Fatigue affects more than half of people living with Parkinson's disease. Despite its prevalence, treatment options remain limited. To improve patient outcome, a group treatment protocol was developed for PD fatigue management primarily using cognitive behavioral therapy. The program focuses on assisting individuals with PD who experience fatigue to establish proper sleep hygiene habits and a physical exercise routine to meet the end goal of reducing fatigue. The aim of the group is to change negative thoughts and behavior regarding changing sleep hygiene habits and exercise behavior into positive ones. This is a feasibility project that aims to explore the feasibility of this protocol as well as to produce a treatment protocol that is able to be replicated by other occupational therapists and health professionals who serve the PD population.","[(39, 46, 'CONDITION', 'Fatigue'), (50, 69, 'CONDITION', ""Parkinson's Disease""), (76, 104, 'BEHAVIOURAL', 'Cognitive Behavioral Therapy'), (107, 114, 'CONDITION', 'Fatigue'), (160, 179, 'CONDITION', ""Parkinson's disease""), (312, 314, 'CONDITION', 'PD'), (315, 322, 'CONDITION', 'fatigue'), (350, 378, 'BEHAVIOURAL', 'cognitive behavioral therapy'), (430, 432, 'CONDITION', 'PD'), (448, 455, 'CONDITION', 'fatigue'), (469, 489, 'OTHER', 'proper sleep hygiene'), (503, 520, 'PHYSICAL', 'physical exercise'), (562, 569, 'CONDITION', 'fatigue'), (947, 949, 'CONDITION', 'PD')]","[(39, 46), (50, 69), (76, 104), (107, 114), (160, 179), (312, 314), (315, 322), (350, 378), (430, 432), (448, 455), (469, 489), (503, 520), (562, 569), (947, 949)]","[(39, 46, 'CONDITION'), (50, 69, 'CONDITION'), (107, 114, 'CONDITION'), (160, 179, 'CONDITION'), (312, 314, 'CONDITION'), (315, 322, 'CONDITION'), (430, 432, 'CONDITION'), (448, 455, 'CONDITION'), (562, 569, 'CONDITION'), (947, 949, 'CONDITION')]","[(76, 104, 'BEHAVIOURAL'), (350, 378, 'BEHAVIOURAL'), (469, 489, 'OTHER'), (503, 520, 'PHYSICAL')]"
39,NCT03963258,OfficialTitle+BriefSummary,Short-Term Effects of Whole-Body Vibration on Upper Extremity Function in Subjects With Poststroke Hemiplegia | To investigate the effect of whole body vibration on upper limb motor function in hemiplegic patients with subacute stroke,"[(22, 42, 'OTHER', 'Whole-Body Vibration'), (88, 109, 'CONDITION', 'Poststroke Hemiplegia'), (141, 161, 'OTHER', 'whole body vibration'), (194, 204, 'CONDITION', 'hemiplegic'), (219, 234, 'CONDITION', 'subacute stroke')]","[(22, 42), (88, 109), (141, 161), (194, 204), (219, 234)]","[(88, 109, 'CONDITION'), (194, 204, 'CONDITION'), (219, 234, 'CONDITION')]","[(22, 42, 'OTHER'), (141, 161, 'OTHER')]"
40,NCT04057677,OfficialTitle+BriefSummary,"Exercise Training as an Intervention to Improve Muscle Function and Recovery Following Bed Rest in Older Adults With Type 2 Diabetes | The purpose of this research is to gather data on how exercise can help recovery of muscle mass, strength, and physical function after bedrest in older adults with pre-diabetes and type 2 diabetes.","[(0, 17, 'PHYSICAL', 'Exercise Training'), (117, 132, 'CONDITION', 'Type 2 Diabetes'), (189, 197, 'PHYSICAL', 'exercise'), (299, 311, 'CONDITION', 'pre-diabetes'), (316, 331, 'CONDITION', 'type 2 diabetes')]","[(0, 17), (117, 132), (189, 197), (299, 311), (316, 331)]","[(117, 132, 'CONDITION'), (299, 311, 'CONDITION'), (316, 331, 'CONDITION')]","[(0, 17, 'PHYSICAL'), (189, 197, 'PHYSICAL')]"
41,NCT04123223,OfficialTitle+BriefSummary,"Comparing Cognitive Remediation Approaches for Schizophrenia | This research compares the relative efficacy of two empirically-supported, standardized programs of cognitive remediation for treatment of cognitive deficits and community function in schizophrenia to help inform best practices. The proposed study advances public health by developing and evaluating new behavioral techniques for improving psychosocial outcome in individuals diagnosed with schizophrenia.","[(10, 31, 'BEHAVIOURAL', 'Cognitive Remediation'), (47, 60, 'CONDITION', 'Schizophrenia'), (163, 184, 'BEHAVIOURAL', 'cognitive remediation'), (202, 220, 'CONDITION', 'cognitive deficits'), (247, 260, 'CONDITION', 'schizophrenia'), (367, 388, 'BEHAVIOURAL', 'behavioral techniques'), (454, 467, 'CONDITION', 'schizophrenia')]","[(10, 31), (47, 60), (163, 184), (202, 220), (247, 260), (367, 388), (454, 467)]","[(47, 60, 'CONDITION'), (202, 220, 'CONDITION'), (247, 260, 'CONDITION'), (454, 467, 'CONDITION')]","[(10, 31, 'BEHAVIOURAL'), (163, 184, 'BEHAVIOURAL'), (367, 388, 'BEHAVIOURAL')]"
42,NCT04156607,OfficialTitle+BriefSummary,The Effects of Kinesiotaping on Balance in Children With Down Syndrome. | This study aimed to explore the effects of Kinesio tape applied to plantar soles on balance in children with Down Syndrome (DS). Two groups including children with DS and a group with their typically developing peers evaluated. Half of the children with DS took Kinesio tape application to the plantar soles and the other half took sham taping application. All children evaluated with dynamic and static balance measurements and DS children evaluated immediately after taping and 45 minutes after taping again with the same measurements.,"[(15, 28, 'OTHER', 'Kinesiotaping'), (57, 70, 'CONDITION', 'Down Syndrome'), (117, 129, 'OTHER', 'Kinesio tape'), (183, 196, 'CONDITION', 'Down Syndrome'), (198, 200, 'CONDITION', 'DS'), (238, 240, 'CONDITION', 'DS'), (328, 330, 'CONDITION', 'DS'), (336, 348, 'OTHER', 'Kinesio tape'), (406, 417, 'CONTROL', 'sham taping'), (503, 505, 'CONDITION', 'DS'), (571, 577, 'OTHER', 'taping')]","[(15, 28), (57, 70), (117, 129), (183, 196), (198, 200), (238, 240), (328, 330), (336, 348), (406, 417), (503, 505), (571, 577)]","[(57, 70, 'CONDITION'), (183, 196, 'CONDITION'), (198, 200, 'CONDITION'), (238, 240, 'CONDITION'), (328, 330, 'CONDITION'), (503, 505, 'CONDITION')]","[(15, 28, 'OTHER'), (117, 129, 'OTHER'), (336, 348, 'OTHER'), (406, 417, 'CONTROL'), (571, 577, 'OTHER')]"
