,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
251,NCT01444898,OfficialTitle+BriefSummary,"Effects of Exenatide on Obesity and Appetite in Overweight Patients With Prader-Willi Syndrome | Prader-Willi Syndrome (PWS) is one of the most common genetic causes of obesity. Obesity is a major source of morbidity and mortality in this population. It can lead to sleep apnea, cor pulmonale, diabetes mellitus, and atherosclerosis. PWS has distinct characteristics that set it apart from other forms of obesity including insatiable appetite and food-seeking behavior which can be disruptive to home and school activities, and can cause severe social and psychological turmoil within families. PWS is also associated with unique hormonal abnormalities, most notably hyperghrelinemia. Ghrelin is a gut hormone produced in the stomach that stimulates food intake during a fast. It is hypothesized that the extremely high ghrelin levels in patients with PWS may cause or contribute to their insatiable appetite. Exenatide, a medication used in the treatment of type 2 diabetes mellitus in adults, appears to suppress ghrelin levels and cause weight loss. It was designed to mimic glucagon-like peptide 1 (GLP-1), an incretin hormone that stimulates insulin secretion and delays gastric emptying, among other effects. In the present study, the investigators will investigate the effects of a 6 month trial of exenatide in overweight adolescents with PWS. The investigators will quantify the changes in weight and body composition, as well as subjective measures of appetite, and concentrations of appetite-associated hormones. The investigators hypothesize that exenatide will improve weight, body composition, appetite, and plasma ghrelin levels during the treatment period.","[(11, 20, 'DRUG', 'Exenatide'), (24, 31, 'CONDITION', 'Obesity'), (48, 58, 'CONDITION', 'Overweight'), (73, 94, 'CONDITION', 'Prader-Willi Syndrome'), (97, 118, 'CONDITION', 'Prader-Willi Syndrome'), (120, 123, 'CONDITION', 'PWS'), (169, 176, 'CONDITION', 'obesity'), (178, 185, 'CONDITION', 'Obesity'), (334, 337, 'CONDITION', 'PWS'), (405, 412, 'CONDITION', 'obesity'), (595, 598, 'CONDITION', 'PWS'), (852, 855, 'CONDITION', 'PWS'), (910, 919, 'DRUG', 'Exenatide'), (1306, 1315, 'DRUG', 'exenatide'), (1319, 1329, 'CONDITION', 'overweight'), (1347, 1350, 'CONDITION', 'PWS'), (1559, 1568, 'DRUG', 'exenatide')]","[(11, 20), (24, 31), (48, 58), (73, 94), (97, 118), (120, 123), (169, 176), (178, 185), (334, 337), (405, 412), (595, 598), (852, 855), (910, 919), (1306, 1315), (1319, 1329), (1347, 1350), (1559, 1568)]","[(24, 31, 'CONDITION'), (48, 58, 'CONDITION'), (73, 94, 'CONDITION'), (97, 118, 'CONDITION'), (120, 123, 'CONDITION'), (169, 176, 'CONDITION'), (178, 185, 'CONDITION'), (334, 337, 'CONDITION'), (405, 412, 'CONDITION'), (595, 598, 'CONDITION'), (852, 855, 'CONDITION'), (1319, 1329, 'CONDITION'), (1347, 1350, 'CONDITION')]","[(11, 20, 'DRUG'), (910, 919, 'DRUG'), (1306, 1315, 'DRUG'), (1559, 1568, 'DRUG')]"
252,NCT04426188,OfficialTitle+BriefSummary,""" Brain Changes After Repetitive Head Impacts in Soccer and the Effects of a Protective Device: Biomechanical, Cognitive, Electrophysiological and Multimodal Neuroimaging Study "" | Soccer, the most popular sport in the world, exposes players to repeated head impacts and concussions, due to contact with another player or with the ground. Moreover, routine game-play in soccer involves intentional and repeated head impacts through ball ""heading"", with frequent high velocities, which might cause a transient brain dysfunction. In this pre-post prospective interventional study, 22 soccer players will perform 10 headers from machine-projected soccer balls at standardized speeds, modelling routine soccer practice. They will perform heading series in 2 different oral conditions, on different days at least 1 week apart: 1) Without mouthguard and tight jaws ; 2) With mouthguard and tight jaws. The strength of the neck muscles will be measured before the heading series. The kinematic of the movement will be recorded during each impact during the 2 heading series, as well as the activity of the jaw muscles which will be recorded by electromyogram. Before and after each heading series, electrophysiological data, multimodal magnetic resonance imaging (MRI), and cognitive computerized assessment will be acquired","[(22, 45, 'CONDITION', 'Repetitive Head Impacts'), (77, 94, 'OTHER', 'Protective Device'), (245, 266, 'CONDITION', 'repeated head impacts'), (271, 282, 'CONDITION', 'concussions'), (402, 423, 'CONDITION', 'repeated head impacts'), (825, 858, 'CONTROL', 'Without mouthguard and tight jaws'), (869, 879, 'OTHER', 'mouthguard'), (884, 894, 'OTHER', 'tight jaws')]","[(22, 45), (77, 94), (245, 266), (271, 282), (402, 423), (825, 858), (869, 879), (884, 894)]","[(22, 45, 'CONDITION'), (245, 266, 'CONDITION'), (271, 282, 'CONDITION'), (402, 423, 'CONDITION')]","[(77, 94, 'OTHER'), (825, 858, 'CONTROL'), (869, 879, 'OTHER'), (884, 894, 'OTHER')]"
253,NCT05086809,OfficialTitle+BriefSummary,"BC109 - Investigation of an Updated Bone-anchored Sound Processor | The study is a prospective, single-center, comparative, cross-over study with within-subject control design. In the investigation an updated sound processor will be tested at compared to the CE marked Ponto 3 SuperPower sound processor (available on the market since December 2016) in order to establish marketing claim(s) on the updated sound processor.

The performance of the two sound processors will be evaluated via speech and hearing tests, and patient reported outcomes.","[(28, 65, 'OTHER', 'Updated Bone-anchored Sound Processor'), (201, 224, 'OTHER', 'updated sound processor'), (259, 303, 'CONTROL', 'CE marked Ponto 3 SuperPower sound processor'), (398, 421, 'OTHER', 'updated sound processor')]","[(28, 65), (201, 224), (259, 303), (398, 421)]",[],"[(28, 65, 'OTHER'), (201, 224, 'OTHER'), (259, 303, 'CONTROL'), (398, 421, 'OTHER')]"
254,NCT04086810,OfficialTitle+BriefSummary,An Open-Label Study of Diazoxide Choline Controlled-Release Tablet in Patients With Prader-Willi Syndrome | The primary objective of this study is to monitor the long-term safety of DCCR in PWS patients.,"[(23, 40, 'DRUG', 'Diazoxide Choline'), (84, 105, 'CONDITION', 'Prader-Willi Syndrome'), (182, 186, 'DRUG', 'DCCR'), (190, 193, 'CONDITION', 'PWS')]","[(23, 40), (84, 105), (182, 186), (190, 193)]","[(84, 105, 'CONDITION'), (190, 193, 'CONDITION')]","[(23, 40, 'DRUG'), (182, 186, 'DRUG')]"
255,NCT02139436,OfficialTitle+BriefSummary,"Hybrid-FES Exercise to Prevent Cardiovascular Declines in Acute SCI | Each year, 11,000 people suffer a spinal cord injury (SCI) in the U.S. Within the first year, there are profound declines in physiologic function, forming the underlying substrate for future cardiovascular disease . In fact, acquired cardiovascular disease is an increasingly recognized consequence of SCI and is the leading cause of death in SCI. Though incompletely understood, the almost 10-fold prevalence of cardiovascular disease results in part from profound physiologic 'detraining' resulting from motor impairment and immobility. Currently, effective interventions preventing acute declines that lead to cardiovascular compromise and increased risk in SCI are lacking - exercise therapy for those with SCI is challenging and when employed, is typically limited to the upper body. Recently, the investigators refined a unique form of exercise for those with SCI that specifically mirrors exercise performed by those without SCI. Functional Electrical Stimulation (FES) Row Training (RT) couples volitional arm and electrically controlled leg exercise, resulting in a hemodynamic profile that produces the beneficial cardiac loading conditions of large muscle mass exercise. As such, FES-RT may be a safe and effective way to attenuate cardiovascular declines following SCI. The investigators aims are to test the overall hypotheses that FES-RT will: 1) mitigate against increased visceral adiposity and reduced insulin sensitivity, 2) prevent worsening lipid profile and compromised baroreflex function, and 3) counter ventricular wall thickening and declining ventricular function occurring with acute SCI, and that these effects will be greater than that observed with an arms-only exercise group. Changes with FES-RT will be compared to a time (wait-list) control and to arms-only-RT. Individuals with an SCI within the last 3-6 months will be randomized to FES-RT, to a time control, or arms-only-RT. Measures will be made at baseline and 6 months. The investigators work will provide results that clearly delineate potential health benefits of FES-RT, and if FES-RT is effective in a majority of those with SCI, its application, implementation, and integration could be easily replicated.","[(0, 19, 'PHYSICAL', 'Hybrid-FES Exercise'), (31, 54, 'CONDITION', 'Cardiovascular Declines'), (58, 67, 'CONDITION', 'Acute SCI'), (104, 122, 'CONDITION', 'spinal cord injury'), (124, 127, 'CONDITION', 'SCI'), (183, 215, 'CONDITION', 'declines in physiologic function'), (261, 283, 'CONDITION', 'cardiovascular disease'), (304, 326, 'CONDITION', 'cardiovascular disease'), (372, 375, 'CONDITION', 'SCI'), (413, 416, 'CONDITION', 'SCI'), (483, 505, 'CONDITION', 'cardiovascular disease'), (731, 734, 'CONDITION', 'SCI'), (781, 784, 'CONDITION', 'SCI'), (936, 939, 'CONDITION', 'SCI'), (1002, 1005, 'CONDITION', 'SCI'), (1007, 1064, 'PHYSICAL', 'Functional Electrical Stimulation (FES) Row Training (RT)'), (1261, 1267, 'PHYSICAL', 'FES-RT'), (1313, 1336, 'CONDITION', 'cardiovascular declines'), (1347, 1350, 'CONDITION', 'SCI'), (1415, 1421, 'PHYSICAL', 'FES-RT'), (1675, 1684, 'CONDITION', 'acute SCI'), (1752, 1770, 'CONTROL', 'arms-only exercise'), (1791, 1797, 'PHYSICAL', 'FES-RT'), (1820, 1844, 'CONTROL', 'time (wait-list) control'), (1852, 1864, 'CONTROL', 'arms-only-RT'), (1886, 1889, 'CONDITION', 'SCI'), (1939, 1945, 'PHYSICAL', 'FES-RT'), (1952, 1964, 'CONTROL', 'time control'), (1969, 1981, 'CONTROL', 'arms-only-RT'), (2127, 2133, 'PHYSICAL', 'FES-RT'), (2142, 2148, 'PHYSICAL', 'FES-RT'), (2190, 2193, 'CONDITION', 'SCI')]","[(0, 19), (31, 54), (58, 67), (104, 122), (124, 127), (183, 215), (261, 283), (304, 326), (372, 375), (413, 416), (483, 505), (731, 734), (781, 784), (936, 939), (1002, 1005), (1007, 1064), (1261, 1267), (1313, 1336), (1347, 1350), (1415, 1421), (1675, 1684), (1752, 1770), (1791, 1797), (1820, 1844), (1852, 1864), (1886, 1889), (1939, 1945), (1952, 1964), (1969, 1981), (2127, 2133), (2142, 2148), (2190, 2193)]","[(31, 54, 'CONDITION'), (58, 67, 'CONDITION'), (104, 122, 'CONDITION'), (124, 127, 'CONDITION'), (183, 215, 'CONDITION'), (261, 283, 'CONDITION'), (304, 326, 'CONDITION'), (372, 375, 'CONDITION'), (413, 416, 'CONDITION'), (483, 505, 'CONDITION'), (731, 734, 'CONDITION'), (781, 784, 'CONDITION'), (936, 939, 'CONDITION'), (1002, 1005, 'CONDITION'), (1313, 1336, 'CONDITION'), (1347, 1350, 'CONDITION'), (1675, 1684, 'CONDITION'), (1886, 1889, 'CONDITION'), (2190, 2193, 'CONDITION')]","[(0, 19, 'PHYSICAL'), (1007, 1064, 'PHYSICAL'), (1261, 1267, 'PHYSICAL'), (1415, 1421, 'PHYSICAL'), (1752, 1770, 'CONTROL'), (1791, 1797, 'PHYSICAL'), (1820, 1844, 'CONTROL'), (1852, 1864, 'CONTROL'), (1939, 1945, 'PHYSICAL'), (1952, 1964, 'CONTROL'), (1969, 1981, 'CONTROL'), (2127, 2133, 'PHYSICAL'), (2142, 2148, 'PHYSICAL')]"
256,NCT00130923,OfficialTitle+BriefSummary,Risperidone Long-Acting for Alcohol and Schizophrenia Treatment (R-LAST) | The purpose of this study is to compare the efficacy of oral risperidone (Risperdal) to risperidone long-acting (Consta) in reducing alcohol use in persons diagnosed with schizophrenia or schizoaffective disorder.,"[(0, 11, 'DRUG', 'Risperidone'), (40, 53, 'CONDITION', 'Schizophrenia'), (136, 147, 'DRUG', 'risperidone'), (149, 158, 'DRUG', 'Risperdal'), (163, 174, 'DRUG', 'risperidone'), (188, 194, 'DRUG', 'Consta'), (208, 219, 'CONDITION', 'alcohol use'), (246, 259, 'CONDITION', 'schizophrenia'), (263, 287, 'CONDITION', 'schizoaffective disorder')]","[(0, 11), (40, 53), (136, 147), (149, 158), (163, 174), (188, 194), (208, 219), (246, 259), (263, 287)]","[(40, 53, 'CONDITION'), (208, 219, 'CONDITION'), (246, 259, 'CONDITION'), (263, 287, 'CONDITION')]","[(0, 11, 'DRUG'), (136, 147, 'DRUG'), (149, 158, 'DRUG'), (163, 174, 'DRUG'), (188, 194, 'DRUG')]"
257,NCT00275275,OfficialTitle+BriefSummary,An Open Label Conversion Study of Pramipexole to Ropinirole Controlled Release (CR) in Patients With Parkinson's Disease. | A conversion study of Mirapex (pramipexole) to Requip (ropinirole) controlled release (CR) in patients with Parkinson's disease to determine the appropriate conversion ratio and side effects related to the drug.,"[(34, 45, 'DRUG', 'Pramipexole'), (49, 59, 'DRUG', 'Ropinirole'), (101, 120, 'CONDITION', ""Parkinson's Disease""), (146, 153, 'DRUG', 'Mirapex'), (155, 166, 'DRUG', 'pramipexole'), (171, 177, 'DRUG', 'Requip'), (179, 189, 'DRUG', 'ropinirole'), (232, 251, 'CONDITION', ""Parkinson's disease"")]","[(34, 45), (49, 59), (101, 120), (146, 153), (155, 166), (171, 177), (179, 189), (232, 251)]","[(101, 120, 'CONDITION'), (232, 251, 'CONDITION')]","[(34, 45, 'DRUG'), (49, 59, 'DRUG'), (146, 153, 'DRUG'), (155, 166, 'DRUG'), (171, 177, 'DRUG'), (179, 189, 'DRUG')]"
258,NCT02848898,OfficialTitle+BriefSummary,"The Effects of Focal Vibration on Central and Peripheral Spasticity in Multiple Sclerosis Patients. A Randomized, Multicenter, Double Blinded vs Placebo Study | This trial consists of application of little devices (named Equistasi®) generating focal vibrations to treat spasticity in neurological patients, affected by multiple sclerosis. The expected effects are on gait and postural instability.","[(15, 30, 'OTHER', 'Focal Vibration'), (34, 67, 'CONDITION', 'Central and Peripheral Spasticity'), (71, 89, 'CONDITION', 'Multiple Sclerosis'), (145, 152, 'CONTROL', 'Placebo'), (221, 230, 'OTHER', 'Equistasi'), (244, 260, 'OTHER', 'focal vibrations'), (270, 280, 'CONDITION', 'spasticity'), (319, 337, 'CONDITION', 'multiple sclerosis')]","[(15, 30), (34, 67), (71, 89), (145, 152), (221, 230), (244, 260), (270, 280), (319, 337)]","[(34, 67, 'CONDITION'), (71, 89, 'CONDITION'), (270, 280, 'CONDITION'), (319, 337, 'CONDITION')]","[(15, 30, 'OTHER'), (145, 152, 'CONTROL'), (221, 230, 'OTHER'), (244, 260, 'OTHER')]"
259,NCT05468801,OfficialTitle+BriefSummary,"Randomized, Triple-blind, Placebo Controlled Study to Evaluate the Efficacy of Individualized Homeopathic Remedies With High Grade of Pathological Similarity vs Conventional Standardized Pharmacological Treatment in Patients With Migraine. | Migraine, a chronic and often lifelong neurological disorder, is the second leading cause of years lived with disability worldwide. To reduce this global burden, concerted efforts are needed to implement and improve migraine health-care policies. Several observational studies showed significant improvement of different headaches types with homeopathy. The purpose of this study is the assessment of the efficacy of Individualized Homeopathic Remedies (specific remedies for each patient) versus Conventional pharmacological treatment in patients with migraine.","[(26, 33, 'CONTROL', 'Placebo'), (79, 157, 'OTHER', 'Individualized Homeopathic Remedies With High Grade of Pathological Similarity'), (161, 212, 'CONTROL', 'Conventional Standardized Pharmacological Treatment'), (230, 238, 'CONDITION', 'Migraine'), (242, 250, 'CONDITION', 'Migraine'), (458, 466, 'CONDITION', 'migraine'), (563, 572, 'CONDITION', 'headaches'), (584, 594, 'OTHER', 'homeopathy'), (659, 694, 'OTHER', 'Individualized Homeopathic Remedies'), (739, 777, 'CONTROL', 'Conventional pharmacological treatment'), (795, 803, 'CONDITION', 'migraine')]","[(26, 33), (79, 157), (161, 212), (230, 238), (242, 250), (458, 466), (563, 572), (584, 594), (659, 694), (739, 777), (795, 803)]","[(230, 238, 'CONDITION'), (242, 250, 'CONDITION'), (458, 466, 'CONDITION'), (563, 572, 'CONDITION'), (795, 803, 'CONDITION')]","[(26, 33, 'CONTROL'), (79, 157, 'OTHER'), (161, 212, 'CONTROL'), (584, 594, 'OTHER'), (659, 694, 'OTHER'), (739, 777, 'CONTROL')]"
260,NCT03419793,OfficialTitle+BriefSummary,"Effect of Segmental Muscle Vibration on Upper Extremity Functional Ability Post Stroke | Background and objective: Upper extremity functional impairments are common consequences post stroke. The aim of this study was to investigate the influence of Segmental muscle vibration (SMV) application along with supervised physical therapy (SPT) on improving activities of daily living (ADL) and motor recovery on the hemiparetic upper extremity in patients with stroke.

Methods: A sample of 37 patients post stroke (29 males) was randomly assigned to either supervised physical therapy (SPT) control group (n=18) or supervised physical therapy and segmental muscle vibration (SPT-SMV) experimental group (n=19). All patients received 3 sessions per week of SPT for 8 weeks. The SPT-SMV experimental group received SMV at the end of each SPT session. Outcome measures used were Barthel Index (BI), Modified Ashworth Scale (MAS), Manual Muscle Testing (MMT), and goniometry for Range of Motion (ROM) assessment.","[(10, 36, 'OTHER', 'Segmental Muscle Vibration'), (75, 86, 'CONDITION', 'Post Stroke'), (115, 153, 'CONDITION', 'Upper extremity functional impairments'), (178, 189, 'CONDITION', 'post stroke'), (249, 275, 'OTHER', 'Segmental muscle vibration'), (277, 280, 'OTHER', 'SMV'), (305, 332, 'PHYSICAL', 'supervised physical therapy'), (334, 337, 'PHYSICAL', 'SPT'), (456, 462, 'CONDITION', 'stroke'), (498, 509, 'CONDITION', 'post stroke'), (553, 580, 'PHYSICAL', 'supervised physical therapy'), (582, 585, 'PHYSICAL', 'SPT'), (611, 638, 'PHYSICAL', 'supervised physical therapy'), (643, 669, 'OTHER', 'segmental muscle vibration'), (671, 678, 'OTHER', 'SPT-SMV'), (752, 755, 'PHYSICAL', 'SPT'), (773, 780, 'OTHER', 'SPT-SMV'), (809, 812, 'OTHER', 'SMV'), (832, 835, 'PHYSICAL', 'SPT')]","[(10, 36), (75, 86), (115, 153), (178, 189), (249, 275), (277, 280), (305, 332), (334, 337), (456, 462), (498, 509), (553, 580), (582, 585), (611, 638), (643, 669), (671, 678), (752, 755), (773, 780), (809, 812), (832, 835)]","[(75, 86, 'CONDITION'), (115, 153, 'CONDITION'), (178, 189, 'CONDITION'), (456, 462, 'CONDITION'), (498, 509, 'CONDITION')]","[(10, 36, 'OTHER'), (249, 275, 'OTHER'), (277, 280, 'OTHER'), (305, 332, 'PHYSICAL'), (334, 337, 'PHYSICAL'), (553, 580, 'PHYSICAL'), (582, 585, 'PHYSICAL'), (611, 638, 'PHYSICAL'), (643, 669, 'OTHER'), (671, 678, 'OTHER'), (752, 755, 'PHYSICAL'), (773, 780, 'OTHER'), (809, 812, 'OTHER'), (832, 835, 'PHYSICAL')]"
261,NCT01205607,OfficialTitle+BriefSummary,"IRB-HSR# 14299: The Use of the Intrathoracic Pressure Regulator (ITPR) to Improve Cerebral Perfusion Pressure in Patients With Altered Intracranial Elastance | Patients who have a functioning intracranial pressure-monitoring device (either a subarachnoid bolt, or an intraventricular catheter) in place, and are either sedated, intubated, and mechanically ventilated (i.e. in the NNICU), or are scheduled to undergo an operation or interventional neuroradiological procedure at the University of Virginia. Patients with a contraindication to TTE will be excluded.

For patients in the NNICU, basic hemodynamic variables (systemic blood pressure, central venous pressure, etc.) will be collected. In addition, left ventricular performance (including estimates of LVEDV, LVESV, EF, FAC, and SV) will be assessed using TTE. Once these baseline data are recorded, the ITPR will be inserted in the ventilator circuit and activated to provide either -5 mm Hg or -9 mm Hg endotracheal rube pressure (ETP) (based on a randomization scheme). After the ITPR has been active for at least five minutes, the same intracranial, hemodynamic, and TTE data obtained above will be gathered. The ITPR will then be turned off for five minutes, and intracranial, hemodynamic, and TTE data will again be recorded. The ITPR will be activated a second time (-9 mm Hg or -5 mm Hg ETP, i.e. whichever value was not used previously), and after five minutes of use data will be recorded again. The ITPR will then be disconnected, data will be collected after waiting two minutes, and no further interventions will be made.

ABG's will be obtained before and during the use of the device at each setting.

This is a proof of concept/feasibility study designed to test the primary hypothesis that use of the ITPR will result in decreased intracranial pressure and increased cerebral perfusion pressure. The effect of the ITPR on secondary indicators of cardiac performance will also be examined. These include but are not limited estimates of ventricular end diastolic volume and pressure (LVEDV/P), ejection fraction (EF), left ventricular end systolic volume and pressure (LVESV/P), fractional area change (FAC), all of which will be assessed by transthoracic echocardiography (TTE) or transesophageal echocardiography (TEE).","[(31, 63, 'OTHER', 'Intrathoracic Pressure Regulator'), (65, 69, 'OTHER', 'ITPR'), (127, 157, 'CONDITION', 'Altered Intracranial Elastance'), (864, 868, 'OTHER', 'ITPR'), (1043, 1047, 'OTHER', 'ITPR'), (1177, 1181, 'OTHER', 'ITPR'), (1296, 1300, 'OTHER', 'ITPR'), (1470, 1474, 'OTHER', 'ITPR'), (1778, 1782, 'OTHER', 'ITPR'), (1891, 1895, 'OTHER', 'ITPR')]","[(31, 63), (65, 69), (127, 157), (864, 868), (1043, 1047), (1177, 1181), (1296, 1300), (1470, 1474), (1778, 1782), (1891, 1895)]","[(127, 157, 'CONDITION')]","[(31, 63, 'OTHER'), (65, 69, 'OTHER'), (864, 868, 'OTHER'), (1043, 1047, 'OTHER'), (1177, 1181, 'OTHER'), (1296, 1300, 'OTHER'), (1470, 1474, 'OTHER'), (1778, 1782, 'OTHER'), (1891, 1895, 'OTHER')]"
262,NCT05462678,OfficialTitle+BriefSummary,"Strategies and Techniques for the Rehabilitation of Memory Deficits in Patients With Multiple Sclerosis | The clinical characteristics of MS are extremely variable from one patient to another. In about 60% of cases, motor disabilities are associated with cognitive deficits. The present study aims to compare three forms of cognitive / motor rehabilitation in three groups of patients with MS: rehabilitation of verbal memory with the Rehacom program; combined rehabilitation, associating a motor rehabilitation path with the Rehacom program; only motor rehabilitation course. Aims of the study will be: to verify whether the combined cognitive / motor rehabilitation can induce a significantly greater improvement in the memory performance of patients with MS compared to rehabilitation alone; check whether any improvement is objectively verifiable by patients and the impact it may have on patients' quality of life; monitor these effects after 6 months.

For these purposes, three homogeneous groups of 20 patients each will be enrolled, diagnosed with MS according to Mc Donald's criteria revisited by Polman (2011). The study will be divided into an initial clinical, cognitive, emotional, quality of life and functional self-perception (T0) assessment. Subsequently, the patients assigned to the three conditions will be provided with the pre-established rehabilitation treatments for a total duration of 12 weeks; at the end, each patient will undergo an overall re-evaluation (T1). Finally, a further overall reassessment will be carried out after 6 months, aimed at follow-up monitoring (T2).

Statistical analyzes will be of two types:

Within Group (aimed at assessing any improvement in the cognitive performance of each group of patients by comparing the assessments at T0 with those at T1 and T2); Between Group (aimed at comparing the results obtained by each group with those of the other 2 groups at T0, T1, and T2).","[(34, 67, 'OTHER', 'Rehabilitation of Memory Deficits'), (85, 103, 'CONDITION', 'Multiple Sclerosis'), (138, 140, 'CONDITION', 'MS'), (216, 234, 'CONDITION', 'motor disabilities'), (255, 273, 'CONDITION', 'cognitive deficits'), (394, 450, 'OTHER', 'rehabilitation of verbal memory with the Rehacom program'), (452, 475, 'OTHER', 'combined rehabilitation'), (491, 541, 'PHYSICAL', 'motor rehabilitation path with the Rehacom program'), (543, 575, 'CONTROL', 'only motor rehabilitation course'), (626, 667, 'OTHER', 'combined cognitive / motor rehabilitation'), (758, 760, 'CONDITION', 'MS'), (773, 793, 'CONTROL', 'rehabilitation alone'), (1057, 1059, 'CONDITION', 'MS')]","[(34, 67), (85, 103), (138, 140), (216, 234), (255, 273), (394, 450), (452, 475), (491, 541), (543, 575), (626, 667), (758, 760), (773, 793), (1057, 1059)]","[(85, 103, 'CONDITION'), (138, 140, 'CONDITION'), (216, 234, 'CONDITION'), (255, 273, 'CONDITION'), (758, 760, 'CONDITION'), (1057, 1059, 'CONDITION')]","[(34, 67, 'OTHER'), (394, 450, 'OTHER'), (452, 475, 'OTHER'), (491, 541, 'PHYSICAL'), (543, 575, 'CONTROL'), (626, 667, 'OTHER'), (773, 793, 'CONTROL')]"
263,NCT02500030,OfficialTitle+BriefSummary,"Effects of Air Stacking Versus Glossopharyngeal Breathing on Maximum Insufflation Capacity in Children and Adolescents With Neuromuscular Disease | Neuromuscular diseases (NMD) are characterized by a reduced maximum insufflation capacity (MIC), which contributes to increased morbidity and mortality from respiratory diseases. Techniques such as glossopharyngeal breathing (GPB) and insufflation using a manual resuscitation bag, or ""air stacking (AS)"", can be used to increase the MIC. These techniques employ different mechanisms, and the ability to learn the technique plays a key role in its proper implementation and effectiveness. The objective is compare the effects of AS and GPB on the MIC in patients with NMD.

Children and adolescents with NMD who were users of non-invasive mechanical ventilation were recruited. Vital capacity (VC) and MIC were measured prior to and after the intervention with AS and GPB. Values were compared pre- and post-intervention and were considered statistically significant if p <0.05.","[(11, 23, 'OTHER', 'Air Stacking'), (31, 57, 'OTHER', 'Glossopharyngeal Breathing'), (124, 145, 'CONDITION', 'Neuromuscular Disease'), (148, 170, 'CONDITION', 'Neuromuscular diseases'), (172, 175, 'CONDITION', 'NMD'), (346, 372, 'OTHER', 'glossopharyngeal breathing'), (374, 377, 'OTHER', 'GPB'), (434, 446, 'OTHER', 'air stacking'), (448, 450, 'OTHER', 'AS'), (677, 679, 'OTHER', 'AS'), (684, 687, 'OTHER', 'GPB'), (716, 719, 'CONDITION', 'NMD'), (752, 755, 'CONDITION', 'NMD'), (909, 911, 'OTHER', 'AS'), (916, 919, 'OTHER', 'GPB')]","[(11, 23), (31, 57), (124, 145), (148, 170), (172, 175), (346, 372), (374, 377), (434, 446), (448, 450), (677, 679), (684, 687), (716, 719), (752, 755), (909, 911), (916, 919)]","[(124, 145, 'CONDITION'), (148, 170, 'CONDITION'), (172, 175, 'CONDITION'), (716, 719, 'CONDITION'), (752, 755, 'CONDITION')]","[(11, 23, 'OTHER'), (31, 57, 'OTHER'), (346, 372, 'OTHER'), (374, 377, 'OTHER'), (434, 446, 'OTHER'), (448, 450, 'OTHER'), (677, 679, 'OTHER'), (684, 687, 'OTHER'), (909, 911, 'OTHER'), (916, 919, 'OTHER')]"
264,NCT02820441,OfficialTitle+BriefSummary,Adaptative Servoventilation Compliance in Left Ventricular Dysfunction Patients With Central Sleep Apnea: Benefit of One Month Hypnotic (Zopiclone) Versus Placebo | The study evaluate the effect of adaptative servoventilation (ASV) initiation combined with 14 days Zopiclone vs Placebo treatment in patients with central sleep apnea (CSA) syndrome.,"[(0, 27, 'OTHER', 'Adaptative Servoventilation'), (42, 70, 'CONDITION', 'Left Ventricular Dysfunction'), (85, 104, 'CONDITION', 'Central Sleep Apnea'), (137, 146, 'DRUG', 'Zopiclone'), (155, 162, 'CONTROL', 'Placebo'), (198, 225, 'OTHER', 'adaptative servoventilation'), (227, 230, 'OTHER', 'ASV'), (265, 274, 'DRUG', 'Zopiclone'), (278, 285, 'CONTROL', 'Placebo'), (313, 332, 'CONDITION', 'central sleep apnea'), (334, 337, 'CONDITION', 'CSA')]","[(0, 27), (42, 70), (85, 104), (137, 146), (155, 162), (198, 225), (227, 230), (265, 274), (278, 285), (313, 332), (334, 337)]","[(42, 70, 'CONDITION'), (85, 104, 'CONDITION'), (313, 332, 'CONDITION'), (334, 337, 'CONDITION')]","[(0, 27, 'OTHER'), (137, 146, 'DRUG'), (155, 162, 'CONTROL'), (198, 225, 'OTHER'), (227, 230, 'OTHER'), (265, 274, 'DRUG'), (278, 285, 'CONTROL')]"
265,NCT03712748,OfficialTitle+BriefSummary,"Imaginal Exposure I Online Study | This study evaluates if imaginal exposure therapy can decrease symptoms of eating disorders and anxiety, and test an online format of IE to maximize its ability to reach as many individuals with eating disorders as possible. All participants will complete four imaginal exposure sessions and will complete questionnaires prior to receiving this treatment, as well as complete follow up questionnaires at 1-month, 6-month, and 12-month.","[(59, 84, 'OTHER', 'imaginal exposure therapy'), (110, 126, 'CONDITION', 'eating disorders'), (131, 138, 'CONDITION', 'anxiety'), (152, 171, 'OTHER', 'online format of IE'), (230, 246, 'CONDITION', 'eating disorders'), (296, 322, 'OTHER', 'imaginal exposure sessions')]","[(59, 84), (110, 126), (131, 138), (152, 171), (230, 246), (296, 322)]","[(110, 126, 'CONDITION'), (131, 138, 'CONDITION'), (230, 246, 'CONDITION')]","[(59, 84, 'OTHER'), (152, 171, 'OTHER'), (296, 322, 'OTHER')]"
